Transaction_ID,Transaction_Date,Product_ID,Quantity,Unit_Price,Total_Amount,Country,Sales_Channel,Currency
TXN-2025_04-00032,2025-04-24,PRD-2003,3,649.99,1949.97,Italy,Online,EUR
TXN-2025_04-00033,2025-04-17,PRD-1001,1,899.99,899.99,Ireland,Retail,EUR
TXN-2025_04-00034,2025-04-18,PRD-1003,2,349.99,699.98,Croatia,Retail,EUR
TXN-2025_04-00035,2025-04-10,PRD-1003,3,349.99,1049.97,Belgium,Retail,EUR
TXN-2025_04-00036,2025-04-17,PRD-6002,1,449.99,449.99,Croatia,Retail,EUR
TXN-2025_04-00037,2025-04-16,PRD-4002,2,149.99,299.98,Spain,Retail,EUR
TXN-2025_04-00038,2025-04-21,PRD-3002,3,449.99,1349.97,Belgium,Online,EUR
TXN-2025_04-00039,2025-04-24,PRD-3001,3,799.99,2399.97,Switzerland,Retail,EUR
TXN-2025_04-00040,2025-04-02,PRD-4002,1,149.99,149.99,Germany,Online,EUR
TXN-2025_04-00041,2025-04-20,PRD-5002,1,39.99,39.99,Croatia,Partner,EUR
TXN-2025_04-00042,2025-04-04,PRD-3002,1,449.99,449.99,Portugal,Online,EUR
TXN-2025_04-00043,2025-04-11,PRD-7002,1,499.99,499.99,Spain,Online,EUR
TXN-2025_04-00044,2025-04-27,PRD-8001,3,99.99,299.97,Netherlands,Online,EUR
TXN-2025_04-00045,2025-04-07,PRD-8003,3,379.99,1139.97,France,Retail,EUR
TXN-2025_04-00046,2025-04-17,PRD-4002,2,149.99,299.98,Poland,Retail,EUR
TXN-2025_04-00047,2025-04-25,PRD-7002,2,499.99,999.98,Netherlands,Online,EUR
TXN-2025_04-00048,2025-04-19,PRD-2002,1,1099.99,1099.99,Romania,Online,EUR
TXN-2025_04-00049,2025-04-06,PRD-6001,3,199.99,599.97,Romania,Online,EUR
TXN-2025_04-00050,2025-04-10,PRD-7001,1,69.99,69.99,Austria,Online,EUR
TXN-2025_04-00051,2025-04-30,PRD-7001,1,69.99,69.99,Czech Republic,Online,EUR
TXN-2025_04-00052,2025-04-21,PRD-6001,1,199.99,199.99,Ireland,Online,EUR
TXN-2025_04-00053,2025-04-04,PRD-2002,3,1099.99,3299.97,Spain,Retail,EUR
TXN-2025_04-00054,2025-04-25,PRD-1002,3,599.99,1799.97,Finland,Online,EUR
TXN-2025_04-00055,2025-04-27,PRD-2001,2,1299.99,2599.98,Austria,Partner,EUR
TXN-2025_04-00056,2025-04-28,PRD-5002,2,39.99,79.98,Italy,Online,EUR
TXN-2025_04-00057,2025-04-30,PRD-1003,1,349.99,349.99,Switzerland,Retail,EUR
TXN-2025_04-00058,2025-04-25,PRD-2003,1,649.99,649.99,Switzerland,Retail,EUR
TXN-2025_04-00059,2025-04-01,PRD-3002,1,449.99,449.99,Ireland,Online,EUR
TXN-2025_04-00060,2025-04-07,PRD-4001,1,249.99,249.99,Belgium,Online,EUR
TXN-2025_04-00061,2025-04-26,PRD-7002,2,499.99,999.98,Romania,Online,EUR
TXN-2025_04-00062,2025-04-25,PRD-4002,1,149.99,149.99,Finland,Online,EUR
TXN-2025_04-00063,2025-04-21,PRD-5003,1,79.99,79.99,Spain,Online,EUR
TXN-2025_04-00064,2025-04-16,PRD-4001,2,249.99,499.98,Romania,Online,EUR
TXN-2025_04-00065,2025-04-17,PRD-6001,1,199.99,199.99,Czech Republic,Online,EUR
TXN-2025_04-00066,2025-04-24,PRD-1003,2,349.99,699.98,Hungary,Online,EUR
TXN-2025_04-00067,2025-04-05,PRD-1002,2,599.99,1199.98,Greece,Online,EUR
TXN-2025_04-00068,2025-04-22,PRD-7002,2,499.99,999.98,Finland,Online,EUR
TXN-2025_04-00069,2025-04-23,PRD-4003,1,399.99,399.99,Hungary,Online,EUR
TXN-2025_04-00070,2025-04-10,PRD-4002,3,149.99,449.97,Switzerland,Retail,EUR
TXN-2025_04-00071,2025-04-07,PRD-2003,2,649.99,1299.98,Belgium,Retail,EUR
TXN-2025_04-00072,2025-04-13,PRD-2002,1,1099.99,1099.99,France,Partner,EUR
TXN-2025_04-00073,2025-04-30,PRD-3002,1,449.99,449.99,Ireland,Online,EUR
TXN-2025_04-00074,2025-04-28,PRD-1002,1,599.99,599.99,Poland,Online,EUR
TXN-2025_04-00075,2025-04-07,PRD-2003,2,649.99,1299.98,Germany,Online,EUR
TXN-2025_04-00076,2025-04-15,PRD-2003,1,649.99,649.99,Portugal,Online,EUR
TXN-2025_04-00077,2025-04-17,PRD-3002,1,449.99,449.99,Austria,Retail,EUR
TXN-2025_04-00078,2025-04-23,PRD-4002,3,149.99,449.97,Czech Republic,Online,EUR
TXN-2025_04-00079,2025-04-27,PRD-7003,1,89.99,89.99,Hungary,Retail,EUR
TXN-2025_04-00080,2025-04-03,PRD-4002,2,149.99,299.98,Portugal,Retail,EUR
TXN-2025_04-00081,2025-04-05,PRD-6002,1,449.99,449.99,Denmark,Partner,EUR
TXN-2025_04-00082,2025-04-10,PRD-3002,1,449.99,449.99,Netherlands,Online,EUR
TXN-2025_04-00083,2025-04-05,PRD-4002,2,149.99,299.98,Ireland,Online,EUR
TXN-2025_04-00084,2025-04-24,PRD-1001,1,899.99,899.99,Czech Republic,Online,EUR
TXN-2025_04-00085,2025-04-07,PRD-1002,1,599.99,599.99,France,Online,EUR
TXN-2025_04-00086,2025-04-07,PRD-4001,1,249.99,249.99,Denmark,Partner,EUR
TXN-2025_04-00087,2025-04-22,PRD-2002,1,1099.99,1099.99,Croatia,Online,EUR
TXN-2025_04-00088,2025-04-23,PRD-5003,3,79.99,239.97,Croatia,Retail,EUR
TXN-2025_04-00089,2025-04-14,PRD-3002,1,449.99,449.99,Spain,Online,EUR
TXN-2025_04-00090,2025-04-23,PRD-6002,2,449.99,899.98,Germany,Online,EUR
TXN-2025_04-00091,2025-04-15,PRD-8001,1,99.99,99.99,Hungary,Online,EUR
TXN-2025_04-00092,2025-04-05,PRD-1002,1,599.99,599.99,Switzerland,Online,EUR
TXN-2025_04-00093,2025-04-05,PRD-2002,2,1099.99,2199.98,Switzerland,Retail,EUR
TXN-2025_04-00094,2025-04-04,PRD-4002,1,149.99,149.99,Ireland,Partner,EUR
TXN-2025_04-00095,2025-04-30,PRD-2001,1,1299.99,1299.99,Greece,Retail,EUR
TXN-2025_04-00096,2025-04-20,PRD-1003,1,349.99,349.99,Norway,Online,EUR
TXN-2025_04-00097,2025-04-21,PRD-5004,2,19.99,39.98,Austria,Online,EUR
TXN-2025_04-00098,2025-04-26,PRD-8002,1,129.99,129.99,Italy,Retail,EUR
TXN-2025_04-00099,2025-04-09,PRD-5002,1,39.99,39.99,Finland,Online,EUR
TXN-2025_04-00100,2025-04-30,PRD-3001,1,799.99,799.99,Spain,Partner,EUR
TXN-2025_04-00101,2025-04-27,PRD-2003,2,649.99,1299.98,Switzerland,Online,EUR
TXN-2025_04-00102,2025-04-12,PRD-3002,1,449.99,449.99,Poland,Online,EUR
TXN-2025_04-00103,2025-04-16,PRD-2003,3,649.99,1949.97,Ireland,Online,EUR
TXN-2025_04-00104,2025-04-22,PRD-3001,1,799.99,799.99,Croatia,Partner,EUR
TXN-2025_04-00105,2025-04-08,PRD-1002,1,599.99,599.99,Belgium,Online,EUR
TXN-2025_04-00106,2025-04-09,PRD-7001,1,69.99,69.99,Belgium,Online,EUR
TXN-2025_04-00107,2025-04-12,PRD-5002,2,39.99,79.98,Croatia,Online,EUR
TXN-2025_04-00108,2025-04-30,PRD-4003,2,399.99,799.98,Croatia,Retail,EUR
TXN-2025_04-00109,2025-04-20,PRD-7003,1,89.99,89.99,Netherlands,Online,EUR
TXN-2025_04-00110,2025-04-28,PRD-1003,2,349.99,699.98,Greece,Retail,EUR
TXN-2025_04-00111,2025-04-29,PRD-1001,1,899.99,899.99,Spain,Partner,EUR
TXN-2025_04-00112,2025-04-07,PRD-5004,1,19.99,19.99,Germany,Partner,EUR
TXN-2025_04-00113,2025-04-21,PRD-8003,2,379.99,759.98,Ireland,Online,EUR
TXN-2025_04-00114,2025-04-04,PRD-4001,1,249.99,249.99,Denmark,Retail,EUR
TXN-2025_04-00115,2025-04-28,PRD-1001,1,899.99,899.99,Poland,Online,EUR
TXN-2025_04-00116,2025-04-23,PRD-5003,2,79.99,159.98,Portugal,Retail,EUR
TXN-2025_04-00117,2025-04-03,PRD-1001,1,899.99,899.99,Czech Republic,Retail,EUR
TXN-2025_04-00118,2025-04-01,PRD-3002,2,449.99,899.98,Netherlands,Online,EUR
TXN-2025_04-00119,2025-04-07,PRD-1003,1,349.99,349.99,Netherlands,Partner,EUR
TXN-2025_04-00120,2025-04-09,PRD-7001,1,69.99,69.99,Poland,Retail,EUR
TXN-2025_04-00121,2025-04-02,PRD-2003,1,649.99,649.99,Norway,Online,EUR
TXN-2025_04-00122,2025-04-07,PRD-6002,1,449.99,449.99,Greece,Retail,EUR
TXN-2025_04-00123,2025-04-10,PRD-1003,1,349.99,349.99,Spain,Online,EUR
TXN-2025_04-00124,2025-04-02,PRD-2002,1,1099.99,1099.99,Denmark,Online,EUR
TXN-2025_04-00125,2025-04-13,PRD-7003,1,89.99,89.99,Sweden,Online,EUR
TXN-2025_04-00126,2025-04-29,PRD-1002,1,599.99,599.99,Ireland,Partner,EUR
TXN-2025_04-00127,2025-04-03,PRD-4001,1,249.99,249.99,Austria,Online,EUR
TXN-2025_04-00128,2025-04-13,PRD-2002,2,1099.99,2199.98,Austria,Retail,EUR
TXN-2025_04-00129,2025-04-10,PRD-5002,2,39.99,79.98,Switzerland,Retail,EUR
TXN-2025_04-00130,2025-04-30,PRD-1002,2,599.99,1199.98,Poland,Retail,EUR
TXN-2025_04-00131,2025-04-12,PRD-2003,3,649.99,1949.97,Greece,Retail,EUR
TXN-2025_04-00132,2025-04-26,PRD-4003,2,399.99,799.98,Spain,Online,EUR
TXN-2025_04-00133,2025-04-03,PRD-2002,2,1099.99,2199.98,Germany,Retail,EUR
TXN-2025_04-00134,2025-04-28,PRD-1001,2,899.99,1799.98,Switzerland,Online,EUR
TXN-2025_04-00135,2025-04-29,PRD-4003,2,399.99,799.98,Netherlands,Retail,EUR
TXN-2025_04-00136,2025-04-20,PRD-3001,1,799.99,799.99,Czech Republic,Online,EUR
TXN-2025_04-00137,2025-04-06,PRD-1001,2,899.99,1799.98,Switzerland,Online,EUR
TXN-2025_04-00138,2025-04-03,PRD-4001,2,249.99,499.98,France,Partner,EUR
TXN-2025_04-00139,2025-04-29,PRD-7001,2,69.99,139.98,Czech Republic,Online,EUR
TXN-2025_04-00140,2025-04-25,PRD-1001,2,899.99,1799.98,Portugal,Online,EUR
TXN-2025_04-00141,2025-04-02,PRD-4001,3,249.99,749.97,Germany,Online,EUR
TXN-2025_04-00142,2025-04-23,PRD-5001,1,59.99,59.99,Hungary,Online,EUR
TXN-2025_04-00143,2025-04-22,PRD-1001,1,899.99,899.99,Hungary,Online,EUR
TXN-2025_04-00144,2025-04-14,PRD-1001,2,899.99,1799.98,Austria,Retail,EUR
TXN-2025_04-00145,2025-04-15,PRD-2003,1,649.99,649.99,Poland,Partner,EUR
TXN-2025_04-00146,2025-04-18,PRD-5003,1,79.99,79.99,Hungary,Online,EUR
TXN-2025_04-00147,2025-04-27,PRD-1002,2,599.99,1199.98,Germany,Online,EUR
TXN-2025_04-00148,2025-04-19,PRD-6001,1,199.99,199.99,Germany,Retail,EUR
TXN-2025_04-00149,2025-04-22,PRD-4002,3,149.99,449.97,Austria,Online,EUR
TXN-2025_04-00150,2025-04-10,PRD-2001,3,1299.99,3899.97,Sweden,Partner,EUR
TXN-2025_04-00151,2025-04-20,PRD-3001,3,799.99,2399.97,Switzerland,Online,EUR
TXN-2025_04-00152,2025-04-17,PRD-8001,2,99.99,199.98,Belgium,Online,EUR
TXN-2025_04-00153,2025-04-17,PRD-1002,2,599.99,1199.98,Austria,Online,EUR
TXN-2025_04-00154,2025-04-19,PRD-3001,1,799.99,799.99,Belgium,Retail,EUR
TXN-2025_04-00155,2025-04-24,PRD-4002,3,149.99,449.97,Romania,Retail,EUR
TXN-2025_04-00156,2025-04-27,PRD-1002,3,599.99,1799.97,Austria,Online,EUR
TXN-2025_04-00157,2025-04-04,PRD-1001,3,899.99,2699.97,Czech Republic,Online,EUR
TXN-2025_04-00158,2025-04-11,PRD-1001,1,899.99,899.99,Norway,Partner,EUR
TXN-2025_04-00159,2025-04-17,PRD-2001,1,1299.99,1299.99,Belgium,Retail,EUR
TXN-2025_04-00160,2025-04-24,PRD-1001,1,899.99,899.99,Hungary,Online,EUR
TXN-2025_04-00161,2025-04-10,PRD-5003,3,79.99,239.97,Norway,Retail,EUR
TXN-2025_04-00162,2025-04-22,PRD-8003,1,379.99,379.99,Croatia,Retail,EUR
TXN-2025_04-00163,2025-04-17,PRD-1001,2,899.99,1799.98,Romania,Online,EUR
TXN-2025_04-00164,2025-04-12,PRD-2003,1,649.99,649.99,Greece,Online,EUR
TXN-2025_04-00165,2025-04-10,PRD-1001,1,899.99,899.99,Italy,Retail,EUR
TXN-2025_04-00166,2025-04-10,PRD-1002,1,599.99,599.99,Croatia,Online,EUR
TXN-2025_04-00167,2025-04-06,PRD-2001,2,1299.99,2599.98,Portugal,Retail,EUR
TXN-2025_04-00168,2025-04-17,PRD-2002,2,1099.99,2199.98,France,Online,EUR
TXN-2025_04-00169,2025-04-26,PRD-7002,2,499.99,999.98,Norway,Retail,EUR
TXN-2025_04-00170,2025-04-26,PRD-2002,2,1099.99,2199.98,Portugal,Online,EUR
TXN-2025_04-00171,2025-04-19,PRD-3001,2,799.99,1599.98,Sweden,Online,EUR
TXN-2025_04-00172,2025-04-02,PRD-1003,1,349.99,349.99,Italy,Online,EUR
TXN-2025_04-00173,2025-04-04,PRD-1001,1,899.99,899.99,Ireland,Online,EUR
TXN-2025_04-00174,2025-04-18,PRD-6002,2,449.99,899.98,Greece,Online,EUR
TXN-2025_04-00175,2025-04-27,PRD-1001,1,899.99,899.99,France,Online,EUR
TXN-2025_04-00176,2025-04-29,PRD-8001,1,99.99,99.99,Hungary,Partner,EUR
TXN-2025_04-00177,2025-04-21,PRD-1002,1,599.99,599.99,Belgium,Retail,EUR
TXN-2025_04-00178,2025-04-04,PRD-4001,3,249.99,749.97,Hungary,Retail,EUR
TXN-2025_04-00179,2025-04-06,PRD-8003,3,379.99,1139.97,Finland,Online,EUR
TXN-2025_04-00180,2025-04-14,PRD-1002,2,599.99,1199.98,Netherlands,Online,EUR
TXN-2025_04-00181,2025-04-07,PRD-2002,3,1099.99,3299.97,Spain,Online,EUR
TXN-2025_04-00182,2025-04-12,PRD-5003,1,79.99,79.99,Belgium,Retail,EUR
TXN-2025_04-00183,2025-04-02,PRD-1001,2,899.99,1799.98,Ireland,Online,EUR
TXN-2025_04-00184,2025-04-18,PRD-4003,2,399.99,799.98,Netherlands,Retail,EUR
TXN-2025_04-00185,2025-04-24,PRD-1001,1,899.99,899.99,Switzerland,Online,EUR
TXN-2025_04-00186,2025-04-13,PRD-1003,3,349.99,1049.97,Norway,Partner,EUR
TXN-2025_04-00187,2025-04-13,PRD-1002,1,599.99,599.99,Hungary,Online,EUR
TXN-2025_04-00188,2025-04-25,PRD-7001,1,69.99,69.99,Finland,Online,EUR
TXN-2025_04-00189,2025-04-05,PRD-1002,1,599.99,599.99,Netherlands,Retail,EUR
TXN-2025_04-00190,2025-04-07,PRD-1001,1,899.99,899.99,Poland,Partner,EUR
TXN-2025_04-00191,2025-04-29,PRD-4001,2,249.99,499.98,Denmark,Retail,EUR
TXN-2025_04-00192,2025-04-12,PRD-2001,1,1299.99,1299.99,Finland,Online,EUR
TXN-2025_04-00193,2025-04-25,PRD-2002,2,1099.99,2199.98,Ireland,Online,EUR
TXN-2025_04-00194,2025-04-14,PRD-1001,1,899.99,899.99,Italy,Partner,EUR
TXN-2025_04-00195,2025-04-01,PRD-5001,3,59.99,179.97,Norway,Online,EUR
TXN-2025_04-00196,2025-04-24,PRD-4001,2,249.99,499.98,Germany,Online,EUR
TXN-2025_04-00197,2025-04-10,PRD-2001,2,1299.99,2599.98,Poland,Retail,EUR
TXN-2025_04-00198,2025-04-26,PRD-1002,1,599.99,599.99,Poland,Partner,EUR
TXN-2025_04-00199,2025-04-25,PRD-4001,1,249.99,249.99,Belgium,Retail,EUR
TXN-2025_04-00200,2025-04-09,PRD-5002,2,39.99,79.98,Czech Republic,Partner,EUR
TXN-2025_04-00201,2025-04-10,PRD-2001,2,1299.99,2599.98,Germany,Online,EUR
TXN-2025_04-00202,2025-04-07,PRD-1001,1,899.99,899.99,Poland,Online,EUR
TXN-2025_04-00203,2025-04-16,PRD-1002,1,599.99,599.99,Austria,Retail,EUR
TXN-2025_04-00204,2025-04-28,PRD-4003,2,399.99,799.98,Switzerland,Retail,EUR
TXN-2025_04-00205,2025-04-28,PRD-8002,1,129.99,129.99,Norway,Retail,EUR
TXN-2025_04-00206,2025-04-12,PRD-1001,1,899.99,899.99,Ireland,Partner,EUR
TXN-2025_04-00207,2025-04-12,PRD-2001,2,1299.99,2599.98,Sweden,Online,EUR
TXN-2025_04-00208,2025-04-26,PRD-1001,3,899.99,2699.97,Sweden,Online,EUR
TXN-2025_04-00209,2025-04-19,PRD-2001,2,1299.99,2599.98,Norway,Online,EUR
TXN-2025_04-00210,2025-04-29,PRD-2002,1,1099.99,1099.99,Poland,Retail,EUR
TXN-2025_04-00211,2025-04-13,PRD-7002,1,499.99,499.99,Croatia,Online,EUR
TXN-2025_04-00212,2025-04-21,PRD-1001,3,899.99,2699.97,Hungary,Retail,EUR
TXN-2025_04-00213,2025-04-29,PRD-5002,1,39.99,39.99,Poland,Online,EUR
TXN-2025_04-00214,2025-04-18,PRD-2002,1,1099.99,1099.99,Sweden,Online,EUR
TXN-2025_04-00215,2025-04-27,PRD-5004,3,19.99,59.97,Switzerland,Online,EUR
TXN-2025_04-00216,2025-04-26,PRD-3001,2,799.99,1599.98,Norway,Retail,EUR
TXN-2025_04-00217,2025-04-03,PRD-1001,1,899.99,899.99,Poland,Online,EUR
TXN-2025_04-00218,2025-04-26,PRD-7003,2,89.99,179.98,Norway,Retail,EUR
TXN-2025_04-00219,2025-04-07,PRD-1001,1,899.99,899.99,Czech Republic,Online,EUR
TXN-2025_04-00220,2025-04-01,PRD-4001,1,249.99,249.99,Italy,Online,EUR
TXN-2025_04-00221,2025-04-03,PRD-6002,2,449.99,899.98,Ireland,Online,EUR
TXN-2025_04-00222,2025-04-21,PRD-1001,2,899.99,1799.98,Romania,Retail,EUR
TXN-2025_04-00223,2025-04-27,PRD-3002,1,449.99,449.99,Italy,Online,EUR
TXN-2025_04-00224,2025-04-14,PRD-5004,1,19.99,19.99,Portugal,Partner,EUR
TXN-2025_04-00225,2025-04-04,PRD-8002,2,129.99,259.98,Romania,Online,EUR
TXN-2025_04-00226,2025-04-19,PRD-5001,1,59.99,59.99,Croatia,Online,EUR
TXN-2025_04-00227,2025-04-22,PRD-1003,1,349.99,349.99,Czech Republic,Online,EUR
TXN-2025_04-00228,2025-04-28,PRD-4003,1,399.99,399.99,Italy,Online,EUR
TXN-2025_04-00229,2025-04-06,PRD-4003,2,399.99,799.98,Netherlands,Retail,EUR
TXN-2025_04-00230,2025-04-20,PRD-4003,1,399.99,399.99,Germany,Retail,EUR
TXN-2025_04-00231,2025-04-09,PRD-6001,1,199.99,199.99,Norway,Retail,EUR
TXN-2025_04-00232,2025-04-11,PRD-1001,2,899.99,1799.98,Spain,Online,EUR
TXN-2025_04-00233,2025-04-22,PRD-1001,2,899.99,1799.98,Spain,Online,EUR
TXN-2025_04-00234,2025-04-15,PRD-4002,2,149.99,299.98,Poland,Online,EUR
TXN-2025_04-00235,2025-04-09,PRD-7003,3,89.99,269.97,Austria,Online,EUR
TXN-2025_04-00236,2025-04-29,PRD-2003,2,649.99,1299.98,Finland,Online,EUR
TXN-2025_04-00237,2025-04-11,PRD-8001,1,99.99,99.99,Poland,Partner,EUR
TXN-2025_04-00238,2025-04-26,PRD-7002,2,499.99,999.98,Netherlands,Retail,EUR
TXN-2025_04-00239,2025-04-10,PRD-7001,2,69.99,139.98,Austria,Retail,EUR
TXN-2025_04-00240,2025-04-02,PRD-7001,2,69.99,139.98,Hungary,Online,EUR
TXN-2025_04-00241,2025-04-22,PRD-6002,1,449.99,449.99,Spain,Online,EUR
TXN-2025_04-00242,2025-04-14,PRD-5004,2,19.99,39.98,France,Online,EUR
TXN-2025_04-00243,2025-04-04,PRD-4003,3,399.99,1199.97,Finland,Online,EUR
TXN-2025_04-00244,2025-04-02,PRD-1001,1,899.99,899.99,Germany,Retail,EUR
TXN-2025_04-00245,2025-04-05,PRD-1002,1,599.99,599.99,Hungary,Online,EUR
TXN-2025_04-00246,2025-04-14,PRD-1002,1,599.99,599.99,Denmark,Partner,EUR
TXN-2025_04-00247,2025-04-15,PRD-1001,2,899.99,1799.98,Switzerland,Partner,EUR
TXN-2025_04-00248,2025-04-19,PRD-1001,3,899.99,2699.97,Finland,Online,EUR
TXN-2025_04-00249,2025-04-06,PRD-7001,1,69.99,69.99,Germany,Retail,EUR
TXN-2025_04-00250,2025-04-27,PRD-4002,1,149.99,149.99,Poland,Retail,EUR
TXN-2025_04-00251,2025-04-15,PRD-2001,2,1299.99,2599.98,Austria,Online,EUR
TXN-2025_04-00252,2025-04-14,PRD-5003,3,79.99,239.97,Austria,Partner,EUR
TXN-2025_04-00253,2025-04-08,PRD-3001,1,799.99,799.99,Germany,Online,EUR
TXN-2025_04-00254,2025-04-20,PRD-1002,3,599.99,1799.97,Austria,Retail,EUR
TXN-2025_04-00255,2025-04-12,PRD-6002,1,449.99,449.99,Germany,Online,EUR
TXN-2025_04-00256,2025-04-04,PRD-2001,1,1299.99,1299.99,Sweden,Online,EUR
TXN-2025_04-00257,2025-04-21,PRD-4003,2,399.99,799.98,Ireland,Online,EUR
TXN-2025_04-00258,2025-04-06,PRD-1003,1,349.99,349.99,Belgium,Partner,EUR
TXN-2025_04-00259,2025-04-11,PRD-3001,2,799.99,1599.98,France,Online,EUR
TXN-2025_04-00260,2025-04-23,PRD-5004,2,19.99,39.98,Italy,Online,EUR
TXN-2025_04-00261,2025-04-22,PRD-1002,1,599.99,599.99,Belgium,Online,EUR
TXN-2025_04-00262,2025-04-07,PRD-8001,1,99.99,99.99,Greece,Online,EUR
TXN-2025_04-00263,2025-04-25,PRD-1001,1,899.99,899.99,Hungary,Retail,EUR
TXN-2025_04-00264,2025-04-04,PRD-3002,2,449.99,899.98,Croatia,Retail,EUR
TXN-2025_04-00265,2025-04-26,PRD-7001,1,69.99,69.99,Sweden,Partner,EUR
TXN-2025_04-00266,2025-04-15,PRD-7003,1,89.99,89.99,Poland,Retail,EUR
TXN-2025_04-00267,2025-04-01,PRD-1003,1,349.99,349.99,Switzerland,Partner,EUR
TXN-2025_04-00268,2025-04-09,PRD-1002,2,599.99,1199.98,France,Retail,EUR
TXN-2025_04-00269,2025-04-23,PRD-5001,3,59.99,179.97,Finland,Partner,EUR
TXN-2025_04-00270,2025-04-20,PRD-1001,2,899.99,1799.98,Italy,Online,EUR
TXN-2025_04-00271,2025-04-26,PRD-3001,2,799.99,1599.98,France,Online,EUR
TXN-2025_04-00272,2025-04-08,PRD-5003,1,79.99,79.99,France,Partner,EUR
TXN-2025_04-00273,2025-04-12,PRD-3002,2,449.99,899.98,Italy,Retail,EUR
TXN-2025_04-00274,2025-04-07,PRD-1002,1,599.99,599.99,Finland,Partner,EUR
TXN-2025_04-00275,2025-04-28,PRD-3001,3,799.99,2399.97,Denmark,Online,EUR
TXN-2025_04-00276,2025-04-18,PRD-7002,1,499.99,499.99,Netherlands,Partner,EUR
TXN-2025_04-00277,2025-04-01,PRD-4001,2,249.99,499.98,Switzerland,Retail,EUR
TXN-2025_04-00278,2025-04-09,PRD-5001,1,59.99,59.99,Norway,Online,EUR
TXN-2025_04-00279,2025-04-07,PRD-2001,3,1299.99,3899.97,Czech Republic,Online,EUR
TXN-2025_04-00280,2025-04-14,PRD-1002,2,599.99,1199.98,Norway,Online,EUR
TXN-2025_04-00281,2025-04-26,PRD-1003,3,349.99,1049.97,Sweden,Partner,EUR
TXN-2025_04-00282,2025-04-01,PRD-3002,1,449.99,449.99,Spain,Retail,EUR
TXN-2025_04-00283,2025-04-13,PRD-1003,2,349.99,699.98,Croatia,Partner,EUR
TXN-2025_04-00284,2025-04-20,PRD-3002,2,449.99,899.98,Czech Republic,Online,EUR
TXN-2025_04-00285,2025-04-15,PRD-4003,2,399.99,799.98,Sweden,Partner,EUR
TXN-2025_04-00286,2025-04-05,PRD-5001,1,59.99,59.99,Portugal,Online,EUR
