StoreID,StoreName,City,Year,Month,SatisfactionDate,AvgSatisfactionScore,ResponseCount
S04,Ballard,Seattle,2024,10,2024-10-01,3.78,137
S04,Ballard,Seattle,2024,11,2024-11-01,3.85,144
S04,Ballard,Seattle,2024,12,2024-12-01,3.79,203
S05,Pearl District,Portland,2023,1,2023-01-01,3.82,174
S05,Pearl District,Portland,2023,2,2023-02-01,3.87,125
S05,Pearl District,Portland,2023,3,2023-03-01,3.83,153
S05,Pearl District,Portland,2023,4,2023-04-01,3.87,162
S05,Pearl District,Portland,2023,5,2023-05-01,3.85,169
S05,Pearl District,Portland,2023,6,2023-06-01,3.85,190
S05,Pearl District,Portland,2023,7,2023-07-01,3.84,177
S05,Pearl District,Portland,2023,8,2023-08-01,3.83,181
S05,Pearl District,Portland,2023,9,2023-09-01,3.87,166
S05,Pearl District,Portland,2023,10,2023-10-01,3.88,171
S05,Pearl District,Portland,2023,11,2023-11-01,3.79,162
S05,Pearl District,Portland,2023,12,2023-12-01,3.8,230
S05,Pearl District,Portland,2024,1,2024-01-01,3.79,198
S05,Pearl District,Portland,2024,2,2024-02-01,3.87,151
S05,Pearl District,Portland,2024,3,2024-03-01,3.85,177
S05,Pearl District,Portland,2024,4,2024-04-01,3.82,168
S05,Pearl District,Portland,2024,5,2024-05-01,3.87,195
S05,Pearl District,Portland,2024,6,2024-06-01,3.78,196
S05,Pearl District,Portland,2024,7,2024-07-01,3.84,199
S05,Pearl District,Portland,2024,8,2024-08-01,3.8,202
S05,Pearl District,Portland,2024,9,2024-09-01,3.83,184
S05,Pearl District,Portland,2024,10,2024-10-01,3.82,205
S05,Pearl District,Portland,2024,11,2024-11-01,3.83,185
S05,Pearl District,Portland,2024,12,2024-12-01,3.78,267
S06,Hawthorne,Portland,2023,1,2023-01-01,3.89,135
S06,Hawthorne,Portland,2023,2,2023-02-01,3.72,105
S06,Hawthorne,Portland,2023,3,2023-03-01,3.82,119
S06,Hawthorne,Portland,2023,4,2023-04-01,3.85,138
S06,Hawthorne,Portland,2023,5,2023-05-01,3.83,138
S06,Hawthorne,Portland,2023,6,2023-06-01,3.83,139
S06,Hawthorne,Portland,2023,7,2023-07-01,3.76,152
S06,Hawthorne,Portland,2023,8,2023-08-01,3.83,143
S06,Hawthorne,Portland,2023,9,2023-09-01,3.83,124
S06,Hawthorne,Portland,2023,10,2023-10-01,3.83,135
S06,Hawthorne,Portland,2023,11,2023-11-01,3.89,131
S06,Hawthorne,Portland,2023,12,2023-12-01,3.82,196
S06,Hawthorne,Portland,2024,1,2024-01-01,3.81,156
S06,Hawthorne,Portland,2024,2,2024-02-01,3.89,131
S06,Hawthorne,Portland,2024,3,2024-03-01,3.79,140
S06,Hawthorne,Portland,2024,4,2024-04-01,3.83,147
S06,Hawthorne,Portland,2024,5,2024-05-01,3.85,157
S06,Hawthorne,Portland,2024,6,2024-06-01,3.8,151
S06,Hawthorne,Portland,2024,7,2024-07-01,3.79,172
S06,Hawthorne,Portland,2024,8,2024-08-01,3.86,162
S06,Hawthorne,Portland,2024,9,2024-09-01,3.83,157
S06,Hawthorne,Portland,2024,10,2024-10-01,3.81,148
S06,Hawthorne,Portland,2024,11,2024-11-01,3.85,144
S06,Hawthorne,Portland,2024,12,2024-12-01,3.82,203
S07,Alberta Arts,Portland,2023,1,2023-01-01,3.85,105
S07,Alberta Arts,Portland,2023,2,2023-02-01,3.81,91
S07,Alberta Arts,Portland,2023,3,2023-03-01,3.86,100
S07,Alberta Arts,Portland,2023,4,2023-04-01,3.82,95
S07,Alberta Arts,Portland,2023,5,2023-05-01,3.8,113
S07,Alberta Arts,Portland,2023,6,2023-06-01,3.88,102
S07,Alberta Arts,Portland,2023,7,2023-07-01,3.85,95
S07,Alberta Arts,Portland,2023,8,2023-08-01,3.82,107
S07,Alberta Arts,Portland,2023,9,2023-09-01,3.87,90
S07,Alberta Arts,Portland,2023,10,2023-10-01,3.88,92
S07,Alberta Arts,Portland,2023,11,2023-11-01,3.81,96
S07,Alberta Arts,Portland,2023,12,2023-12-01,3.86,135
S07,Alberta Arts,Portland,2024,1,2024-01-01,3.84,102
S07,Alberta Arts,Portland,2024,2,2024-02-01,3.83,98
S07,Alberta Arts,Portland,2024,3,2024-03-01,3.82,111
S07,Alberta Arts,Portland,2024,4,2024-04-01,3.82,108
S07,Alberta Arts,Portland,2024,5,2024-05-01,3.79,113
S07,Alberta Arts,Portland,2024,6,2024-06-01,3.83,111
S07,Alberta Arts,Portland,2024,7,2024-07-01,3.9,127
S07,Alberta Arts,Portland,2024,8,2024-08-01,3.81,124
S07,Alberta Arts,Portland,2024,9,2024-09-01,3.84,111
S07,Alberta Arts,Portland,2024,10,2024-10-01,3.88,114
S07,Alberta Arts,Portland,2024,11,2024-11-01,3.87,109
S07,Alberta Arts,Portland,2024,12,2024-12-01,3.86,151
S08,Division Street,Portland,2023,1,2023-01-01,3.8,110
S08,Division Street,Portland,2023,2,2023-02-01,3.79,75
S08,Division Street,Portland,2023,3,2023-03-01,3.89,89
S08,Division Street,Portland,2023,4,2023-04-01,3.81,88
S08,Division Street,Portland,2023,5,2023-05-01,3.77,103
S08,Division Street,Portland,2023,6,2023-06-01,3.86,109
S08,Division Street,Portland,2023,7,2023-07-01,3.85,106
S08,Division Street,Portland,2023,8,2023-08-01,3.87,117
S08,Division Street,Portland,2023,9,2023-09-01,3.84,98
S08,Division Street,Portland,2023,10,2023-10-01,3.83,114
S08,Division Street,Portland,2023,11,2023-11-01,3.84,94
S08,Division Street,Portland,2023,12,2023-12-01,3.79,135
S08,Division Street,Portland,2024,1,2024-01-01,3.79,113
S08,Division Street,Portland,2024,2,2024-02-01,3.84,101
S08,Division Street,Portland,2024,3,2024-03-01,3.85,102
S08,Division Street,Portland,2024,4,2024-04-01,3.89,100
S08,Division Street,Portland,2024,5,2024-05-01,3.92,112
S08,Division Street,Portland,2024,6,2024-06-01,3.92,120
S08,Division Street,Portland,2024,7,2024-07-01,3.84,123
S08,Division Street,Portland,2024,8,2024-08-01,3.91,127
S08,Division Street,Portland,2024,9,2024-09-01,3.77,113
S08,Division Street,Portland,2024,10,2024-10-01,3.8,117
S08,Division Street,Portland,2024,11,2024-11-01,3.79,117
S08,Division Street,Portland,2024,12,2024-12-01,3.87,159
S09,Downtown Flagship,San Francisco,2023,1,2023-01-01,3.83,326
S09,Downtown Flagship,San Francisco,2023,2,2023-02-01,3.8,230
S09,Downtown Flagship,San Francisco,2023,3,2023-03-01,3.8,277
S09,Downtown Flagship,San Francisco,2023,4,2023-04-01,3.8,286
S09,Downtown Flagship,San Francisco,2023,5,2023-05-01,3.8,279
S09,Downtown Flagship,San Francisco,2023,6,2023-06-01,3.84,317
S09,Downtown Flagship,San Francisco,2023,7,2023-07-01,3.86,366
S09,Downtown Flagship,San Francisco,2023,8,2023-08-01,3.85,323
S09,Downtown Flagship,San Francisco,2023,9,2023-09-01,3.79,307
S09,Downtown Flagship,San Francisco,2023,10,2023-10-01,3.78,323
S09,Downtown Flagship,San Francisco,2023,11,2023-11-01,3.85,287
S09,Downtown Flagship,San Francisco,2023,12,2023-12-01,3.58,413
S09,Downtown Flagship,San Francisco,2024,1,2024-01-01,3.79,351
S09,Downtown Flagship,San Francisco,2024,2,2024-02-01,3.85,281
S09,Downtown Flagship,San Francisco,2024,3,2024-03-01,3.81,314
S09,Downtown Flagship,San Francisco,2024,4,2024-04-01,3.87,320
S09,Downtown Flagship,San Francisco,2024,5,2024-05-01,3.85,342
S09,Downtown Flagship,San Francisco,2024,6,2024-06-01,3.84,348
S09,Downtown Flagship,San Francisco,2024,7,2024-07-01,3.82,375
S09,Downtown Flagship,San Francisco,2024,8,2024-08-01,3.85,381
S09,Downtown Flagship,San Francisco,2024,9,2024-09-01,3.82,326
S09,Downtown Flagship,San Francisco,2024,10,2024-10-01,3.88,336
S09,Downtown Flagship,San Francisco,2024,11,2024-11-01,3.8,316
S09,Downtown Flagship,San Francisco,2024,12,2024-12-01,3.58,515
S10,Marina,San Francisco,2023,1,2023-01-01,3.81,171
S10,Marina,San Francisco,2023,2,2023-02-01,3.83,125
S10,Marina,San Francisco,2023,3,2023-03-01,3.9,141
S10,Marina,San Francisco,2023,4,2023-04-01,3.82,159
S10,Marina,San Francisco,2023,5,2023-05-01,3.85,164
S10,Marina,San Francisco,2023,6,2023-06-01,3.81,174
S10,Marina,San Francisco,2023,7,2023-07-01,3.86,183
S10,Marina,San Francisco,2023,8,2023-08-01,3.88,177
S10,Marina,San Francisco,2023,9,2023-09-01,3.82,154
S10,Marina,San Francisco,2023,10,2023-10-01,3.84,174
S10,Marina,San Francisco,2023,11,2023-11-01,3.84,161
S10,Marina,San Francisco,2023,12,2023-12-01,3.82,243
S10,Marina,San Francisco,2024,1,2024-01-01,3.81,185
S10,Marina,San Francisco,2024,2,2024-02-01,3.88,159
S10,Marina,San Francisco,2024,3,2024-03-01,3.83,178
S10,Marina,San Francisco,2024,4,2024-04-01,3.82,173
S10,Marina,San Francisco,2024,5,2024-05-01,3.83,179
S10,Marina,San Francisco,2024,6,2024-06-01,3.85,198
S10,Marina,San Francisco,2024,7,2024-07-01,3.66,218
S10,Marina,San Francisco,2024,8,2024-08-01,3.54,197
S10,Marina,San Francisco,2024,9,2024-09-01,3.61,185
S10,Marina,San Francisco,2024,10,2024-10-01,3.15,172
S10,Marina,San Francisco,2024,11,2024-11-01,2.69,144
S10,Marina,San Francisco,2024,12,2024-12-01,2.2,188
S11,Hayes Valley,San Francisco,2023,1,2023-01-01,3.86,143
S11,Hayes Valley,San Francisco,2023,2,2023-02-01,3.88,105
S11,Hayes Valley,San Francisco,2023,3,2023-03-01,3.81,115
S11,Hayes Valley,San Francisco,2023,4,2023-04-01,3.79,121
S11,Hayes Valley,San Francisco,2023,5,2023-05-01,3.77,126
S11,Hayes Valley,San Francisco,2023,6,2023-06-01,3.84,143
S11,Hayes Valley,San Francisco,2023,7,2023-07-01,3.81,156
S11,Hayes Valley,San Francisco,2023,8,2023-08-01,3.86,145
S11,Hayes Valley,San Francisco,2023,9,2023-09-01,3.86,139
S11,Hayes Valley,San Francisco,2023,10,2023-10-01,3.83,132
S11,Hayes Valley,San Francisco,2023,11,2023-11-01,3.78,133
S11,Hayes Valley,San Francisco,2023,12,2023-12-01,3.81,186
S11,Hayes Valley,San Francisco,2024,1,2024-01-01,3.78,158
S11,Hayes Valley,San Francisco,2024,2,2024-02-01,3.85,110
S11,Hayes Valley,San Francisco,2024,3,2024-03-01,3.82,145
S11,Hayes Valley,San Francisco,2024,4,2024-04-01,3.87,145
S11,Hayes Valley,San Francisco,2024,5,2024-05-01,3.81,155
S11,Hayes Valley,San Francisco,2024,6,2024-06-01,3.85,159
S11,Hayes Valley,San Francisco,2024,7,2024-07-01,3.86,156
S11,Hayes Valley,San Francisco,2024,8,2024-08-01,3.84,160
S11,Hayes Valley,San Francisco,2024,9,2024-09-01,3.84,145
S11,Hayes Valley,San Francisco,2024,10,2024-10-01,3.82,150
S11,Hayes Valley,San Francisco,2024,11,2024-11-01,3.77,145
S11,Hayes Valley,San Francisco,2024,12,2024-12-01,3.83,213
S12,SoMa,San Francisco,2023,1,2023-01-01,3.86,141
S12,SoMa,San Francisco,2023,2,2023-02-01,3.85,109
S12,SoMa,San Francisco,2023,3,2023-03-01,3.86,123
S12,SoMa,San Francisco,2023,4,2023-04-01,3.84,127
S12,SoMa,San Francisco,2023,5,2023-05-01,3.84,125
S12,SoMa,San Francisco,2023,6,2023-06-01,3.86,141
S12,SoMa,San Francisco,2023,7,2023-07-01,3.81,138
S12,SoMa,San Francisco,2023,8,2023-08-01,3.86,132
S12,SoMa,San Francisco,2023,9,2023-09-01,3.8,126
S12,SoMa,San Francisco,2023,10,2023-10-01,3.79,136
S12,SoMa,San Francisco,2023,11,2023-11-01,3.85,138
S12,SoMa,San Francisco,2023,12,2023-12-01,3.83,178
S12,SoMa,San Francisco,2024,1,2024-01-01,3.79,151
S12,SoMa,San Francisco,2024,2,2024-02-01,3.82,126
S12,SoMa,San Francisco,2024,3,2024-03-01,3.84,145
S12,SoMa,San Francisco,2024,4,2024-04-01,3.87,140
S12,SoMa,San Francisco,2024,5,2024-05-01,3.85,157
S12,SoMa,San Francisco,2024,6,2024-06-01,3.82,151
S12,SoMa,San Francisco,2024,7,2024-07-01,3.84,161
S12,SoMa,San Francisco,2024,8,2024-08-01,3.86,162
S12,SoMa,San Francisco,2024,9,2024-09-01,3.91,151
S12,SoMa,San Francisco,2024,10,2024-10-01,3.82,159
S12,SoMa,San Francisco,2024,11,2024-11-01,3.9,146
S12,SoMa,San Francisco,2024,12,2024-12-01,3.85,209
