StoreKey,ProductKey,DateKey,SnapshotDate,StockCount
12,10,20230102,2023-01-02,97
12,12,20230102,2023-01-02,82
12,13,20230102,2023-01-02,113
12,15,20230102,2023-01-02,154
12,17,20230102,2023-01-02,120
12,18,20230102,2023-01-02,128
12,23,20230102,2023-01-02,84
1,4,20230109,2023-01-09,157
1,7,20230109,2023-01-09,154
1,8,20230109,2023-01-09,175
1,10,20230109,2023-01-09,183
1,12,20230109,2023-01-09,82
1,13,20230109,2023-01-09,97
1,15,20230109,2023-01-09,109
1,17,20230109,2023-01-09,105
1,18,20230109,2023-01-09,146
1,23,20230109,2023-01-09,109
2,4,20230109,2023-01-09,51
2,7,20230109,2023-01-09,54
2,8,20230109,2023-01-09,47
2,10,20230109,2023-01-09,58
2,12,20230109,2023-01-09,79
2,13,20230109,2023-01-09,50
2,15,20230109,2023-01-09,81
2,17,20230109,2023-01-09,96
2,18,20230109,2023-01-09,69
2,23,20230109,2023-01-09,87
3,4,20230109,2023-01-09,127
3,7,20230109,2023-01-09,83
3,8,20230109,2023-01-09,120
3,10,20230109,2023-01-09,106
3,12,20230109,2023-01-09,110
3,13,20230109,2023-01-09,107
3,15,20230109,2023-01-09,71
3,17,20230109,2023-01-09,121
3,18,20230109,2023-01-09,125
3,23,20230109,2023-01-09,108
4,4,20230109,2023-01-09,117
4,7,20230109,2023-01-09,98
4,8,20230109,2023-01-09,107
4,10,20230109,2023-01-09,146
4,12,20230109,2023-01-09,102
4,13,20230109,2023-01-09,117
4,15,20230109,2023-01-09,126
4,17,20230109,2023-01-09,70
4,18,20230109,2023-01-09,68
4,23,20230109,2023-01-09,128
5,4,20230109,2023-01-09,59
5,7,20230109,2023-01-09,69
5,8,20230109,2023-01-09,66
5,10,20230109,2023-01-09,79
5,12,20230109,2023-01-09,43
5,13,20230109,2023-01-09,56
5,15,20230109,2023-01-09,69
5,17,20230109,2023-01-09,58
5,18,20230109,2023-01-09,53
5,23,20230109,2023-01-09,46
6,4,20230109,2023-01-09,69
6,7,20230109,2023-01-09,69
6,8,20230109,2023-01-09,101
6,10,20230109,2023-01-09,113
6,12,20230109,2023-01-09,87
6,13,20230109,2023-01-09,65
6,15,20230109,2023-01-09,100
6,17,20230109,2023-01-09,73
6,18,20230109,2023-01-09,64
6,23,20230109,2023-01-09,74
7,4,20230109,2023-01-09,112
7,7,20230109,2023-01-09,101
7,8,20230109,2023-01-09,90
7,10,20230109,2023-01-09,184
7,12,20230109,2023-01-09,141
7,13,20230109,2023-01-09,98
7,15,20230109,2023-01-09,88
7,17,20230109,2023-01-09,91
7,18,20230109,2023-01-09,170
7,23,20230109,2023-01-09,186
8,4,20230109,2023-01-09,138
8,7,20230109,2023-01-09,92
8,8,20230109,2023-01-09,69
8,10,20230109,2023-01-09,137
8,12,20230109,2023-01-09,116
8,13,20230109,2023-01-09,100
8,15,20230109,2023-01-09,89
8,17,20230109,2023-01-09,139
8,18,20230109,2023-01-09,76
8,23,20230109,2023-01-09,110
9,4,20230109,2023-01-09,57
9,7,20230109,2023-01-09,89
9,8,20230109,2023-01-09,64
9,10,20230109,2023-01-09,58
9,12,20230109,2023-01-09,55
9,13,20230109,2023-01-09,40
9,15,20230109,2023-01-09,88
9,17,20230109,2023-01-09,90
9,18,20230109,2023-01-09,76
9,23,20230109,2023-01-09,84
10,4,20230109,2023-01-09,113
10,7,20230109,2023-01-09,94
10,8,20230109,2023-01-09,116
10,10,20230109,2023-01-09,63
10,12,20230109,2023-01-09,124
10,13,20230109,2023-01-09,97
10,15,20230109,2023-01-09,60
10,17,20230109,2023-01-09,72
10,18,20230109,2023-01-09,103
10,23,20230109,2023-01-09,77
12,4,20230109,2023-01-09,134
12,7,20230109,2023-01-09,79
12,8,20230109,2023-01-09,121
12,10,20230109,2023-01-09,102
12,12,20230109,2023-01-09,127
12,13,20230109,2023-01-09,108
12,15,20230109,2023-01-09,142
12,17,20230109,2023-01-09,78
12,18,20230109,2023-01-09,122
12,23,20230109,2023-01-09,100
1,4,20230116,2023-01-16,139
1,7,20230116,2023-01-16,138
1,8,20230116,2023-01-16,166
1,10,20230116,2023-01-16,134
1,12,20230116,2023-01-16,138
1,13,20230116,2023-01-16,83
1,15,20230116,2023-01-16,159
1,17,20230116,2023-01-16,129
1,18,20230116,2023-01-16,105
1,23,20230116,2023-01-16,180
2,4,20230116,2023-01-16,101
2,7,20230116,2023-01-16,91
2,8,20230116,2023-01-16,46
2,10,20230116,2023-01-16,62
2,12,20230116,2023-01-16,64
2,13,20230116,2023-01-16,53
2,15,20230116,2023-01-16,62
2,17,20230116,2023-01-16,100
2,18,20230116,2023-01-16,83
2,23,20230116,2023-01-16,81
3,4,20230116,2023-01-16,112
3,7,20230116,2023-01-16,64
3,8,20230116,2023-01-16,82
3,10,20230116,2023-01-16,131
3,12,20230116,2023-01-16,78
3,13,20230116,2023-01-16,74
3,15,20230116,2023-01-16,130
3,17,20230116,2023-01-16,128
3,18,20230116,2023-01-16,89
3,23,20230116,2023-01-16,128
4,4,20230116,2023-01-16,96
4,7,20230116,2023-01-16,129
4,8,20230116,2023-01-16,137
4,10,20230116,2023-01-16,129
4,12,20230116,2023-01-16,116
4,13,20230116,2023-01-16,94
4,15,20230116,2023-01-16,94
4,17,20230116,2023-01-16,132
4,18,20230116,2023-01-16,95
4,23,20230116,2023-01-16,70
5,4,20230116,2023-01-16,67
5,7,20230116,2023-01-16,68
5,8,20230116,2023-01-16,71
5,10,20230116,2023-01-16,90
5,12,20230116,2023-01-16,78
5,13,20230116,2023-01-16,85
5,15,20230116,2023-01-16,84
5,17,20230116,2023-01-16,82
5,18,20230116,2023-01-16,58
5,23,20230116,2023-01-16,71
6,4,20230116,2023-01-16,98
6,7,20230116,2023-01-16,61
6,8,20230116,2023-01-16,62
6,10,20230116,2023-01-16,62
6,12,20230116,2023-01-16,57
6,13,20230116,2023-01-16,100
6,15,20230116,2023-01-16,87
6,17,20230116,2023-01-16,88
6,18,20230116,2023-01-16,68
6,23,20230116,2023-01-16,65
7,4,20230116,2023-01-16,142
7,7,20230116,2023-01-16,194
7,8,20230116,2023-01-16,113
7,10,20230116,2023-01-16,153
7,12,20230116,2023-01-16,160
7,13,20230116,2023-01-16,104
7,15,20230116,2023-01-16,105
7,17,20230116,2023-01-16,108
7,18,20230116,2023-01-16,149
7,23,20230116,2023-01-16,189
8,4,20230116,2023-01-16,95
8,7,20230116,2023-01-16,105
8,8,20230116,2023-01-16,69
8,10,20230116,2023-01-16,133
8,12,20230116,2023-01-16,117
8,13,20230116,2023-01-16,79
8,15,20230116,2023-01-16,96
8,17,20230116,2023-01-16,113
8,18,20230116,2023-01-16,115
8,23,20230116,2023-01-16,139
9,4,20230116,2023-01-16,63
9,7,20230116,2023-01-16,85
9,8,20230116,2023-01-16,60
9,10,20230116,2023-01-16,51
9,12,20230116,2023-01-16,59
9,13,20230116,2023-01-16,53
9,15,20230116,2023-01-16,77
9,17,20230116,2023-01-16,44
9,18,20230116,2023-01-16,91
9,23,20230116,2023-01-16,76
10,4,20230116,2023-01-16,118
10,7,20230116,2023-01-16,71
10,8,20230116,2023-01-16,105
10,10,20230116,2023-01-16,109
10,12,20230116,2023-01-16,94
10,13,20230116,2023-01-16,81
10,15,20230116,2023-01-16,105
10,17,20230116,2023-01-16,125
10,18,20230116,2023-01-16,119
10,23,20230116,2023-01-16,110
11,4,20230116,2023-01-16,66
11,7,20230116,2023-01-16,49
11,8,20230116,2023-01-16,66
11,10,20230116,2023-01-16,73
11,12,20230116,2023-01-16,36
11,13,20230116,2023-01-16,74
11,15,20230116,2023-01-16,37
11,17,20230116,2023-01-16,57
11,18,20230116,2023-01-16,71
11,23,20230116,2023-01-16,45
12,4,20230116,2023-01-16,169
12,7,20230116,2023-01-16,124
12,8,20230116,2023-01-16,151
12,10,20230116,2023-01-16,151
12,12,20230116,2023-01-16,85
12,13,20230116,2023-01-16,135
12,15,20230116,2023-01-16,115
12,17,20230116,2023-01-16,145
12,18,20230116,2023-01-16,119
12,23,20230116,2023-01-16,125
1,4,20230123,2023-01-23,160
1,7,20230123,2023-01-23,165
1,8,20230123,2023-01-23,121
1,10,20230123,2023-01-23,83
1,12,20230123,2023-01-23,107
1,13,20230123,2023-01-23,108
1,15,20230123,2023-01-23,86
1,17,20230123,2023-01-23,124
1,18,20230123,2023-01-23,149
1,23,20230123,2023-01-23,166
2,4,20230123,2023-01-23,96
2,7,20230123,2023-01-23,92
2,8,20230123,2023-01-23,77
2,10,20230123,2023-01-23,86
2,12,20230123,2023-01-23,71
2,13,20230123,2023-01-23,71
2,15,20230123,2023-01-23,75
2,17,20230123,2023-01-23,100
2,18,20230123,2023-01-23,62
2,23,20230123,2023-01-23,93
3,4,20230123,2023-01-23,92
3,7,20230123,2023-01-23,89
3,8,20230123,2023-01-23,119
3,10,20230123,2023-01-23,67
3,12,20230123,2023-01-23,68
3,13,20230123,2023-01-23,66
3,15,20230123,2023-01-23,124
3,17,20230123,2023-01-23,84
3,18,20230123,2023-01-23,80
3,23,20230123,2023-01-23,118
4,4,20230123,2023-01-23,148
4,7,20230123,2023-01-23,129
4,8,20230123,2023-01-23,122
4,10,20230123,2023-01-23,139
4,12,20230123,2023-01-23,111
4,13,20230123,2023-01-23,84
4,15,20230123,2023-01-23,128
4,17,20230123,2023-01-23,72
4,18,20230123,2023-01-23,151
4,23,20230123,2023-01-23,121
5,4,20230123,2023-01-23,85
5,7,20230123,2023-01-23,63
5,8,20230123,2023-01-23,57
5,10,20230123,2023-01-23,66
5,12,20230123,2023-01-23,61
5,13,20230123,2023-01-23,83
5,15,20230123,2023-01-23,50
5,17,20230123,2023-01-23,91
5,18,20230123,2023-01-23,85
5,23,20230123,2023-01-23,67
6,4,20230123,2023-01-23,71
6,7,20230123,2023-01-23,99
6,8,20230123,2023-01-23,117
6,10,20230123,2023-01-23,89
6,12,20230123,2023-01-23,61
6,13,20230123,2023-01-23,102
6,15,20230123,2023-01-23,94
6,17,20230123,2023-01-23,84
6,18,20230123,2023-01-23,81
6,23,20230123,2023-01-23,76
7,4,20230123,2023-01-23,193
7,7,20230123,2023-01-23,96
7,8,20230123,2023-01-23,147
7,10,20230123,2023-01-23,89
7,12,20230123,2023-01-23,111
7,13,20230123,2023-01-23,180
7,15,20230123,2023-01-23,173
7,17,20230123,2023-01-23,108
7,18,20230123,2023-01-23,169
7,23,20230123,2023-01-23,166
8,4,20230123,2023-01-23,72
8,7,20230123,2023-01-23,75
8,8,20230123,2023-01-23,115
8,10,20230123,2023-01-23,116
8,12,20230123,2023-01-23,99
8,13,20230123,2023-01-23,62
8,15,20230123,2023-01-23,95
8,17,20230123,2023-01-23,133
8,18,20230123,2023-01-23,93
8,23,20230123,2023-01-23,119
9,4,20230123,2023-01-23,68
9,7,20230123,2023-01-23,71
9,8,20230123,2023-01-23,48
9,10,20230123,2023-01-23,40
9,12,20230123,2023-01-23,90
9,13,20230123,2023-01-23,84
9,15,20230123,2023-01-23,61
9,17,20230123,2023-01-23,71
9,18,20230123,2023-01-23,79
9,23,20230123,2023-01-23,68
10,4,20230123,2023-01-23,80
10,7,20230123,2023-01-23,126
10,8,20230123,2023-01-23,76
10,10,20230123,2023-01-23,117
10,12,20230123,2023-01-23,64
10,13,20230123,2023-01-23,120
10,15,20230123,2023-01-23,117
10,17,20230123,2023-01-23,101
10,18,20230123,2023-01-23,69
10,23,20230123,2023-01-23,75
11,4,20230123,2023-01-23,74
11,7,20230123,2023-01-23,62
11,8,20230123,2023-01-23,56
11,10,20230123,2023-01-23,56
11,12,20230123,2023-01-23,61
11,13,20230123,2023-01-23,67
11,15,20230123,2023-01-23,52
11,17,20230123,2023-01-23,52
11,18,20230123,2023-01-23,73
11,23,20230123,2023-01-23,73
12,4,20230123,2023-01-23,109
12,7,20230123,2023-01-23,157
12,8,20230123,2023-01-23,137
12,10,20230123,2023-01-23,169
12,12,20230123,2023-01-23,133
12,13,20230123,2023-01-23,95
12,15,20230123,2023-01-23,152
12,17,20230123,2023-01-23,117
12,18,20230123,2023-01-23,157
12,23,20230123,2023-01-23,74
1,4,20230130,2023-01-30,175
1,7,20230130,2023-01-30,148
1,8,20230130,2023-01-30,115
1,10,20230130,2023-01-30,89
1,12,20230130,2023-01-30,96
1,13,20230130,2023-01-30,166
1,15,20230130,2023-01-30,104
1,17,20230130,2023-01-30,120
1,18,20230130,2023-01-30,149
1,23,20230130,2023-01-30,117
2,4,20230130,2023-01-30,81
2,7,20230130,2023-01-30,100
2,8,20230130,2023-01-30,57
2,10,20230130,2023-01-30,73
2,12,20230130,2023-01-30,62
2,13,20230130,2023-01-30,77
2,15,20230130,2023-01-30,54
2,17,20230130,2023-01-30,90
2,18,20230130,2023-01-30,70
2,23,20230130,2023-01-30,74
3,4,20230130,2023-01-30,95
3,7,20230130,2023-01-30,127
3,8,20230130,2023-01-30,71
3,10,20230130,2023-01-30,78
3,12,20230130,2023-01-30,81
3,13,20230130,2023-01-30,130
3,15,20230130,2023-01-30,87
3,17,20230130,2023-01-30,85
3,18,20230130,2023-01-30,106
3,23,20230130,2023-01-30,101
4,4,20230130,2023-01-30,96
4,7,20230130,2023-01-30,109
4,8,20230130,2023-01-30,134
4,10,20230130,2023-01-30,157
4,12,20230130,2023-01-30,71
4,13,20230130,2023-01-30,154
4,15,20230130,2023-01-30,135
4,17,20230130,2023-01-30,120
4,18,20230130,2023-01-30,143
4,23,20230130,2023-01-30,149
5,4,20230130,2023-01-30,76
5,7,20230130,2023-01-30,84
5,8,20230130,2023-01-30,86
5,10,20230130,2023-01-30,45
5,12,20230130,2023-01-30,88
5,13,20230130,2023-01-30,70
5,15,20230130,2023-01-30,65
5,17,20230130,2023-01-30,69
5,18,20230130,2023-01-30,48
5,23,20230130,2023-01-30,42
6,4,20230130,2023-01-30,86
6,7,20230130,2023-01-30,51
6,8,20230130,2023-01-30,72
6,10,20230130,2023-01-30,104
6,12,20230130,2023-01-30,113
6,13,20230130,2023-01-30,69
6,15,20230130,2023-01-30,106
6,17,20230130,2023-01-30,82
6,18,20230130,2023-01-30,61
6,23,20230130,2023-01-30,111
7,4,20230130,2023-01-30,89
7,7,20230130,2023-01-30,166
7,8,20230130,2023-01-30,166
7,10,20230130,2023-01-30,125
7,12,20230130,2023-01-30,101
7,13,20230130,2023-01-30,117
7,15,20230130,2023-01-30,195
7,17,20230130,2023-01-30,124
7,18,20230130,2023-01-30,95
7,23,20230130,2023-01-30,184
8,4,20230130,2023-01-30,92
8,7,20230130,2023-01-30,128
8,8,20230130,2023-01-30,119
8,10,20230130,2023-01-30,95
8,12,20230130,2023-01-30,88
8,13,20230130,2023-01-30,109
8,15,20230130,2023-01-30,92
8,17,20230130,2023-01-30,123
8,18,20230130,2023-01-30,69
8,23,20230130,2023-01-30,66
9,4,20230130,2023-01-30,91
9,7,20230130,2023-01-30,89
9,8,20230130,2023-01-30,75
9,10,20230130,2023-01-30,56
9,12,20230130,2023-01-30,40
9,13,20230130,2023-01-30,46
9,15,20230130,2023-01-30,64
9,17,20230130,2023-01-30,44
9,18,20230130,2023-01-30,87
9,23,20230130,2023-01-30,76
10,4,20230130,2023-01-30,84
10,7,20230130,2023-01-30,111
10,8,20230130,2023-01-30,109
10,10,20230130,2023-01-30,117
10,12,20230130,2023-01-30,102
10,13,20230130,2023-01-30,71
10,15,20230130,2023-01-30,127
10,17,20230130,2023-01-30,75
10,18,20230130,2023-01-30,115
10,23,20230130,2023-01-30,95
11,4,20230130,2023-01-30,38
11,7,20230130,2023-01-30,68
11,8,20230130,2023-01-30,77
11,10,20230130,2023-01-30,78
11,12,20230130,2023-01-30,54
11,13,20230130,2023-01-30,70
11,15,20230130,2023-01-30,63
11,17,20230130,2023-01-30,77
11,18,20230130,2023-01-30,40
11,23,20230130,2023-01-30,68
12,4,20230130,2023-01-30,157
12,7,20230130,2023-01-30,83
12,8,20230130,2023-01-30,133
12,10,20230130,2023-01-30,133
12,12,20230130,2023-01-30,166
12,13,20230130,2023-01-30,166
12,15,20230130,2023-01-30,150
12,17,20230130,2023-01-30,114
12,18,20230130,2023-01-30,87
12,23,20230130,2023-01-30,134
1,4,20230206,2023-02-06,170
1,7,20230206,2023-02-06,165
1,8,20230206,2023-02-06,103
1,10,20230206,2023-02-06,175
1,12,20230206,2023-02-06,158
1,13,20230206,2023-02-06,186
1,15,20230206,2023-02-06,159
1,17,20230206,2023-02-06,173
1,18,20230206,2023-02-06,103
1,23,20230206,2023-02-06,180
2,4,20230206,2023-02-06,106
2,7,20230206,2023-02-06,95
2,8,20230206,2023-02-06,61
2,10,20230206,2023-02-06,63
2,12,20230206,2023-02-06,94
2,13,20230206,2023-02-06,51
2,15,20230206,2023-02-06,91
2,17,20230206,2023-02-06,60
2,18,20230206,2023-02-06,101
2,23,20230206,2023-02-06,75
3,4,20230206,2023-02-06,121
3,7,20230206,2023-02-06,118
3,8,20230206,2023-02-06,110
3,10,20230206,2023-02-06,130
3,12,20230206,2023-02-06,79
3,13,20230206,2023-02-06,95
3,15,20230206,2023-02-06,119
3,17,20230206,2023-02-06,97
3,18,20230206,2023-02-06,117
3,23,20230206,2023-02-06,78
4,4,20230206,2023-02-06,143
4,7,20230206,2023-02-06,149
4,8,20230206,2023-02-06,108
4,10,20230206,2023-02-06,80
4,12,20230206,2023-02-06,164
4,13,20230206,2023-02-06,100
4,15,20230206,2023-02-06,122
4,17,20230206,2023-02-06,87
4,18,20230206,2023-02-06,102
4,23,20230206,2023-02-06,146
5,4,20230206,2023-02-06,62
5,7,20230206,2023-02-06,86
5,8,20230206,2023-02-06,56
5,10,20230206,2023-02-06,80
5,12,20230206,2023-02-06,59
5,13,20230206,2023-02-06,50
5,15,20230206,2023-02-06,83
5,17,20230206,2023-02-06,53
5,18,20230206,2023-02-06,46
5,23,20230206,2023-02-06,91
6,4,20230206,2023-02-06,86
6,7,20230206,2023-02-06,64
6,8,20230206,2023-02-06,112
6,10,20230206,2023-02-06,70
6,12,20230206,2023-02-06,118
6,13,20230206,2023-02-06,84
6,15,20230206,2023-02-06,96
6,17,20230206,2023-02-06,93
6,18,20230206,2023-02-06,57
6,23,20230206,2023-02-06,105
7,4,20230206,2023-02-06,104
7,7,20230206,2023-02-06,117
7,8,20230206,2023-02-06,92
7,10,20230206,2023-02-06,125
7,12,20230206,2023-02-06,173
7,13,20230206,2023-02-06,204
7,15,20230206,2023-02-06,159
7,17,20230206,2023-02-06,104
7,18,20230206,2023-02-06,173
7,23,20230206,2023-02-06,183
8,4,20230206,2023-02-06,80
8,7,20230206,2023-02-06,90
8,8,20230206,2023-02-06,132
8,10,20230206,2023-02-06,123
8,12,20230206,2023-02-06,104
8,13,20230206,2023-02-06,89
8,15,20230206,2023-02-06,73
8,17,20230206,2023-02-06,95
8,18,20230206,2023-02-06,96
8,23,20230206,2023-02-06,130
9,4,20230206,2023-02-06,51
9,7,20230206,2023-02-06,92
9,8,20230206,2023-02-06,90
9,10,20230206,2023-02-06,77
9,12,20230206,2023-02-06,94
9,13,20230206,2023-02-06,95
9,15,20230206,2023-02-06,74
9,17,20230206,2023-02-06,63
9,18,20230206,2023-02-06,87
9,23,20230206,2023-02-06,79
10,4,20230206,2023-02-06,134
10,7,20230206,2023-02-06,137
10,8,20230206,2023-02-06,124
10,10,20230206,2023-02-06,97
10,12,20230206,2023-02-06,121
10,13,20230206,2023-02-06,138
10,15,20230206,2023-02-06,91
10,17,20230206,2023-02-06,64
10,18,20230206,2023-02-06,132
10,23,20230206,2023-02-06,122
11,4,20230206,2023-02-06,55
11,7,20230206,2023-02-06,71
11,8,20230206,2023-02-06,81
11,10,20230206,2023-02-06,79
11,12,20230206,2023-02-06,82
11,13,20230206,2023-02-06,70
11,15,20230206,2023-02-06,82
11,17,20230206,2023-02-06,60
11,18,20230206,2023-02-06,79
11,23,20230206,2023-02-06,51
12,4,20230206,2023-02-06,106
12,7,20230206,2023-02-06,181
12,8,20230206,2023-02-06,156
12,10,20230206,2023-02-06,180
12,12,20230206,2023-02-06,100
12,13,20230206,2023-02-06,103
12,15,20230206,2023-02-06,111
12,17,20230206,2023-02-06,94
12,18,20230206,2023-02-06,89
12,23,20230206,2023-02-06,91
1,4,20230213,2023-02-13,140
1,7,20230213,2023-02-13,117
1,8,20230213,2023-02-13,145
1,10,20230213,2023-02-13,161
1,12,20230213,2023-02-13,103
1,13,20230213,2023-02-13,100
1,15,20230213,2023-02-13,190
1,17,20230213,2023-02-13,159
1,18,20230213,2023-02-13,152
1,23,20230213,2023-02-13,180
2,4,20230213,2023-02-13,89
2,7,20230213,2023-02-13,52
2,8,20230213,2023-02-13,89
2,10,20230213,2023-02-13,62
2,12,20230213,2023-02-13,109
2,13,20230213,2023-02-13,77
2,15,20230213,2023-02-13,60
2,17,20230213,2023-02-13,68
2,18,20230213,2023-02-13,92
2,23,20230213,2023-02-13,69
3,4,20230213,2023-02-13,97
3,7,20230213,2023-02-13,137
3,8,20230213,2023-02-13,112
3,10,20230213,2023-02-13,74
3,12,20230213,2023-02-13,88
3,13,20230213,2023-02-13,130
3,15,20230213,2023-02-13,109
3,17,20230213,2023-02-13,135
3,18,20230213,2023-02-13,134
3,23,20230213,2023-02-13,84
4,4,20230213,2023-02-13,105
4,7,20230213,2023-02-13,112
4,8,20230213,2023-02-13,77
4,10,20230213,2023-02-13,163
4,12,20230213,2023-02-13,165
4,13,20230213,2023-02-13,91
4,15,20230213,2023-02-13,77
4,17,20230213,2023-02-13,99
4,18,20230213,2023-02-13,76
4,23,20230213,2023-02-13,95
5,4,20230213,2023-02-13,82
5,7,20230213,2023-02-13,75
5,8,20230213,2023-02-13,46
5,10,20230213,2023-02-13,93
5,12,20230213,2023-02-13,77
5,13,20230213,2023-02-13,93
5,15,20230213,2023-02-13,75
5,17,20230213,2023-02-13,96
5,18,20230213,2023-02-13,77
5,23,20230213,2023-02-13,67
6,4,20230213,2023-02-13,108
6,7,20230213,2023-02-13,103
6,8,20230213,2023-02-13,118
6,10,20230213,2023-02-13,79
6,12,20230213,2023-02-13,93
6,13,20230213,2023-02-13,106
6,15,20230213,2023-02-13,110
6,17,20230213,2023-02-13,87
6,18,20230213,2023-02-13,84
6,23,20230213,2023-02-13,105
7,4,20230213,2023-02-13,159
7,7,20230213,2023-02-13,159
7,8,20230213,2023-02-13,96
7,10,20230213,2023-02-13,98
7,12,20230213,2023-02-13,108
7,13,20230213,2023-02-13,177
7,15,20230213,2023-02-13,129
7,17,20230213,2023-02-13,187
7,18,20230213,2023-02-13,196
7,23,20230213,2023-02-13,182
8,4,20230213,2023-02-13,112
8,7,20230213,2023-02-13,80
8,8,20230213,2023-02-13,98
8,10,20230213,2023-02-13,106
8,12,20230213,2023-02-13,99
8,13,20230213,2023-02-13,113
8,15,20230213,2023-02-13,105
8,17,20230213,2023-02-13,148
8,18,20230213,2023-02-13,110
8,23,20230213,2023-02-13,144
9,4,20230213,2023-02-13,81
9,7,20230213,2023-02-13,55
9,8,20230213,2023-02-13,91
9,10,20230213,2023-02-13,49
9,12,20230213,2023-02-13,62
9,13,20230213,2023-02-13,63
9,15,20230213,2023-02-13,46
9,17,20230213,2023-02-13,78
9,18,20230213,2023-02-13,53
9,23,20230213,2023-02-13,46
10,4,20230213,2023-02-13,137
10,7,20230213,2023-02-13,108
10,8,20230213,2023-02-13,86
10,10,20230213,2023-02-13,112
10,12,20230213,2023-02-13,132
10,13,20230213,2023-02-13,136
10,15,20230213,2023-02-13,109
10,17,20230213,2023-02-13,109
10,18,20230213,2023-02-13,87
10,23,20230213,2023-02-13,99
11,4,20230213,2023-02-13,62
11,7,20230213,2023-02-13,41
11,8,20230213,2023-02-13,37
11,10,20230213,2023-02-13,49
11,12,20230213,2023-02-13,64
11,13,20230213,2023-02-13,58
11,15,20230213,2023-02-13,81
11,17,20230213,2023-02-13,79
11,18,20230213,2023-02-13,65
11,23,20230213,2023-02-13,52
12,4,20230213,2023-02-13,83
12,7,20230213,2023-02-13,159
12,8,20230213,2023-02-13,141
12,10,20230213,2023-02-13,114
12,12,20230213,2023-02-13,123
12,13,20230213,2023-02-13,130
12,15,20230213,2023-02-13,82
12,17,20230213,2023-02-13,126
12,18,20230213,2023-02-13,96
12,23,20230213,2023-02-13,102
