date,graminees_conc,bouleau_conc,aulne_conc,ambroisie_conc,armoise_conc,olivier_conc,autres_conc,source,annee
2021-02-13,0.5051724137931035,0.0274074074074074,28.24086956521739,0.0,0.0,0.0,23.033967391304348,RNSA,2021
2021-02-14,0.3516666666666667,0.1059259259259259,23.70355555555556,0.0,0.0,0.0,20.72822580645161,RNSA,2021
2021-02-15,0.8377419354838709,0.1767857142857143,26.5514,0.0241379310344827,0.0,0.0,33.99729857819905,RNSA,2021
2021-02-16,0.6421212121212122,0.2074074074074074,38.83859649122808,0.0249999999999999,0.024074074074074,0.0,49.56513636363636,RNSA,2021
2021-02-17,0.9805882352941178,0.1506896551724137,72.00745762711864,0.0241379310344827,0.024074074074074,0.0,81.58135245901639,RNSA,2021
2021-02-18,0.906,0.23,102.0459649122807,0.09,0.0,0.0,116.92706140350876,RNSA,2021
2021-02-19,0.89,0.1485185185185185,85.29719298245614,0.0,0.024074074074074,0.0,109.91535269709544,RNSA,2021
2021-02-20,1.3458536585365857,0.1037037037037037,148.7256896551724,0.0249999999999999,0.0,0.0,166.17995833333333,RNSA,2021
2021-02-21,1.304857142857143,0.3192307692307692,130.14214285714286,0.0,0.0,0.0,190.39502164502164,RNSA,2021
2021-02-22,0.5086486486486487,1.0517857142857143,86.14518518518518,0.0232142857142857,0.0,0.0,72.03231441048035,RNSA,2021
2021-02-23,0.705,1.0675862068965518,178.5261403508772,0.0224137931034482,0.0479310344827586,0.0,85.82795833333333,RNSA,2021
2021-02-24,1.4997222222222222,0.0966666666666666,101.94473684210529,0.0,0.0,0.0,108.69058091286308,RNSA,2021
2021-02-25,1.4138461538461538,0.5276666666666666,88.01263157894738,0.0,0.0506896551724137,0.0866666666666666,79.99436734693877,RNSA,2021
2021-02-26,1.5130555555555556,0.158,95.055,0.0248275862068965,0.0224137931034482,0.0,105.12380952380953,RNSA,2021
2021-02-27,1.0446341463414637,0.1023333333333333,130.31017857142857,0.0,0.0,0.0,108.35959839357427,RNSA,2021
2021-02-28,0.936842105263158,0.0728571428571428,63.28272727272728,0.0,0.0,0.0241379310344827,49.57376033057852,RNSA,2021
2021-03-01,0.7966666666666666,0.2271428571428571,45.29245614035088,0.0232142857142857,0.0,0.0,54.63839506172839,RNSA,2021
2021-03-02,1.5758823529411763,0.2913793103448275,23.06543859649123,0.0178571428571428,0.0249999999999999,0.0,56.18551440329218,RNSA,2021
2021-03-03,0.91,0.1248275862068965,15.051607142857142,0.0,0.0232142857142857,0.0,28.75808163265306,RNSA,2021
2021-03-04,0.6818918918918919,0.046551724137931,19.469259259259257,0.0235714285714285,0.0,0.0,30.24727272727273,RNSA,2021
2021-03-05,0.9282051282051282,0.1458620689655172,24.85775862068965,0.0,0.0232142857142857,0.0,82.13236947791164,RNSA,2021
2021-03-06,0.9966666666666668,0.2514285714285714,25.76719298245614,0.0,0.0,0.0,48.77198347107438,RNSA,2021
2021-03-07,1.168,0.0257142857142857,11.53942307692308,0.0,0.0,0.0,35.19712446351932,RNSA,2021
2021-03-08,0.8356410256410257,0.1349999999999999,13.681896551724138,0.0,0.0,0.0,29.4786,RNSA,2021
2021-03-09,0.7994594594594595,0.2055172413793103,12.094545454545454,0.0,0.0,0.0,47.17393162393163,RNSA,2021
2021-03-10,1.0385,0.3706451612903226,10.253392857142858,0.0,0.0,0.0,24.623807531380752,RNSA,2021
2021-03-11,0.9676190476190476,0.3167741935483871,13.937321428571428,0.0,0.0,0.0,47.8301968503937,RNSA,2021
2021-03-12,0.6846341463414635,0.0255172413793103,4.306034482758621,0.0,0.0,0.0,48.12285123966942,RNSA,2021
2021-03-13,0.8253488372093024,0.3854545454545454,4.571428571428571,0.0172413793103448,0.0,0.0,37.53286885245902,RNSA,2021
2021-03-14,0.6097142857142858,0.1364285714285714,2.9334615384615383,0.0,0.0,0.0,25.668842592592597,RNSA,2021
2021-03-15,0.582972972972973,0.648235294117647,4.320377358490567,0.0,0.0,0.0,10.703029045643152,RNSA,2021
2021-03-16,0.839047619047619,0.5878947368421052,4.835593220338983,0.0,0.0,0.0303125,16.044999999999998,RNSA,2021
2021-03-17,1.3830434782608696,0.4951428571428571,4.928275862068965,0.0,0.0,0.0,15.25608695652174,RNSA,2021
2021-03-18,1.1035,0.351764705882353,2.770188679245283,0.0,0.0,0.0,10.519541666666669,RNSA,2021
2021-03-19,0.632,0.7358823529411764,3.9394117647058815,0.0,0.0,0.0,8.185472440944883,RNSA,2021
2021-03-20,0.9326829268292685,0.5879411764705882,3.9025925925925926,0.040625,0.0,0.0,10.521093117408906,RNSA,2021
2021-03-21,0.9482222222222224,0.2561764705882353,2.4644827586206897,0.0,0.0,0.0,12.97488,RNSA,2021
2021-03-22,1.090625,1.961025641025641,1.9845283018867923,0.0,0.0,0.0285294117647058,16.104054054054053,RNSA,2021
2021-03-23,1.530625,1.9217777777777776,1.5825454545454547,0.0,0.0,0.0,22.428773946360156,RNSA,2021
2021-03-24,1.286470588235294,3.974,2.275087719298246,0.0194444444444444,0.0,0.0277142857142857,39.40028985507247,RNSA,2021
2021-03-25,1.3328846153846154,2.888076923076923,2.3124137931034485,0.0,0.0,0.1322222222222222,37.48484848484848,RNSA,2021
2021-03-26,1.5212,5.688076923076922,1.8349056603773584,0.02,0.0,0.0574285714285714,33.66011320754717,RNSA,2021
2021-03-27,0.9694230769230768,3.059423076923077,1.5265306122448978,0.0191176470588235,0.0,0.0,36.95119691119692,RNSA,2021
2021-03-28,1.5357692307692308,7.199791666666666,1.761132075471698,0.0,0.0,0.0,28.36588014981273,RNSA,2021
2021-03-29,1.8492857142857144,24.878412698412696,1.139074074074074,0.0131578947368421,0.0,0.0,44.531056338028165,RNSA,2021
2021-03-30,2.442037037037037,50.75606557377049,0.892093023255814,0.0232258064516129,0.0,0.0,65.61414179104477,RNSA,2021
2021-03-31,2.9812280701754386,86.25625,1.4743478260869565,0.0,0.0,0.0,79.09386029411765,RNSA,2021
2021-04-01,2.790909090909091,200.68983606557376,1.76,0.0,0.0,0.1290322580645161,83.63370229007633,RNSA,2021
2021-04-02,3.3334545454545457,225.51819672131148,2.0044444444444447,0.0,0.0,0.0,72.91386973180077,RNSA,2021
2021-04-03,3.2325454545454546,99.15583333333332,1.1922222222222223,0.0,0.0,0.0236666666666666,55.204921259842514,RNSA,2021
2021-04-04,1.9584313725490197,31.1615,1.2461363636363636,0.0,0.0,0.0849999999999999,29.417611336032387,RNSA,2021
2021-04-05,2.1482978723404256,33.48925925925926,1.63725,0.0218181818181818,0.0,0.0,40.19935622317597,RNSA,2021
2021-04-06,1.5529090909090908,27.42360655737705,1.3041304347826088,0.05175,0.0,0.0546153846153846,18.31216911764706,RNSA,2021
2021-04-07,1.209423076923077,13.731129032258066,0.4527083333333333,0.0,0.0,0.106,10.40022641509434,RNSA,2021
2021-04-08,1.842641509433962,15.460491803278687,0.5062222222222222,0.01875,0.0,0.0,14.433370786516852,RNSA,2021
2021-04-09,3.190892857142857,33.30711864406779,1.0332608695652177,0.0165,0.0165,0.071,34.8474074074074,RNSA,2021
2021-04-10,1.4003846153846156,18.81762711864407,0.7913953488372093,0.0,0.0,0.0,24.399185185185186,RNSA,2021
2021-04-11,1.2234615384615384,17.038070175438595,0.4737777777777778,0.0,0.0,0.0339999999999999,23.86366037735849,RNSA,2021
2021-04-12,1.222,24.299508196721312,0.4424489795918367,0.0,0.0,0.0,8.34309090909091,RNSA,2021
2021-04-13,1.3705172413793103,21.023709677419355,0.4161224489795918,0.0,0.0,0.0308695652173913,7.890285714285715,RNSA,2021
2021-04-14,2.204385964912281,36.105,0.5676086956521739,0.0154761904761904,0.0154761904761904,0.0842857142857142,8.081315789473685,RNSA,2021
2021-04-15,1.7357627118644068,29.94761904761905,0.6925531914893617,0.0,0.0,0.1077777777777777,7.554223826714801,RNSA,2021
2021-04-16,2.173666666666666,33.50333333333334,0.511,0.0,0.0,0.0611363636363636,5.9216014234875445,RNSA,2021
2021-04-17,2.692,47.29523809523809,1.0417021276595746,0.0,0.0,0.0591111111111111,6.342071428571429,RNSA,2021
2021-04-18,2.313870967741936,57.04476190476191,0.9495744680851064,0.0,0.0,0.0,6.760425531914894,RNSA,2021
2021-04-19,2.7886206896551724,31.735,0.6063829787234043,0.0,0.0,0.0161363636363636,8.59338078291815,RNSA,2021
2021-04-20,4.052698412698413,32.52206349206349,0.773125,0.0,0.0,0.1086842105263157,14.054157706093193,RNSA,2021
2021-04-21,4.640689655172414,57.34196721311476,1.0529545454545457,0.0,0.0,0.0742105263157894,16.407072243346008,RNSA,2021
2021-04-22,5.450161290322581,86.11365079365079,1.4465116279069767,0.0138888888888888,0.0,0.1464864864864865,12.523636363636363,RNSA,2021
2021-04-23,8.375964912280702,55.34112903225807,0.644090909090909,0.0,0.0,0.1055882352941176,13.40531007751938,RNSA,2021
2021-04-24,10.822586206896553,45.7627868852459,0.6871428571428572,0.0,0.0,0.1416666666666666,16.7545,RNSA,2021
2021-04-25,11.32,59.82419354838709,0.7923809523809524,0.0,0.0,0.0738888888888888,13.45968992248062,RNSA,2021
2021-04-26,6.810526315789473,31.78185185185185,0.5166666666666666,0.0,0.0,0.5387804878048781,8.223830645161291,RNSA,2021
2021-04-27,6.420357142857143,27.35607142857143,0.3361904761904762,0.0,0.0,0.5366666666666666,5.027848605577689,RNSA,2021
2021-04-28,7.823103448275862,19.83684210526316,0.283170731707317,0.0,0.0,0.2316666666666666,5.934545454545455,RNSA,2021
2021-04-29,4.007796610169492,9.372545454545454,0.2634090909090909,0.054,0.0,0.9765909090909092,3.070731707317073,RNSA,2021
2021-04-30,4.027758620689656,6.256851851851852,0.16,0.01625,0.0,2.2919565217391304,2.041075697211156,RNSA,2021
2021-05-01,3.5880701754385966,3.606111111111111,0.1641860465116279,0.0,0.0,0.4779545454545454,2.06375,RNSA,2021
2021-05-02,5.751639344262295,4.286428571428571,0.1329545454545454,0.0,0.0,0.5443181818181819,2.30652,RNSA,2021
2021-05-03,10.202380952380953,10.648545454545454,0.3193333333333333,0.0,0.0,0.3271428571428571,3.082578125,RNSA,2021
2021-05-04,12.63936507936508,5.789322033898305,0.4568181818181818,0.0,0.01875,0.5271739130434783,5.141846153846155,RNSA,2021
2021-05-05,8.065,2.61280701754386,0.294390243902439,0.0,0.0,0.6797826086956522,4.287607843137255,RNSA,2021
2021-05-06,5.838709677419355,1.932692307692308,0.1576744186046511,0.0184615384615384,0.0,0.8179166666666666,2.955390625,RNSA,2021
2021-05-07,6.240967741935484,1.8597777777777775,0.0730555555555555,0.0,0.0538888888888888,0.9140476190476192,2.564366812227074,RNSA,2021
2021-05-08,24.64359375,3.608947368421053,0.1726829268292683,0.0,0.0,1.8594117647058823,5.738040816326531,RNSA,2021
2021-05-09,35.3671875,3.6814814814814816,0.3285,0.0324324324324324,0.0185714285714285,7.45962962962963,11.413614457831324,RNSA,2021
2021-05-10,10.89723076923077,1.0362745098039217,0.1099999999999999,0.0238095238095238,0.0473170731707317,2.048421052631579,2.250671936758893,RNSA,2021
2021-05-11,4.613125,0.9513333333333334,0.0525641025641025,0.1926315789473684,0.0,1.0655102040816329,1.7911453744493393,RNSA,2021
2021-05-12,9.686507936507937,0.6679545454545455,0.1051219512195121,0.0,0.0464864864864864,0.7728260869565217,1.5005405405405403,RNSA,2021
2021-05-13,9.549655172413791,0.2726315789473684,0.0185714285714285,0.0,0.0,0.9428571428571428,1.6164976958525348,RNSA,2021
2021-05-14,7.97103448275862,0.5037499999999999,0.1016666666666666,0.0336111111111111,0.0,1.1097435897435897,1.749326923076923,RNSA,2021
2021-05-15,5.9912068965517244,0.412051282051282,0.1368571428571428,0.0,0.1388571428571428,1.501,1.0685365853658535,RNSA,2021
2021-05-16,9.100357142857144,0.4019512195121951,0.0263157894736842,0.0,0.0,1.245,1.3554285714285714,RNSA,2021
2021-05-17,11.516129032258064,0.3462222222222222,0.1261538461538461,0.0173684210526315,0.0,1.651590909090909,1.383421052631579,RNSA,2021
2021-05-18,7.292857142857143,1.170952380952381,0.1619999999999999,0.0169230769230769,0.0497435897435897,3.06,1.3671428571428572,RNSA,2021
2021-05-19,10.071833333333332,0.2773170731707317,0.0941666666666666,0.0,0.0,2.61093023255814,1.2240654205607475,RNSA,2021
2021-05-20,22.80816666666667,0.5263414634146341,0.0618421052631579,0.0,0.0,4.201363636363637,1.7211267605633804,RNSA,2021
2021-05-21,21.265901639344264,0.5407317073170732,0.1399999999999999,0.0368421052631578,0.0208333333333333,6.271836734693878,2.2484507042253523,RNSA,2021
2021-05-22,11.471290322580646,0.2939473684210526,0.0741666666666666,0.0,0.0,5.131395348837209,0.9076076555023924,RNSA,2021
2021-05-23,17.82483870967742,0.1425641025641025,0.031081081081081,0.0,0.0,5.256086956521739,1.0804306220095694,RNSA,2021
2021-05-24,16.43438596491228,0.1619512195121951,0.0474358974358974,0.0,0.0,5.297999999999999,1.1876811594202898,RNSA,2021
2021-05-25,10.494126984126984,0.2374418604651163,0.1135,0.0,0.0158536585365853,4.107333333333333,0.5819026548672566,RNSA,2021
2021-05-26,28.09203125,0.1337499999999999,0.0439024390243902,0.0,0.01875,13.02265306122449,1.0224890829694324,RNSA,2021
2021-05-27,43.73522388059702,0.1815909090909091,0.0,0.0,0.0626190476190476,18.595769230769232,1.8438934426229507,RNSA,2021
2021-05-28,63.16850746268657,0.2234090909090909,0.0465116279069767,0.0157142857142857,0.0327906976744186,24.265272727272727,2.2818623481781377,RNSA,2021
2021-05-29,74.76985074626866,0.9429166666666668,0.1022727272727272,0.0,0.065,22.763333333333332,2.16198347107438,RNSA,2021
2021-05-30,86.61328358208955,1.200408163265306,0.2153191489361701,0.0347619047619047,0.0514285714285714,24.814074074074075,1.9782786885245904,RNSA,2021
2021-05-31,79.58014925373134,1.435918367346939,0.1975510204081632,0.0,0.0636363636363636,20.888983050847457,1.7708097165991905,RNSA,2021
2021-06-01,100.31402985074628,0.2987755102040816,0.0752272727272727,0.0857142857142857,0.1015555555555555,21.98725806451613,1.9043032786885248,RNSA,2021
2021-06-02,75.12151515151514,0.2781818181818182,0.0844999999999999,0.0,0.0170731707317073,26.215396825396823,1.448803418803419,RNSA,2021
2021-06-03,75.16603174603175,0.123,0.1412195121951219,0.0,0.0534999999999999,31.25,1.344203539823009,RNSA,2021
2021-06-04,60.67936507936509,0.108780487804878,0.503,0.0,0.0184615384615384,25.22086206896552,1.2356363636363634,RNSA,2021
2021-06-05,81.12193548387097,0.0504878048780487,0.0987499999999999,0.0,0.0,7.275882352941176,0.9852995391705068,RNSA,2021
2021-06-06,97.00650793650792,0.04875,0.1768292682926829,0.0,0.0189743589743589,9.181132075471698,1.4210407239819005,RNSA,2021
2021-06-07,106.94575757575758,0.1036363636363636,0.1963414634146341,0.0,0.0,5.0269642857142856,0.9818303571428572,RNSA,2021
2021-06-08,128.31515625,0.0714285714285714,0.1123809523809523,0.0,0.0,4.845490196078432,1.0092272727272726,RNSA,2021
2021-06-09,132.37046875,0.0534999999999999,0.1,0.0,0.0,6.231960784313725,1.1563181818181818,RNSA,2021
2021-06-10,143.38,0.0755,0.419047619047619,0.0333333333333333,0.0169230769230769,7.0894545454545455,1.1441441441441442,RNSA,2021
2021-06-11,159.0015873015873,0.0531578947368421,0.5609756097560976,0.0294871794871794,0.0189473684210526,6.133454545454545,0.9693953488372092,RNSA,2021
2021-06-12,147.33619047619047,0.0171052631578947,0.8262790697674419,0.0,0.0,5.408571428571428,0.8937383177570093,RNSA,2021
2021-06-13,157.54079365079366,0.06975,0.7841463414634146,0.0171052631578947,0.0173684210526315,4.692641509433962,0.9025345622119816,RNSA,2021
2021-06-14,131.73015151515153,0.049090909090909,0.7306122448979592,0.0415555555555555,0.015,3.1849090909090907,0.7582926829268293,RNSA,2021
2021-06-15,126.4931818181818,0.0975555555555555,1.2704,0.0,0.0,2.524655172413793,0.676204081632653,RNSA,2021
2021-06-16,118.26303030303028,0.031860465116279,1.262,0.0,0.064090909090909,4.13271186440678,1.1036326530612244,RNSA,2021
2021-06-17,68.63015151515151,0.0275555555555555,0.8170909090909091,0.0255555555555555,0.0147727272727272,4.021639344262296,0.97016,RNSA,2021
2021-06-18,51.264848484848486,0.0313636363636363,0.6350980392156863,0.0,0.0277777777777777,4.3566666666666665,0.6316528925619835,RNSA,2021
2021-06-19,50.23892307692307,0.3377272727272727,0.4924489795918367,0.0875555555555555,0.05,2.7016071428571427,0.6333884297520661,RNSA,2021
2021-06-20,26.324615384615385,0.0459090909090909,0.3427659574468085,0.0,0.0147727272727272,2.9273214285714286,0.4082008368200837,RNSA,2021
2021-06-21,21.532608695652176,0.0672916666666666,0.2202083333333333,0.0,0.0,1.0805357142857142,0.3407171314741036,RNSA,2021
2021-06-22,18.094285714285714,0.0155555555555555,0.2664444444444444,0.0162222222222222,0.0,0.7101999999999999,0.4060245901639344,RNSA,2021
2021-06-23,29.88485294117647,0.06,0.0,0.0,0.0,0.7923076923076924,0.39152466367713,RNSA,2021
2021-06-24,58.827352941176464,0.0317073170731707,0.0619047619047619,0.0,0.0,1.0069230769230768,0.4680701754385964,RNSA,2021
2021-06-25,70.93029411764707,0.0504878048780487,0.0732558139534883,0.0507142857142857,0.0317073170731707,0.7721568627450981,0.6455752212389381,RNSA,2021
2021-06-26,73.19529411764705,0.0,0.1265116279069767,0.0346341463414634,0.0,0.7251111111111112,0.5393886462882096,RNSA,2021
2021-06-27,39.99338235294118,0.0651219512195122,0.1395348837209302,0.0,0.0119047619047619,0.4596153846153846,0.8139473684210526,RNSA,2021
2021-06-28,21.81385714285714,0.0,0.0988888888888888,0.0330232558139534,0.0,0.9890196078431372,0.4958974358974359,RNSA,2021
2021-06-29,28.56940298507463,0.0302325581395348,0.0467441860465116,0.0169767441860465,0.0113636363636363,1.398,0.4090557939914163,RNSA,2021
2021-06-30,33.880869565217395,0.0295454545454545,0.0155555555555555,0.0,0.0,1.5325,0.5462711864406781,RNSA,2021
2021-07-01,79.9550724637681,0.0111111111111111,0.0445652173913043,0.0,0.1320454545454545,0.852127659574468,0.5485774058577406,RNSA,2021
2021-07-02,82.23768115942029,0.0306818181818181,0.0680851063829787,0.0,0.0,0.5536,0.6095491803278688,RNSA,2021
2021-07-03,36.96333333333333,0.0147727272727272,0.0443181818181818,0.0,0.0479545454545454,0.7279166666666667,0.4810788381742738,RNSA,2021
2021-07-04,17.381044776119403,0.0295454545454545,0.0295454545454545,0.0,0.0,0.4524489795918368,0.3129361702127659,RNSA,2021
2021-07-05,37.31074626865672,0.0147727272727272,0.0971739130434782,0.0,0.0295454545454545,0.5715217391304348,0.3189495798319328,RNSA,2021
2021-07-06,21.881940298507462,0.0,0.0166666666666666,0.0351219512195121,0.0166666666666666,0.4734090909090909,0.5371555555555556,RNSA,2021
2021-07-07,21.44393939393939,0.0,0.0166666666666666,0.0,0.036,0.4153658536585366,0.3357674418604651,RNSA,2021
2021-07-08,18.52984848484849,0.0166666666666666,0.0,0.0166666666666666,0.0,0.5197619047619048,0.4379523809523809,RNSA,2021
2021-07-09,24.20954545454545,0.0346153846153846,0.0297435897435897,0.0,0.0179487179487179,0.4864285714285714,0.3099029126213592,RNSA,2021
2021-07-10,24.275,0.0,0.0535897435897435,0.0349999999999999,0.0705128205128205,0.2260975609756097,0.3605392156862745,RNSA,2021
2021-07-11,20.86409090909091,0.0171052631578947,0.0,0.073076923076923,0.0394736842105263,0.1945,0.2148292682926829,RNSA,2021
2021-07-12,13.919701492537314,0.0,0.0,0.0,0.0155555555555555,0.3829166666666666,0.3411297071129707,RNSA,2021
2021-07-13,10.417121212121211,0.0443181818181818,0.0147727272727272,0.0147727272727272,0.0327272727272727,0.2434782608695652,0.3660775862068965,RNSA,2021
2021-07-14,20.71047619047619,0.0,0.0147727272727272,0.0161363636363636,0.0,0.1953191489361702,0.2843162393162393,RNSA,2021
2021-07-15,29.58121212121212,0.0,0.0,0.0157777777777777,0.0451063829787234,0.1940425531914893,0.4453333333333333,RNSA,2021
2021-07-16,22.184,0.0144444444444444,0.0451063829787234,0.0306521739130434,0.0778,0.1346808510638298,0.5187124463519314,RNSA,2021
2021-07-17,30.42920634920635,0.0,0.0,0.0,0.1125531914893617,0.1395555555555555,0.4507692307692308,RNSA,2021
2021-07-18,33.225,0.04,0.0168181818181818,0.0471111111111111,0.1323913043478261,0.2074468085106383,0.4398749999999999,RNSA,2021
2021-07-19,29.31352112676056,0.0146938775510204,0.045,0.0744897959183673,0.1756862745098039,0.2999999999999999,0.3354474708171206,RNSA,2021
2021-07-20,30.16388888888889,0.0144444444444444,0.0445652173913043,0.065625,0.3031914893617021,0.1659574468085106,0.4208860759493671,RNSA,2021
2021-07-21,29.15736111111111,0.0444444444444444,0.0,0.1012244897959183,0.3955102040816327,0.1812765957446808,0.3558536585365854,RNSA,2021
2021-07-22,26.56931506849315,0.0,0.016,0.1979591836734693,0.4849019607843137,0.1471739130434782,0.2662916666666666,RNSA,2021
2021-07-23,21.505270270270277,0.0244444444444444,0.0,0.1872549019607843,0.6834,0.1610416666666666,0.3879835390946502,RNSA,2021
2021-07-24,8.503424657534246,0.0608888888888888,0.0,0.1417777777777777,0.7046000000000001,0.3155555555555556,0.2838461538461538,RNSA,2021
2021-07-25,7.830277777777777,0.0147727272727272,0.0,0.1226666666666666,1.305686274509804,0.2031111111111111,0.2513502109704641,RNSA,2021
2021-07-26,7.088309859154929,0.0,0.0,0.1142857142857142,0.99921568627451,0.107391304347826,0.1837394957983193,RNSA,2021
2021-07-27,6.996417910447761,0.0116279069767441,0.0169047619047619,0.2289583333333333,1.5330188679245282,0.2470454545454545,0.2518666666666667,RNSA,2021
2021-07-28,5.972463768115943,0.0,0.0476744186046511,0.133695652173913,2.7482,0.1167441860465116,0.2353603603603603,RNSA,2021
2021-07-29,7.395735294117648,0.0154761904761904,0.0309523809523809,0.2039130434782608,3.7719642857142857,0.059090909090909,0.2910267857142857,RNSA,2021
2021-07-30,8.27536231884058,0.0,0.0619047619047619,0.2539583333333333,5.003684210526315,0.0325581395348837,0.267,RNSA,2021
2021-07-31,6.907076923076922,0.0,0.0323809523809523,0.2913043478260869,4.117272727272727,0.0318181818181818,0.1634090909090909,RNSA,2021
2021-08-01,4.718333333333334,0.0154761904761904,0.0154761904761904,0.1354347826086956,2.716964285714286,0.2659090909090909,0.1100460829493087,RNSA,2021
2021-08-02,3.4971428571428573,0.0154166666666666,0.0,0.2876470588235294,2.950333333333333,0.096,0.137016129032258,RNSA,2021
2021-08-03,2.836323529411765,0.0141304347826086,0.0141304347826086,0.3569811320754717,3.1781034482758623,0.0617021276595744,0.1107916666666666,RNSA,2021
2021-08-04,2.3326153846153845,0.0,0.0108695652173913,0.2716,2.0742857142857143,0.1869565217391304,0.0769067796610169,RNSA,2021
2021-08-05,3.5521126760563377,0.0,0.0,0.3607547169811321,5.072241379310345,0.0777777777777777,0.2148927038626609,RNSA,2021
