time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,region,aasqa,source
2021-02-13 22:00:00,3.35,-5.7,-1.61875,0.0,18.875126,Ile-de-France,0,Open-Meteo
2021-02-14 22:00:00,7.8,1.0,4.233333,4.0,22.61419,Ile-de-France,0,Open-Meteo
2021-02-15 22:00:00,12.05,4.1,7.6687493,1.3,21.749481,Ile-de-France,0,Open-Meteo
2021-02-16 22:00:00,12.05,6.5,9.097917,0.0,27.80403,Ile-de-France,0,Open-Meteo
2021-02-17 22:00:00,11.5,5.95,8.610415,6.7999997,25.537172,Ile-de-France,0,Open-Meteo
2021-02-18 22:00:00,14.05,4.0,8.335417,0.0,20.163212,Ile-de-France,0,Open-Meteo
2021-02-19 22:00:00,17.4,7.95,12.154167,0.0,23.576563,Ile-de-France,0,Open-Meteo
2021-02-20 22:00:00,16.8,6.65,11.439583,0.0,18.089775,Ile-de-France,0,Open-Meteo
2021-02-21 22:00:00,16.4,6.9,11.708332,0.3,17.873556,Ile-de-France,0,Open-Meteo
2021-02-22 22:00:00,17.2,10.25,13.012498,0.0,28.930204,Ile-de-France,0,Open-Meteo
2021-02-23 22:00:00,18.4,9.1,12.806251,0.0,16.199999,Ile-de-France,0,Open-Meteo
2021-02-24 22:00:00,16.55,8.05,11.954167,0.1,14.04,Ile-de-France,0,Open-Meteo
2021-02-25 22:00:00,11.15,5.1,8.858334,3.1000001,18.775301,Ile-de-France,0,Open-Meteo
2021-02-26 22:00:00,10.0,1.35,5.135417,0.0,20.018072,Ile-de-France,0,Open-Meteo
2021-02-27 22:00:00,10.85,1.65,5.4895835,0.0,19.652176,Ile-de-France,0,Open-Meteo
2021-02-28 22:00:00,13.1,0.5,5.94375,0.0,11.966953,Ile-de-France,0,Open-Meteo
2021-03-01 22:00:00,16.45,1.1,7.431251,0.0,10.787993,Ile-de-France,0,Open-Meteo
2021-03-02 22:00:00,17.0,5.3,9.993749,1.1,10.30883,Ile-de-France,0,Open-Meteo
2021-03-03 22:00:00,11.6,6.35,8.925,0.70000005,15.856356,Ile-de-France,0,Open-Meteo
2021-03-04 22:00:00,5.95,3.25,4.504167,0.0,20.929594,Ile-de-France,0,Open-Meteo
2021-03-05 22:00:00,8.3,-0.75,3.4541667,0.0,19.881649,Ile-de-France,0,Open-Meteo
2021-03-06 22:00:00,8.75,-3.45,2.2812498,0.0,11.841756,Ile-de-France,0,Open-Meteo
2021-03-07 22:00:00,7.1,-2.25,2.1979165,0.0,13.783817,Ile-de-France,0,Open-Meteo
2021-03-08 22:00:00,10.85,-0.65,4.8104167,0.1,13.896187,Ile-de-France,0,Open-Meteo
2021-03-09 22:00:00,9.25,1.3,5.3062496,1.4000001,28.496904,Ile-de-France,0,Open-Meteo
2021-03-10 22:00:00,13.4,6.75,10.166666,2.4999998,36.23682,Ile-de-France,0,Open-Meteo
2021-03-11 22:00:00,11.4,4.45,7.4770846,5.2,32.59939,Ile-de-France,0,Open-Meteo
2021-03-12 22:00:00,10.0,4.55,7.8250003,6.6999993,39.25486,Ile-de-France,0,Open-Meteo
2021-03-13 22:00:00,10.5,3.2,6.3500004,1.9000001,27.558228,Ile-de-France,0,Open-Meteo
2021-03-14 22:00:00,10.75,5.9,8.318749,5.5,25.460936,Ile-de-France,0,Open-Meteo
2021-03-15 22:00:00,9.7,3.45,6.972917,3.1,23.363974,Ile-de-France,0,Open-Meteo
2021-03-16 22:00:00,9.55,5.3,7.141668,2.3,30.302078,Ile-de-France,0,Open-Meteo
2021-03-17 22:00:00,7.4,2.5,5.2791667,1.8000002,17.309973,Ile-de-France,0,Open-Meteo
2021-03-18 22:00:00,8.05,2.8,5.2833333,2.3999999,32.409996,Ile-de-France,0,Open-Meteo
2021-03-19 22:00:00,7.9,0.05,3.6666667,0.0,16.676977,Ile-de-France,0,Open-Meteo
2021-03-20 22:00:00,11.05,1.55,6.079167,0.7,20.008356,Ile-de-France,0,Open-Meteo
2021-03-21 22:00:00,8.3,1.55,5.289583,0.0,14.618837,Ile-de-France,0,Open-Meteo
2021-03-22 22:00:00,12.5,1.25,6.5499997,0.0,8.534353,Ile-de-France,0,Open-Meteo
2021-03-23 22:00:00,16.6,1.45,8.460417,0.0,14.291592,Ile-de-France,0,Open-Meteo
2021-03-24 22:00:00,13.15,3.85,8.477083,0.5,12.43434,Ile-de-France,0,Open-Meteo
2021-03-25 22:00:00,14.15,4.45,8.929168,2.7,28.019936,Ile-de-France,0,Open-Meteo
2021-03-26 22:00:00,11.5,3.55,7.4500003,0.1,26.405453,Ile-de-France,0,Open-Meteo
2021-03-27 22:00:00,15.35,4.0,9.589583,0.0,19.171478,Ile-de-France,0,Open-Meteo
2021-03-28 22:00:00,20.15,4.6,11.902083,0.0,11.988594,Ile-de-France,0,Open-Meteo
2021-03-29 22:00:00,22.5,6.25,13.306249,0.0,11.457958,Ile-de-France,0,Open-Meteo
2021-03-30 22:00:00,23.45,6.95,15.068749,0.0,11.165805,Ile-de-France,0,Open-Meteo
2021-03-31 22:00:00,23.3,7.75,15.814583,0.0,17.068707,Ile-de-France,0,Open-Meteo
2021-04-01 22:00:00,12.6,5.5,9.352083,0.0,24.312662,Ile-de-France,0,Open-Meteo
2021-04-02 22:00:00,10.5,4.05,6.8187504,0.0,24.485292,Ile-de-France,0,Open-Meteo
2021-04-03 22:00:00,12.05,1.4,6.539583,0.0,16.09969,Ile-de-France,0,Open-Meteo
2021-04-04 22:00:00,9.45,0.95,4.964583,1.1,22.26477,Ile-de-France,0,Open-Meteo
2021-04-05 22:00:00,6.75,-1.9,2.2895834,0.90000004,22.565422,Ile-de-France,0,Open-Meteo
2021-04-06 22:00:00,8.6,-2.2,3.439583,0.0,21.349546,Ile-de-France,0,Open-Meteo
2021-04-07 22:00:00,11.75,1.9,6.3979173,0.0,8.699793,Ile-de-France,0,Open-Meteo
2021-04-08 22:00:00,15.75,2.15,9.0125,4.9,17.76081,Ile-de-France,0,Open-Meteo
2021-04-09 22:00:00,13.9,7.5,10.197917,16.4,24.819122,Ile-de-France,0,Open-Meteo
2021-04-10 22:00:00,7.85,3.6,6.075001,1.9000002,22.963936,Ile-de-France,0,Open-Meteo
2021-04-11 22:00:00,10.3,-0.25,5.0187497,0.1,18.837324,Ile-de-France,0,Open-Meteo
2021-04-12 22:00:00,10.65,0.15,5.3375,0.0,15.021105,Ile-de-France,0,Open-Meteo
2021-04-13 22:00:00,10.95,-0.75,5.5833335,0.0,17.339897,Ile-de-France,0,Open-Meteo
2021-04-14 22:00:00,10.15,0.75,5.5437503,0.3,19.373219,Ile-de-France,0,Open-Meteo
2021-04-15 22:00:00,10.05,0.45,5.7062507,0.0,20.633371,Ile-de-France,0,Open-Meteo
2021-04-16 22:00:00,13.05,4.1,8.614582,0.0,19.386593,Ile-de-France,0,Open-Meteo
2021-04-17 22:00:00,13.5,1.25,7.5708337,0.0,13.75558,Ile-de-France,0,Open-Meteo
2021-04-18 22:00:00,15.8,1.4,9.21875,0.0,8.766573,Ile-de-France,0,Open-Meteo
2021-04-19 22:00:00,16.65,6.6,11.306251,0.2,9.449572,Ile-de-France,0,Open-Meteo
2021-04-20 22:00:00,17.35,3.8,11.262501,0.70000005,19.083395,Ile-de-France,0,Open-Meteo
2021-04-21 22:00:00,16.05,5.35,10.793751,0.0,19.134262,Ile-de-France,0,Open-Meteo
2021-04-22 22:00:00,18.0,4.15,11.241666,0.0,17.551615,Ile-de-France,0,Open-Meteo
2021-04-23 22:00:00,18.95,4.7,12.127083,0.0,18.79255,Ile-de-France,0,Open-Meteo
2021-04-24 22:00:00,16.25,6.25,11.187501,0.0,27.248455,Ile-de-France,0,Open-Meteo
2021-04-25 22:00:00,17.7,4.8,11.3,0.0,23.333443,Ile-de-France,0,Open-Meteo
2021-04-26 22:00:00,18.3,3.85,11.483334,0.0,15.408671,Ile-de-France,0,Open-Meteo
2021-04-27 22:00:00,18.9,6.8,11.83125,0.7,19.296133,Ile-de-France,0,Open-Meteo
2021-04-28 22:00:00,13.45,6.35,9.797915,0.8000001,15.856354,Ile-de-France,0,Open-Meteo
2021-04-29 22:00:00,13.45,4.95,9.268749,0.1,13.217443,Ile-de-France,0,Open-Meteo
2021-04-30 22:00:00,10.5,6.7,8.504167,3.5000002,11.966954,Ile-de-France,0,Open-Meteo
2021-05-01 22:00:00,13.2,3.55,8.529166,1.7000002,11.983188,Ile-de-France,0,Open-Meteo
2021-05-02 22:00:00,16.4,3.4,10.364583,0.0,25.96995,Ile-de-France,0,Open-Meteo
2021-05-03 22:00:00,13.55,8.85,10.997917,2.8000002,33.933697,Ile-de-France,0,Open-Meteo
2021-05-04 22:00:00,13.05,5.7,8.897916,2.0,25.14852,Ile-de-France,0,Open-Meteo
2021-05-05 22:00:00,10.75,6.5,8.349999,5.8999996,17.174677,Ile-de-France,0,Open-Meteo
2021-05-06 22:00:00,14.85,3.95,9.777084,0.1,13.009903,Ile-de-France,0,Open-Meteo
2021-05-07 22:00:00,20.9,7.9,13.9375,0.6,27.06472,Ile-de-France,0,Open-Meteo
2021-05-08 22:00:00,26.25,13.55,18.799997,0.5,30.75209,Ile-de-France,0,Open-Meteo
2021-05-09 22:00:00,18.05,11.5,15.01875,4.8999996,25.071098,Ile-de-France,0,Open-Meteo
2021-05-10 22:00:00,15.45,8.2,12.245834,0.70000005,19.164717,Ile-de-France,0,Open-Meteo
2021-05-11 22:00:00,15.55,7.3,11.558334,1.3000001,16.263872,Ile-de-France,0,Open-Meteo
2021-05-12 22:00:00,15.35,8.25,11.424999,4.0999994,21.611998,Ile-de-France,0,Open-Meteo
2021-05-13 22:00:00,14.0,7.1,10.470833,1.5000001,22.702845,Ile-de-France,0,Open-Meteo
2021-05-14 22:00:00,15.5,8.65,11.456249,3.9999995,25.772078,Ile-de-France,0,Open-Meteo
2021-05-15 22:00:00,16.35,9.0,12.308333,6.700001,24.063513,Ile-de-France,0,Open-Meteo
2021-05-16 22:00:00,15.05,9.65,12.04375,5.2,27.834309,Ile-de-France,0,Open-Meteo
2021-05-17 22:00:00,15.6,8.55,11.966667,0.8000001,18.36353,Ile-de-France,0,Open-Meteo
2021-05-18 22:00:00,14.5,8.65,11.23125,5.2999997,25.772078,Ile-de-France,0,Open-Meteo
2021-05-19 22:00:00,17.0,5.95,12.002083,0.0,28.006058,Ile-de-France,0,Open-Meteo
2021-05-20 22:00:00,16.45,11.05,13.591666,0.4,32.854805,Ile-de-France,0,Open-Meteo
2021-05-21 22:00:00,16.2,9.3,12.214584,2.6,35.04596,Ile-de-France,0,Open-Meteo
2021-05-22 22:00:00,16.3,7.6,12.337501,0.1,25.140787,Ile-de-France,0,Open-Meteo
2021-05-23 22:00:00,15.8,9.7,12.239585,5.2,30.430117,Ile-de-France,0,Open-Meteo
2021-05-24 22:00:00,15.1,7.45,11.210418,2.5000002,28.357857,Ile-de-France,0,Open-Meteo
2021-05-25 22:00:00,14.5,9.85,11.720833,8.500001,28.08,Ile-de-France,0,Open-Meteo
2021-05-26 22:00:00,18.25,5.7,12.989582,0.0,7.9932966,Ile-de-France,0,Open-Meteo
2021-05-27 22:00:00,20.5,9.0,14.704166,0.0,15.03835,Ile-de-France,0,Open-Meteo
2021-05-28 22:00:00,21.4,9.25,15.8395815,0.0,18.59845,Ile-de-France,0,Open-Meteo
2021-05-29 22:00:00,22.0,10.6,16.683332,0.0,16.135872,Ile-de-France,0,Open-Meteo
2021-05-30 22:00:00,23.2,10.5,17.477083,0.0,18.64369,Ile-de-France,0,Open-Meteo
2021-05-31 22:00:00,26.45,10.15,19.033333,0.0,13.397612,Ile-de-France,0,Open-Meteo
2021-06-01 22:00:00,26.0,13.7,19.939583,3.1,21.897945,Ile-de-France,0,Open-Meteo
2021-06-02 22:00:00,25.7,16.85,20.643751,2.5,10.315115,Ile-de-France,0,Open-Meteo
2021-06-03 22:00:00,20.6,14.75,17.231249,11.499999,16.870138,Ile-de-France,0,Open-Meteo
2021-06-04 22:00:00,19.8,13.5,16.454168,0.4,18.335276,Ile-de-France,0,Open-Meteo
2021-06-05 22:00:00,21.6,11.2,16.989584,0.0,14.003029,Ile-de-France,0,Open-Meteo
2021-06-06 22:00:00,22.15,13.35,18.05625,0.0,12.224107,Ile-de-France,0,Open-Meteo
2021-06-07 22:00:00,24.05,12.1,18.541666,0.0,12.641076,Ile-de-France,0,Open-Meteo
2021-06-08 22:00:00,26.0,12.95,20.056252,0.0,10.685391,Ile-de-France,0,Open-Meteo
2021-06-09 22:00:00,25.8,15.25,20.672915,0.0,14.372974,Ile-de-France,0,Open-Meteo
2021-06-10 22:00:00,25.4,14.1,20.304165,0.1,15.7908325,Ile-de-France,0,Open-Meteo
2021-06-11 22:00:00,23.35,14.6,19.139584,0.0,18.514643,Ile-de-France,0,Open-Meteo
2021-06-12 22:00:00,25.5,14.0,19.908335,0.0,14.973577,Ile-de-France,0,Open-Meteo
2021-06-13 22:00:00,29.55,12.45,21.695831,0.0,15.646544,Ile-de-France,0,Open-Meteo
2021-06-14 22:00:00,29.15,15.6,22.920832,0.0,15.0038395,Ile-de-France,0,Open-Meteo
2021-06-15 22:00:00,31.9,17.2,25.25625,0.0,12.620554,Ile-de-France,0,Open-Meteo
2021-06-16 22:00:00,28.4,20.25,23.987501,6.5,20.380579,Ile-de-France,0,Open-Meteo
2021-06-17 22:00:00,26.05,19.1,22.081251,3.9999998,30.45566,Ile-de-France,0,Open-Meteo
2021-06-18 22:00:00,24.45,16.15,20.041666,8.7,11.841756,Ile-de-France,0,Open-Meteo
2021-06-19 22:00:00,23.55,15.35,19.416666,0.9,20.68356,Ile-de-France,0,Open-Meteo
2021-06-20 22:00:00,23.5,16.6,19.627083,1.2,13.891522,Ile-de-France,0,Open-Meteo
2021-06-21 22:00:00,20.4,13.7,16.008333,10.3,21.749481,Ile-de-France,0,Open-Meteo
2021-06-22 22:00:00,16.85,12.45,14.55,0.5,18.345877,Ile-de-France,0,Open-Meteo
2021-06-23 22:00:00,19.3,12.0,15.227081,0.0,14.618837,Ile-de-France,0,Open-Meteo
2021-06-24 22:00:00,21.8,9.75,15.664582,11.099999,12.096214,Ile-de-France,0,Open-Meteo
2021-06-25 22:00:00,20.55,14.8,17.422916,9.8,13.570615,Ile-de-France,0,Open-Meteo
2021-06-26 22:00:00,21.25,16.35,18.520834,6.8999996,11.91812,Ile-de-France,0,Open-Meteo
2021-06-27 22:00:00,22.0,15.6,18.241667,5.2,12.313894,Ile-de-France,0,Open-Meteo
2021-06-28 22:00:00,18.7,12.05,15.325,4.6,10.630672,Ile-de-France,0,Open-Meteo
2021-06-29 22:00:00,17.85,13.55,15.195834,3.3999999,15.696165,Ile-de-France,0,Open-Meteo
2021-06-30 22:00:00,21.0,11.75,16.504168,0.1,10.948973,Ile-de-France,0,Open-Meteo
2021-07-01 22:00:00,24.55,12.35,19.218752,0.90000004,7.9932966,Ile-de-France,0,Open-Meteo
2021-07-02 22:00:00,23.3,17.0,20.185415,1.0000001,13.979872,Ile-de-France,0,Open-Meteo
2021-07-03 22:00:00,21.7,15.4,17.62708,16.3,17.81909,Ile-de-France,0,Open-Meteo
2021-07-04 22:00:00,21.35,14.75,17.812498,5.0,18.335276,Ile-de-France,0,Open-Meteo
2021-07-05 22:00:00,20.6,15.65,18.450003,3.6,34.75445,Ile-de-France,0,Open-Meteo
2021-07-06 22:00:00,20.6,14.15,17.256248,0.70000005,15.778516,Ile-de-France,0,Open-Meteo
2021-07-07 22:00:00,20.6,13.05,17.366665,0.70000005,13.358861,Ile-de-France,0,Open-Meteo
2021-07-08 22:00:00,20.75,14.6,17.764582,0.1,6.696387,Ile-de-France,0,Open-Meteo
2021-07-09 22:00:00,19.35,14.85,17.233332,3.2,11.792404,Ile-de-France,0,Open-Meteo
2021-07-10 22:00:00,22.45,11.4,17.9125,0.4,9.178235,Ile-de-France,0,Open-Meteo
2021-07-11 22:00:00,22.15,14.6,17.8375,11.500002,14.973577,Ile-de-France,0,Open-Meteo
2021-07-12 22:00:00,18.35,15.25,16.660418,24.8,17.10284,Ile-de-France,0,Open-Meteo
2021-07-13 22:00:00,19.75,15.0,17.020834,7.9999995,27.41678,Ile-de-France,0,Open-Meteo
2021-07-14 22:00:00,22.95,16.55,19.689583,0.0,26.302181,Ile-de-France,0,Open-Meteo
2021-07-15 22:00:00,19.25,15.25,17.214582,0.2,18.228943,Ile-de-France,0,Open-Meteo
2021-07-16 22:00:00,22.75,13.65,18.316668,0.0,16.992609,Ile-de-France,0,Open-Meteo
2021-07-17 22:00:00,27.3,15.7,21.383331,0.0,22.702845,Ile-de-France,0,Open-Meteo
2021-07-18 22:00:00,27.9,16.5,22.404167,0.0,17.10284,Ile-de-France,0,Open-Meteo
2021-07-19 22:00:00,26.8,16.0,21.808332,0.0,13.18308,Ile-de-France,0,Open-Meteo
2021-07-20 22:00:00,27.3,15.25,21.9125,0.2,12.229406,Ile-de-France,0,Open-Meteo
2021-07-21 22:00:00,27.35,16.3,22.227083,0.0,15.277749,Ile-de-France,0,Open-Meteo
2021-07-22 22:00:00,28.9,16.1,22.81875,0.0,20.163212,Ile-de-France,0,Open-Meteo
2021-07-23 22:00:00,25.1,17.8,21.574999,0.4,18.59845,Ile-de-France,0,Open-Meteo
2021-07-24 22:00:00,21.65,16.8,18.727083,9.8,23.241617,Ile-de-France,0,Open-Meteo
2021-07-25 22:00:00,22.8,15.15,18.53333,3.4000003,15.124284,Ile-de-France,0,Open-Meteo
2021-07-26 22:00:00,19.4,16.9,17.885416,5.4999995,19.878391,Ile-de-France,0,Open-Meteo
2021-07-27 22:00:00,22.25,15.65,18.725002,0.2,24.590923,Ile-de-France,0,Open-Meteo
2021-07-28 22:00:00,21.45,14.1,18.408335,0.0,19.803272,Ile-de-France,0,Open-Meteo
2021-07-29 22:00:00,22.5,14.7,18.49375,0.1,28.8,Ile-de-France,0,Open-Meteo
2021-07-30 22:00:00,21.65,13.55,17.80625,0.2,18.25026,Ile-de-France,0,Open-Meteo
2021-07-31 22:00:00,22.3,13.6,17.833334,0.8000001,15.542662,Ile-de-France,0,Open-Meteo
2021-08-01 22:00:00,21.9,13.8,17.683332,3.1999998,15.725037,Ile-de-France,0,Open-Meteo
2021-08-02 22:00:00,18.7,13.75,16.210419,2.0000002,18.0,Ile-de-France,0,Open-Meteo
2021-08-03 22:00:00,19.05,11.25,15.570832,4.6,6.489992,Ile-de-France,0,Open-Meteo
2021-08-04 22:00:00,22.2,14.2,18.062498,1.2,23.933907,Ile-de-France,0,Open-Meteo
2021-08-05 22:00:00,21.75,15.5,18.54375,1.0,28.40124,Ile-de-France,0,Open-Meteo
2021-08-06 22:00:00,21.7,13.3,17.50625,1.3000001,31.65135,Ile-de-France,0,Open-Meteo
2021-08-07 22:00:00,20.95,12.85,17.139584,0.1,26.807312,Ile-de-France,0,Open-Meteo
2021-08-08 22:00:00,21.6,13.85,17.495832,0.70000005,22.66857,Ile-de-France,0,Open-Meteo
2021-08-09 22:00:00,23.7,15.45,19.281252,1.9000001,15.542662,Ile-de-France,0,Open-Meteo
2021-08-10 22:00:00,24.75,13.95,19.797916,0.0,9.585739,Ile-de-France,0,Open-Meteo
2021-08-11 22:00:00,28.85,13.95,21.549997,0.0,11.480557,Ile-de-France,0,Open-Meteo
2021-08-12 22:00:00,27.05,15.95,21.362497,0.0,13.708391,Ile-de-France,0,Open-Meteo
2021-08-13 22:00:00,28.25,14.35,21.377083,0.0,9.0645685,Ile-de-France,0,Open-Meteo
2021-08-14 22:00:00,29.8,17.0,22.474998,0.1,23.219301,Ile-de-France,0,Open-Meteo
2021-08-15 22:00:00,20.6,15.4,18.170832,1.3000001,25.812277,Ile-de-France,0,Open-Meteo
2021-08-16 22:00:00,19.1,12.4,16.570833,0.2,20.192118,Ile-de-France,0,Open-Meteo
2021-08-17 22:00:00,20.95,15.75,17.968752,0.8000001,16.766108,Ile-de-France,0,Open-Meteo
2021-08-18 22:00:00,20.0,14.5,17.447916,0.1,12.57426,Ile-de-France,0,Open-Meteo
2021-08-19 22:00:00,22.85,13.75,18.800001,0.0,8.854829,Ile-de-France,0,Open-Meteo
2021-08-20 22:00:00,26.15,14.65,20.231249,0.1,17.294992,Ile-de-France,0,Open-Meteo
2021-08-21 22:00:00,21.05,15.35,18.477085,0.4,21.841648,Ile-de-France,0,Open-Meteo
2021-08-22 22:00:00,21.0,14.85,18.00208,0.5,20.523157,Ile-de-France,0,Open-Meteo
2021-08-23 22:00:00,23.35,14.25,18.808332,0.0,24.696102,Ile-de-France,0,Open-Meteo
2021-08-24 22:00:00,23.85,12.75,18.520832,0.0,19.862083,Ile-de-France,0,Open-Meteo
2021-08-25 22:00:00,20.4,12.25,16.550003,0.2,20.008356,Ile-de-France,0,Open-Meteo
2021-08-26 22:00:00,20.85,12.8,16.977083,0.0,17.414474,Ile-de-France,0,Open-Meteo
2021-08-27 22:00:00,20.3,11.05,16.124998,0.70000005,18.59845,Ile-de-France,0,Open-Meteo
2021-08-28 22:00:00,18.9,12.35,16.116667,0.5,19.008547,Ile-de-France,0,Open-Meteo
2021-08-29 22:00:00,21.45,13.8,17.520834,0.4,22.553934,Ile-de-France,0,Open-Meteo
2021-08-30 22:00:00,22.25,14.55,18.039585,0.2,19.734436,Ile-de-France,0,Open-Meteo
2021-08-31 22:00:00,22.5,13.9,17.460417,0.0,22.401142,Ile-de-France,0,Open-Meteo
2021-09-01 22:00:00,24.55,11.6,17.972916,0.0,18.775303,Ile-de-France,0,Open-Meteo
2021-09-02 22:00:00,26.95,12.6,19.710417,0.5,11.457958,Ile-de-France,0,Open-Meteo
2021-09-03 22:00:00,25.7,16.95,20.725,2.1,10.948973,Ile-de-France,0,Open-Meteo
2021-09-04 22:00:00,27.55,17.55,21.662497,0.8000001,12.538134,Ile-de-France,0,Open-Meteo
2021-09-05 22:00:00,28.2,14.95,21.891668,0.0,12.538134,Ile-de-France,0,Open-Meteo
2021-09-06 22:00:00,29.1,14.9,22.256248,0.0,18.844202,Ile-de-France,0,Open-Meteo
2021-09-07 22:00:00,30.1,17.1,23.254168,0.0,14.404499,Ile-de-France,0,Open-Meteo
2021-09-08 22:00:00,26.15,18.25,22.095835,2.3,17.713316,Ile-de-France,0,Open-Meteo
2021-09-09 22:00:00,22.3,17.25,19.512499,10.2,13.684735,Ile-de-France,0,Open-Meteo
2021-09-10 22:00:00,21.35,14.05,17.795835,0.0,17.298738,Ile-de-France,0,Open-Meteo
2021-09-11 22:00:00,21.6,13.8,17.316664,0.0,7.6367526,Ile-de-France,0,Open-Meteo
2021-09-12 22:00:00,25.7,11.75,18.558332,0.0,13.684735,Ile-de-France,0,Open-Meteo
2021-09-13 22:00:00,24.7,17.55,20.031248,11.400001,14.440443,Ile-de-France,0,Open-Meteo
2021-09-14 22:00:00,21.65,15.6,18.90417,20.2,18.218275,Ile-de-France,0,Open-Meteo
