date,ambroisie_conc,armoise_conc,aulne_conc,autres_conc,bouleau_conc,graminees_conc,olivier_conc,source,annee
2021-02-09,0.02333333333333333,0.0,13.238979591836735,16.621764705882352,0.025517241379310343,0.3228125,0.0,RNSA,2021
2021-02-10,0.0,0.0,17.4956,39.498888888888885,0.0,0.12518518518518518,0.0,RNSA,2021
2021-02-11,0.0,0.023214285714285715,28.888979591836733,43.551225490196074,0.0,0.27499999999999997,0.0,RNSA,2021
2021-02-12,0.0,0.0,37.35625,41.200721649484535,0.1325925925925926,0.263448275862069,0.0,RNSA,2021
2021-02-13,0.0,0.0,28.24086956521739,23.033967391304348,0.027407407407407408,0.5051724137931035,0.0,RNSA,2021
2021-02-14,0.0,0.0,23.703555555555557,20.72822580645161,0.10592592592592592,0.3516666666666667,0.0,RNSA,2021
2021-02-15,0.02413793103448276,0.0,26.551399999999997,33.99729857819905,0.1767857142857143,0.8377419354838709,0.0,RNSA,2021
2021-02-16,0.024999999999999998,0.024074074074074074,38.838596491228074,49.56513636363636,0.2074074074074074,0.6421212121212122,0.0,RNSA,2021
2021-02-17,0.02413793103448276,0.024074074074074074,72.00745762711864,81.58135245901639,0.15068965517241378,0.9805882352941178,0.0,RNSA,2021
2021-02-18,0.09000000000000001,0.0,102.0459649122807,116.92706140350877,0.23,0.906,0.0,RNSA,2021
2021-02-19,0.0,0.024074074074074074,85.29719298245614,109.91535269709543,0.14851851851851852,0.89,0.0,RNSA,2021
2021-02-20,0.024999999999999998,0.0,148.7256896551724,166.17995833333333,0.1037037037037037,1.3458536585365855,0.0,RNSA,2021
2021-02-21,0.0,0.0,130.14214285714286,190.39502164502164,0.31923076923076926,1.304857142857143,0.0,RNSA,2021
2021-02-22,0.023214285714285715,0.0,86.14518518518518,72.03231441048035,1.0517857142857143,0.5086486486486487,0.0,RNSA,2021
2021-02-23,0.022413793103448276,0.04793103448275862,178.5261403508772,85.82795833333333,1.0675862068965518,0.705,0.0,RNSA,2021
2021-02-24,0.0,0.0,101.94473684210527,108.69058091286307,0.09666666666666666,1.4997222222222222,0.0,RNSA,2021
2021-02-25,0.0,0.05068965517241379,88.01263157894738,79.99436734693877,0.5276666666666666,1.4138461538461538,0.08666666666666667,RNSA,2021
2021-02-26,0.02482758620689655,0.022413793103448276,95.05499999999999,105.12380952380953,0.158,1.5130555555555556,0.0,RNSA,2021
2021-02-27,0.0,0.0,130.31017857142857,108.35959839357429,0.10233333333333333,1.0446341463414635,0.0,RNSA,2021
2021-02-28,0.0,0.0,63.28272727272728,49.573760330578516,0.07285714285714286,0.9368421052631579,0.02413793103448276,RNSA,2021
2021-03-01,0.023214285714285715,0.0,45.29245614035088,54.63839506172839,0.22714285714285712,0.7966666666666666,0.0,RNSA,2021
2021-03-02,0.017857142857142856,0.024999999999999998,23.06543859649123,56.18551440329218,0.29137931034482756,1.5758823529411765,0.0,RNSA,2021
2021-03-03,0.0,0.023214285714285715,15.051607142857142,28.75808163265306,0.12482758620689656,0.91,0.0,RNSA,2021
2021-03-04,0.023571428571428573,0.0,19.469259259259257,30.247272727272726,0.04655172413793104,0.6818918918918919,0.0,RNSA,2021
2021-03-05,0.0,0.023214285714285715,24.857758620689655,82.13236947791164,0.14586206896551723,0.9282051282051282,0.0,RNSA,2021
2021-03-06,0.0,0.0,25.76719298245614,48.77198347107438,0.25142857142857145,0.9966666666666667,0.0,RNSA,2021
2021-03-07,0.0,0.0,11.539423076923079,35.197124463519316,0.025714285714285714,1.168,0.0,RNSA,2021
2021-03-08,0.0,0.0,13.681896551724138,29.4786,0.13499999999999998,0.8356410256410257,0.0,RNSA,2021
2021-03-09,0.0,0.0,12.094545454545454,47.17393162393163,0.20551724137931035,0.7994594594594595,0.0,RNSA,2021
2021-03-10,0.0,0.0,10.253392857142858,24.623807531380752,0.3706451612903226,1.0385,0.0,RNSA,2021
2021-03-11,0.0,0.0,13.937321428571428,47.8301968503937,0.3167741935483871,0.9676190476190476,0.0,RNSA,2021
2021-03-12,0.0,0.0,4.306034482758621,48.12285123966942,0.025517241379310343,0.6846341463414635,0.0,RNSA,2021
2021-03-13,0.017241379310344827,0.0,4.571428571428571,37.53286885245902,0.38545454545454544,0.8253488372093024,0.0,RNSA,2021
2021-03-14,0.0,0.0,2.9334615384615383,25.668842592592593,0.13642857142857143,0.6097142857142858,0.0,RNSA,2021
2021-03-15,0.0,0.0,4.320377358490567,10.703029045643152,0.648235294117647,0.582972972972973,0.0,RNSA,2021
2021-03-16,0.0,0.0,4.835593220338983,16.044999999999998,0.5878947368421052,0.839047619047619,0.0303125,RNSA,2021
2021-03-17,0.0,0.0,4.928275862068965,15.25608695652174,0.4951428571428571,1.3830434782608696,0.0,RNSA,2021
2021-03-18,0.0,0.0,2.770188679245283,10.519541666666667,0.351764705882353,1.1035,0.0,RNSA,2021
2021-03-19,0.0,0.0,3.9394117647058824,8.185472440944883,0.7358823529411764,0.632,0.0,RNSA,2021
2021-03-20,0.040625,0.0,3.9025925925925926,10.521093117408906,0.5879411764705882,0.9326829268292683,0.0,RNSA,2021
2021-03-21,0.0,0.0,2.4644827586206897,12.97488,0.25617647058823534,0.9482222222222223,0.0,RNSA,2021
2021-03-22,0.0,0.0,1.9845283018867923,16.104054054054053,1.961025641025641,1.090625,0.028529411764705883,RNSA,2021
2021-03-23,0.0,0.0,1.5825454545454547,22.428773946360153,1.9217777777777778,1.530625,0.0,RNSA,2021
2021-03-24,0.019444444444444445,0.0,2.275087719298246,39.400289855072465,3.9739999999999998,1.286470588235294,0.027714285714285712,RNSA,2021
2021-03-25,0.0,0.0,2.3124137931034485,37.484848484848484,2.888076923076923,1.3328846153846154,0.1322222222222222,RNSA,2021
2021-03-26,0.02,0.0,1.8349056603773586,33.66011320754717,5.688076923076922,1.5212,0.05742857142857142,RNSA,2021
2021-03-27,0.01911764705882353,0.0,1.5265306122448978,36.95119691119692,3.059423076923077,0.9694230769230768,0.0,RNSA,2021
2021-03-28,0.0,0.0,1.7611320754716981,28.365880149812735,7.199791666666666,1.5357692307692308,0.0,RNSA,2021
2021-03-29,0.013157894736842105,0.0,1.1390740740740741,44.531056338028165,24.878412698412696,1.8492857142857144,0.0,RNSA,2021
2021-03-30,0.0232258064516129,0.0,0.892093023255814,65.61414179104477,50.75606557377049,2.442037037037037,0.0,RNSA,2021
2021-03-31,0.0,0.0,1.4743478260869565,79.09386029411765,86.25625,2.9812280701754386,0.0,RNSA,2021
2021-04-01,0.0,0.0,1.76,83.63370229007633,200.68983606557376,2.790909090909091,0.12903225806451613,RNSA,2021
2021-04-02,0.0,0.0,2.0044444444444447,72.91386973180077,225.51819672131148,3.3334545454545457,0.0,RNSA,2021
2021-04-03,0.0,0.0,1.1922222222222223,55.204921259842514,99.15583333333333,3.2325454545454546,0.023666666666666666,RNSA,2021
2021-04-04,0.0,0.0,1.2461363636363636,29.417611336032387,31.1615,1.9584313725490194,0.08499999999999999,RNSA,2021
2021-04-05,0.021818181818181816,0.0,1.6372499999999999,40.19935622317597,33.48925925925926,2.1482978723404256,0.0,RNSA,2021
2021-04-06,0.05175,0.0,1.3041304347826088,18.31216911764706,27.42360655737705,1.5529090909090908,0.054615384615384614,RNSA,2021
2021-04-07,0.0,0.0,0.4527083333333333,10.40022641509434,13.731129032258066,1.209423076923077,0.10600000000000001,RNSA,2021
2021-04-08,0.01875,0.0,0.5062222222222222,14.433370786516853,15.460491803278689,1.842641509433962,0.0,RNSA,2021
2021-04-09,0.0165,0.0165,1.0332608695652175,34.8474074074074,33.30711864406779,3.190892857142857,0.071,RNSA,2021
2021-04-10,0.0,0.0,0.7913953488372093,24.399185185185186,18.81762711864407,1.4003846153846156,0.0,RNSA,2021
2021-04-11,0.0,0.0,0.4737777777777778,23.86366037735849,17.038070175438595,1.2234615384615384,0.033999999999999996,RNSA,2021
2021-04-12,0.0,0.0,0.4424489795918367,8.34309090909091,24.299508196721312,1.222,0.0,RNSA,2021
2021-04-13,0.0,0.0,0.41612244897959183,7.890285714285715,21.023709677419355,1.3705172413793103,0.030869565217391304,RNSA,2021
2021-04-14,0.015476190476190477,0.015476190476190477,0.5676086956521739,8.081315789473685,36.105,2.204385964912281,0.08428571428571428,RNSA,2021
2021-04-15,0.0,0.0,0.6925531914893617,7.554223826714801,29.94761904761905,1.7357627118644068,0.10777777777777776,RNSA,2021
2021-04-16,0.0,0.0,0.511,5.9216014234875445,33.50333333333334,2.1736666666666666,0.061136363636363635,RNSA,2021
2021-04-17,0.0,0.0,1.0417021276595746,6.342071428571429,47.29523809523809,2.692,0.059111111111111114,RNSA,2021
2021-04-18,0.0,0.0,0.9495744680851065,6.760425531914894,57.044761904761906,2.3138709677419356,0.0,RNSA,2021
2021-04-19,0.0,0.0,0.6063829787234043,8.59338078291815,31.735,2.7886206896551724,0.016136363636363636,RNSA,2021
2021-04-20,0.0,0.0,0.773125,14.054157706093191,32.52206349206349,4.052698412698413,0.10868421052631579,RNSA,2021
2021-04-21,0.0,0.0,1.0529545454545455,16.407072243346008,57.341967213114756,4.640689655172414,0.07421052631578946,RNSA,2021
2021-04-22,0.013888888888888888,0.0,1.4465116279069767,12.523636363636363,86.11365079365079,5.450161290322581,0.1464864864864865,RNSA,2021
2021-04-23,0.0,0.0,0.644090909090909,13.405310077519381,55.34112903225807,8.375964912280702,0.10558823529411765,RNSA,2021
2021-04-24,0.0,0.0,0.6871428571428572,16.7545,45.7627868852459,10.822586206896553,0.14166666666666666,RNSA,2021
2021-04-25,0.0,0.0,0.7923809523809524,13.459689922480619,59.82419354838709,11.32,0.07388888888888889,RNSA,2021
2021-04-26,0.0,0.0,0.5166666666666666,8.223830645161291,31.78185185185185,6.810526315789473,0.5387804878048781,RNSA,2021
2021-04-27,0.0,0.0,0.3361904761904762,5.027848605577689,27.35607142857143,6.420357142857143,0.5366666666666666,RNSA,2021
2021-04-28,0.0,0.0,0.28317073170731705,5.934545454545455,19.83684210526316,7.823103448275862,0.23166666666666663,RNSA,2021
2021-04-29,0.054000000000000006,0.0,0.2634090909090909,3.0707317073170732,9.372545454545454,4.007796610169492,0.9765909090909091,RNSA,2021
2021-04-30,0.01625,0.0,0.16,2.0410756972111557,6.256851851851852,4.027758620689656,2.2919565217391304,RNSA,2021
2021-05-01,0.0,0.0,0.1641860465116279,2.06375,3.606111111111111,3.5880701754385966,0.47795454545454547,RNSA,2021
2021-05-02,0.0,0.0,0.13295454545454544,2.30652,4.286428571428571,5.751639344262295,0.5443181818181819,RNSA,2021
2021-05-03,0.0,0.0,0.3193333333333333,3.082578125,10.648545454545454,10.202380952380953,0.3271428571428571,RNSA,2021
2021-05-04,0.0,0.01875,0.45681818181818185,5.141846153846155,5.789322033898305,12.63936507936508,0.5271739130434783,RNSA,2021
2021-05-05,0.0,0.0,0.294390243902439,4.287607843137255,2.61280701754386,8.065,0.6797826086956522,RNSA,2021
2021-05-06,0.01846153846153846,0.0,0.15767441860465115,2.955390625,1.9326923076923077,5.838709677419355,0.8179166666666666,RNSA,2021
2021-05-07,0.0,0.05388888888888889,0.07305555555555555,2.564366812227074,1.8597777777777778,6.240967741935484,0.9140476190476191,RNSA,2021
2021-05-08,0.0,0.0,0.1726829268292683,5.738040816326531,3.608947368421053,24.64359375,1.8594117647058823,RNSA,2021
2021-05-09,0.032432432432432434,0.018571428571428572,0.3285,11.413614457831324,3.6814814814814816,35.3671875,7.45962962962963,RNSA,2021
2021-05-10,0.023809523809523808,0.04731707317073171,0.10999999999999999,2.250671936758893,1.0362745098039217,10.89723076923077,2.048421052631579,RNSA,2021
2021-05-11,0.1926315789473684,0.0,0.05256410256410256,1.7911453744493393,0.9513333333333334,4.613125,1.0655102040816327,RNSA,2021
2021-05-12,0.0,0.046486486486486484,0.10512195121951219,1.5005405405405405,0.6679545454545455,9.686507936507937,0.7728260869565217,RNSA,2021
2021-05-13,0.0,0.0,0.018571428571428572,1.6164976958525348,0.2726315789473684,9.549655172413793,0.9428571428571427,RNSA,2021
2021-05-14,0.03361111111111111,0.0,0.10166666666666667,1.749326923076923,0.5037499999999999,7.97103448275862,1.1097435897435897,RNSA,2021
2021-05-15,0.0,0.13885714285714287,0.13685714285714287,1.0685365853658537,0.41205128205128205,5.9912068965517244,1.501,RNSA,2021
2021-05-16,0.0,0.0,0.02631578947368421,1.3554285714285714,0.40195121951219515,9.100357142857144,1.2449999999999999,RNSA,2021
2021-05-17,0.017368421052631578,0.0,0.12615384615384614,1.383421052631579,0.3462222222222222,11.516129032258064,1.651590909090909,RNSA,2021
2021-05-18,0.016923076923076923,0.04974358974358974,0.16199999999999998,1.3671428571428572,1.170952380952381,7.292857142857143,3.0599999999999996,RNSA,2021
2021-05-19,0.0,0.0,0.09416666666666668,1.2240654205607475,0.2773170731707317,10.071833333333332,2.6109302325581396,RNSA,2021
2021-05-20,0.0,0.0,0.0618421052631579,1.7211267605633804,0.5263414634146341,22.80816666666667,4.201363636363637,RNSA,2021
2021-05-21,0.03684210526315789,0.020833333333333332,0.13999999999999999,2.2484507042253523,0.5407317073170732,21.265901639344264,6.271836734693878,RNSA,2021
2021-05-22,0.0,0.0,0.07416666666666666,0.9076076555023923,0.2939473684210526,11.471290322580646,5.131395348837209,RNSA,2021
2021-05-23,0.0,0.0,0.03108108108108108,1.0804306220095694,0.14256410256410257,17.82483870967742,5.256086956521739,RNSA,2021
2021-05-24,0.0,0.0,0.04743589743589744,1.1876811594202898,0.16195121951219513,16.43438596491228,5.297999999999999,RNSA,2021
2021-05-25,0.0,0.015853658536585366,0.1135,0.5819026548672566,0.2374418604651163,10.494126984126984,4.107333333333333,RNSA,2021
2021-05-26,0.0,0.01875,0.04390243902439025,1.0224890829694324,0.13374999999999998,28.092031249999998,13.02265306122449,RNSA,2021
2021-05-27,0.0,0.06261904761904762,0.0,1.8438934426229507,0.1815909090909091,43.73522388059702,18.595769230769232,RNSA,2021
2021-05-28,0.015714285714285715,0.032790697674418605,0.046511627906976744,2.2818623481781377,0.22340909090909092,63.16850746268657,24.265272727272727,RNSA,2021
2021-05-29,0.0,0.065,0.10227272727272728,2.16198347107438,0.9429166666666667,74.76985074626866,22.763333333333335,RNSA,2021
2021-05-30,0.03476190476190476,0.051428571428571435,0.21531914893617018,1.9782786885245902,1.200408163265306,86.61328358208955,24.814074074074075,RNSA,2021
2021-05-31,0.0,0.06363636363636363,0.19755102040816325,1.7708097165991903,1.4359183673469387,79.58014925373134,20.888983050847457,RNSA,2021
2021-06-01,0.0857142857142857,0.10155555555555557,0.07522727272727273,1.9043032786885246,0.29877551020408166,100.31402985074627,21.98725806451613,RNSA,2021
2021-06-02,0.0,0.017073170731707315,0.08449999999999999,1.4488034188034187,0.2781818181818182,75.12151515151514,26.215396825396823,RNSA,2021
2021-06-03,0.0,0.05349999999999999,0.14121951219512197,1.344203539823009,0.123,75.16603174603175,31.25,RNSA,2021
2021-06-04,0.0,0.01846153846153846,0.503,1.2356363636363634,0.10878048780487805,60.679365079365084,25.220862068965516,RNSA,2021
2021-06-05,0.0,0.0,0.09874999999999999,0.9852995391705069,0.05048780487804878,81.12193548387097,7.275882352941176,RNSA,2021
2021-06-06,0.0,0.018974358974358976,0.17682926829268295,1.4210407239819005,0.04875,97.00650793650793,9.181132075471698,RNSA,2021
2021-06-07,0.0,0.0,0.19634146341463415,0.9818303571428572,0.10363636363636362,106.94575757575758,5.0269642857142856,RNSA,2021
2021-06-08,0.0,0.0,0.11238095238095237,1.0092272727272726,0.07142857142857142,128.31515625,4.845490196078432,RNSA,2021
2021-06-09,0.0,0.0,0.1,1.1563181818181818,0.05349999999999999,132.37046875,6.231960784313725,RNSA,2021
2021-06-10,0.03333333333333333,0.016923076923076923,0.41904761904761906,1.1441441441441442,0.0755,143.38,7.0894545454545455,RNSA,2021
2021-06-11,0.029487179487179487,0.01894736842105263,0.5609756097560976,0.9693953488372092,0.053157894736842105,159.0015873015873,6.133454545454545,RNSA,2021
2021-06-12,0.0,0.0,0.8262790697674419,0.8937383177570093,0.017105263157894738,147.33619047619047,5.408571428571428,RNSA,2021
2021-06-13,0.017105263157894738,0.017368421052631578,0.7841463414634146,0.9025345622119816,0.06975,157.54079365079366,4.692641509433962,RNSA,2021
2021-06-14,0.04155555555555556,0.015000000000000001,0.7306122448979592,0.7582926829268293,0.049090909090909095,131.73015151515153,3.1849090909090907,RNSA,2021
2021-06-15,0.0,0.0,1.2704,0.676204081632653,0.09755555555555556,126.49318181818181,2.524655172413793,RNSA,2021
2021-06-16,0.0,0.06409090909090909,1.262,1.1036326530612244,0.031860465116279074,118.26303030303029,4.1327118644067795,RNSA,2021
2021-06-17,0.025555555555555554,0.014772727272727272,0.8170909090909091,0.97016,0.027555555555555555,68.63015151515151,4.0216393442622955,RNSA,2021
2021-06-18,0.0,0.027777777777777776,0.6350980392156863,0.6316528925619835,0.031363636363636364,51.264848484848486,4.3566666666666665,RNSA,2021
2021-06-19,0.08755555555555555,0.05,0.4924489795918367,0.6333884297520661,0.3377272727272727,50.23892307692307,2.7016071428571427,RNSA,2021
2021-06-20,0.0,0.014772727272727272,0.3427659574468085,0.4082008368200837,0.045909090909090906,26.324615384615385,2.9273214285714286,RNSA,2021
2021-06-21,0.0,0.0,0.22020833333333334,0.3407171314741036,0.06729166666666667,21.532608695652176,1.0805357142857142,RNSA,2021
2021-06-22,0.01622222222222222,0.0,0.26644444444444443,0.4060245901639344,0.015555555555555555,18.094285714285714,0.7101999999999999,RNSA,2021
2021-06-23,0.0,0.0,0.0,0.39152466367713007,0.06,29.88485294117647,0.7923076923076924,RNSA,2021
2021-06-24,0.0,0.0,0.06190476190476191,0.46807017543859647,0.03170731707317073,58.827352941176464,1.0069230769230768,RNSA,2021
2021-06-25,0.05071428571428571,0.03170731707317073,0.07325581395348837,0.6455752212389381,0.05048780487804878,70.93029411764707,0.7721568627450981,RNSA,2021
2021-06-26,0.03463414634146341,0.0,0.12651162790697673,0.5393886462882096,0.0,73.19529411764705,0.7251111111111112,RNSA,2021
2021-06-27,0.0,0.011904761904761904,0.13953488372093023,0.8139473684210526,0.0651219512195122,39.99338235294118,0.4596153846153846,RNSA,2021
2021-06-28,0.03302325581395349,0.0,0.09888888888888889,0.4958974358974359,0.0,21.81385714285714,0.9890196078431372,RNSA,2021
2021-06-29,0.01697674418604651,0.011363636363636364,0.04674418604651162,0.40905579399141634,0.030232558139534883,28.56940298507463,1.398,RNSA,2021
2021-06-30,0.0,0.0,0.015555555555555555,0.5462711864406781,0.029545454545454545,33.880869565217395,1.5325,RNSA,2021
2021-07-01,0.0,0.13204545454545455,0.04456521739130435,0.5485774058577406,0.011111111111111112,79.9550724637681,0.852127659574468,RNSA,2021
2021-07-02,0.0,0.0,0.06808510638297872,0.6095491803278688,0.030681818181818185,82.23768115942029,0.5536,RNSA,2021
2021-07-03,0.0,0.04795454545454545,0.04431818181818182,0.4810788381742738,0.014772727272727272,36.96333333333333,0.7279166666666667,RNSA,2021
2021-07-04,0.0,0.0,0.029545454545454545,0.31293617021276593,0.029545454545454545,17.381044776119403,0.4524489795918368,RNSA,2021
2021-07-05,0.0,0.029545454545454545,0.09717391304347828,0.3189495798319328,0.014772727272727272,37.31074626865672,0.5715217391304348,RNSA,2021
2021-07-06,0.03512195121951219,0.016666666666666666,0.016666666666666666,0.5371555555555556,0.0,21.881940298507462,0.47340909090909095,RNSA,2021
2021-07-07,0.0,0.036,0.016666666666666666,0.3357674418604651,0.0,21.44393939393939,0.4153658536585366,RNSA,2021
2021-07-08,0.016666666666666666,0.0,0.0,0.4379523809523809,0.016666666666666666,18.529848484848486,0.5197619047619048,RNSA,2021
2021-07-09,0.0,0.017948717948717947,0.029743589743589746,0.3099029126213592,0.03461538461538462,24.209545454545452,0.48642857142857143,RNSA,2021
2021-07-10,0.034999999999999996,0.07051282051282051,0.05358974358974359,0.3605392156862745,0.0,24.275000000000002,0.22609756097560973,RNSA,2021
2021-07-11,0.07307692307692308,0.039473684210526314,0.0,0.21482926829268292,0.017105263157894738,20.86409090909091,0.1945,RNSA,2021
2021-07-12,0.0,0.015555555555555555,0.0,0.3411297071129707,0.0,13.919701492537314,0.3829166666666666,RNSA,2021
2021-07-13,0.014772727272727272,0.03272727272727272,0.014772727272727272,0.36607758620689657,0.04431818181818182,10.417121212121211,0.2434782608695652,RNSA,2021
2021-07-14,0.016136363636363636,0.0,0.014772727272727272,0.28431623931623934,0.0,20.71047619047619,0.1953191489361702,RNSA,2021
2021-07-15,0.015777777777777776,0.04510638297872341,0.0,0.4453333333333333,0.0,29.581212121212122,0.19404255319148936,RNSA,2021
2021-07-16,0.030652173913043475,0.0778,0.04510638297872341,0.5187124463519314,0.014444444444444446,22.184,0.1346808510638298,RNSA,2021
2021-07-17,0.0,0.1125531914893617,0.0,0.4507692307692308,0.0,30.42920634920635,0.13955555555555557,RNSA,2021
2021-07-18,0.04711111111111111,0.1323913043478261,0.01681818181818182,0.43987499999999996,0.04,33.225,0.2074468085106383,RNSA,2021
2021-07-19,0.07448979591836735,0.1756862745098039,0.045,0.3354474708171206,0.014693877551020407,29.31352112676056,0.29999999999999993,RNSA,2021
2021-07-20,0.065625,0.30319148936170215,0.04456521739130435,0.4208860759493671,0.014444444444444446,30.16388888888889,0.16595744680851063,RNSA,2021
2021-07-21,0.10122448979591836,0.39551020408163273,0.0,0.3558536585365854,0.044444444444444446,29.15736111111111,0.18127659574468083,RNSA,2021
2021-07-22,0.19795918367346937,0.48490196078431375,0.016,0.26629166666666665,0.0,26.56931506849315,0.14717391304347824,RNSA,2021
2021-07-23,0.18725490196078431,0.6834,0.0,0.3879835390946502,0.024444444444444446,21.505270270270273,0.16104166666666667,RNSA,2021
2021-07-24,0.14177777777777778,0.7046000000000001,0.0,0.28384615384615386,0.060888888888888895,8.503424657534246,0.3155555555555556,RNSA,2021
2021-07-25,0.12266666666666666,1.305686274509804,0.0,0.2513502109704641,0.014772727272727272,7.830277777777777,0.20311111111111113,RNSA,2021
2021-07-26,0.11428571428571428,0.9992156862745099,0.0,0.1837394957983193,0.0,7.088309859154929,0.10739130434782608,RNSA,2021
2021-07-27,0.22895833333333335,1.5330188679245282,0.016904761904761905,0.2518666666666667,0.011627906976744186,6.996417910447761,0.24704545454545457,RNSA,2021
2021-07-28,0.13369565217391305,2.7481999999999998,0.04767441860465116,0.23536036036036037,0.0,5.972463768115943,0.11674418604651161,RNSA,2021
2021-07-29,0.20391304347826084,3.7719642857142857,0.030952380952380953,0.2910267857142857,0.015476190476190477,7.395735294117648,0.05909090909090909,RNSA,2021
2021-07-30,0.25395833333333334,5.003684210526315,0.06190476190476191,0.267,0.0,8.27536231884058,0.03255813953488372,RNSA,2021
2021-07-31,0.29130434782608694,4.117272727272727,0.03238095238095238,0.16340909090909092,0.0,6.9070769230769224,0.031818181818181815,RNSA,2021
2021-08-01,0.13543478260869565,2.716964285714286,0.015476190476190477,0.11004608294930875,0.015476190476190477,4.718333333333334,0.2659090909090909,RNSA,2021
2021-08-02,0.2876470588235294,2.9503333333333335,0.0,0.13701612903225804,0.015416666666666667,3.4971428571428573,0.096,RNSA,2021
2021-08-03,0.3569811320754717,3.1781034482758623,0.014130434782608696,0.11079166666666666,0.014130434782608696,2.836323529411765,0.06170212765957447,RNSA,2021
2021-08-04,0.2716,2.0742857142857143,0.010869565217391304,0.07690677966101694,0.0,2.3326153846153845,0.18695652173913044,RNSA,2021
