cis,nom_medicament,laboratoire,code_atc,molecule,nb_patients_ville,substance_active,pct_age_0_19_ans,pct_age_20_59_ans,pct_age_60_ans_et_plus,pct_sexe_female,pct_sexe_male,est_antihistaminique
66513085,"abasaglar 100 unités/ml, solution injectable en cartouche",eli lilly nederland bv (pay-bas),A10AE04,Insuline glargine,2000.0,insuline glargine,30.412508671754,24.2649020758845,45.3225892523613,46.5819947702652,53.4180052297347,False
64332894,"abasaglar 100 unités/ml, solution injectable en stylo prérempli",eli lilly nederland bv (pay-bas),A10AE04,Insuline glargine,100000.0,insuline glargine,2.32854263186407,27.0923355330737,70.4359906730826,46.7769723589385,53.2206545521608,False
65329132,"abecma 260 - 500 x 1 000 000 cellules, dispersion pour perfusion",bristol-myers squibb pharma (irlande),L01XL07,Idécabtagène vicleucel,,idécabtagène vicleucel,,,,,,False
60386663,"abelmoschus boiron, degré de dilution compris entre 4ch et 30ch ou entre 7dh et 60dh",boiron,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,abelmoschus pour préparations homéopathiques,,,,,,False
67397826,"abevmy 25 mg/ml, solution à diluer pour perfusion",biosimilar collaborations ireland (irlande),L01FG01,Bévacizumab,,bévacizumab,,,,,,False
60538772,"abies canadensis boiron, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",boiron,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,abies canadensis pour préparations homéopathiques,,,,,,False
65698396,"abies nigra boiron, degré de dilution compris entre 2ch à 30ch et 4dh à 60dh",boiron,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,abies nigra pour préparations homéopathiques,,,,,,False
63075735,"abies pectinata boiron, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",boiron,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,abies pectinata pour préparations homéopathiques,,,,,,False
69985792,"abies pectinata lehning, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",lehning,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,abies pectinata pour préparations homéopathiques,,,,,,False
65198099,"abilify 10 mg, comprimé",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,30000.0,aripiprazole,6.08115475114395,78.5003569908659,15.2429824036916,55.0170405984784,44.8566936666654,False
61815891,"abilify 10 mg, comprimé orodispersible",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,5000.0,aripiprazole,8.87372013651877,77.123140928228,13.9059814155103,53.4764953538775,46.4263471263795,False
64224801,"abilify 15 mg, comprimé",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,20000.0,aripiprazole,4.43577648766328,82.7008118650217,12.6972968069666,51.5143096879535,48.3847741291727,False
66791654,"abilify 15 mg, comprimé orodispersible",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,3000.0,aripiprazole,5.67137035664971,82.5817532751827,11.6357390630788,50.0016838985619,49.8871787963493,False
64055988,"abilify 1 mg/ml, solution buvable",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,9000.0,aripiprazole,42.8960817717206,41.0549561486529,16.0489620796264,53.822954129598,46.1770458704019,False
60599533,"abilify 5 mg, comprimé",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,30000.0,aripiprazole,8.69124100762288,70.3221764872106,20.8218002798574,59.3770959516003,40.5044242665658,False
69641873,"abilify 7,5 mg/ml, solution injectable",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,,aripiprazole,,,,,,False
68729480,"abilify maintena 300 mg, poudre et solvant pour suspension injectable à libération prolongée",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,6000.0,aripiprazole,5.35449314176106,85.7895117802468,8.85599507799211,46.8459339148058,53.1540660851941,False
66706942,"abilify maintena 400 mg, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,10000.0,aripiprazole,4.30997573854716,88.7649765200785,6.92504774137427,40.618565108361,59.3814348916389,False
63466449,"abilify maintena 720 mg, suspension injectable à libération prolongée en seringue préremplie",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,,aripiprazole,,,,,,False
67269958,"abilify maintena 960 mg, suspension injectable à libération prolongée en seringue préremplie",otsuka pharmaceutical netherlands (pays bas),N05AX12,Aripiprazole,,aripiprazole,,,,,,False
60621442,"abiraterone accord 500 mg, comprimé pelliculé",accord healthcare (espagne),L02BX03,Abiratérone,200.0,acétate d'abiratérone,,5.35197685631629,94.6480231436837,,100.0,False
61954108,"abiraterone acetate zydus 500 mg, comprimé pelliculé",zydus france,L02BX03,Abiratérone,100.0,acétate d'abiratérone,,5.63573883161512,94.3642611683848,,100.0,False
65731907,"abiraterone arrow 500 mg, comprimé pelliculé",eugia pharma (malta) (malte),L02BX03,Abiratérone,500.0,acétate d'abiratérone,,5.93824228028503,94.0617577197149,,100.0,False
65412934,"abiraterone biogaran 500 mg, comprimé pelliculé",biogaran,L02BX03,Abiratérone,2000.0,acétate d'abiratérone,,6.72945299238898,93.270547007611,0.0602310682801292,99.9397689317198,False
68633208,"abiraterone cristers 500 mg, comprimé pelliculé",cristers,L02BX03,Abiratérone,90.0,acétate d'abiratérone,,7.27762803234501,92.7223719676549,,100.0,False
61760740,"abiraterone eg 500 mg, comprimé pelliculé",eg labo - laboratoires eurogenerics,L02BX03,Abiratérone,400.0,acétate d'abiratérone,,6.82730923694779,93.1726907630522,,100.0,False
66460184,"abiraterone evolugen 500 mg, comprimé pelliculé",evolupharm,L02BX03,Abiratérone,60.0,acétate d'abiratérone,,5.23364485981308,94.7663551401869,,100.0,False
68478448,"abiraterone krka 500 mg, comprimé pelliculé",krka (slovenie),L02BX03,Abiratérone,100.0,acétate d'abiratérone,,5.74521232306411,94.2547876769358,,100.0,False
62375509,"abiraterone mylan 500 mg, comprimé pelliculé",mylan pharmaceuticals (irlande),L02BX03,Abiratérone,2000.0,acétate d'abiratérone,,6.83013144590495,93.169868554095,,100.0,False
67430062,"abiraterone sandoz 1000 mg, comprimé pelliculé",sandoz,L02BX03,Abiratérone,100.0,acétate d'abiratérone,,8.7719298245614,91.2280701754385,,100.0,False
67365440,"abiraterone sandoz 500 mg, comprimé pelliculé",sandoz,L02BX03,Abiratérone,800.0,acétate d'abiratérone,,6.44973852411388,93.5502614758861,,100.0,False
63001674,"abiraterone teva 500 mg, comprimé pelliculé",teva (pays-bas),L02BX03,Abiratérone,500.0,acétate d'abiratérone,,6.43948296122209,93.5605170387779,,100.0,False
65665802,"abiraterone zentiva 500 mg, comprimé pelliculé",zentiva france,L02BX03,Abiratérone,800.0,acétate d'abiratérone,,6.34897360703812,93.6510263929618,,100.0,False
68739019,"abraxane 5 mg/ml, poudre pour dispersion injectable pour perfusion",bristol-myers squibb pharma (irlande),L01CD01,Paclitaxel,,paclitaxel,,,,,,False
62082709,"abrotanum boiron, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",boiron,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,abrotanum pour préparations homéopathiques,,,,,,False
67871676,"abrotanum lehning, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",lehning,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,abrotanum pour préparations homéopathiques,,,,,,False
60990140,"abrysvo, poudre et solvant pour solution injectable. vaccin du virus respiratoire syncytial (bivalent, recombinant)",pfizer europe ma eeig (belgique),J07BX05,Vaccins du virus respiratoire syncytial,8000.0,antigène f du vrs du sous-groupe a stabilisé en forme préfusion,1.17903740842953,95.4196708520568,3.40129173951364,98.1765377335317,1.82346226646823,False
64457435,"absinthium boiron, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",boiron,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,absinthium pour préparations homéopathiques,,,,,,False
60612094,"absinthium lehning, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",lehning,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,absinthium pour préparations homéopathiques,,,,,,False
68336954,"abstral 100 microgrammes, comprimé sublingual",laboratoires grunenthal,N02AB03,Fentanyl,9000.0,citrate de fentanyl,0.204411245142078,27.428960783324,72.3060616766769,52.258618079039,47.5672538232473,False
67144513,"abstral 200 microgrammes, comprimé sublingual",laboratoires grunenthal,N02AB03,Fentanyl,3000.0,citrate de fentanyl,0.0534321233925836,33.7370427100773,66.1240337691019,48.4486873508353,51.4123891283439,False
61464150,"abstral 300 microgrammes, comprimé sublingual",laboratoires grunenthal,N02AB03,Fentanyl,600.0,citrate de fentanyl,,38.4968102073365,61.5031897926634,45.6937799043062,54.066985645933,False
60282999,"abstral 400 microgrammes, comprimé sublingual",laboratoires grunenthal,N02AB03,Fentanyl,700.0,citrate de fentanyl,,45.6543794386202,54.3456205613797,46.0940142035847,53.9059857964152,False
63451714,"abstral 600 microgrammes, comprimé sublingual",laboratoires grunenthal,N02AB03,Fentanyl,100.0,citrate de fentanyl,,48.8779803646563,51.1220196353436,44.039270687237,55.1192145862552,False
61578296,"abstral 800 microgrammes, comprimé sublingual",laboratoires grunenthal,N02AB03,Fentanyl,80.0,citrate de fentanyl,,58.7818696883852,41.2181303116147,41.3597733711048,55.5240793201133,False
64728712,"abufene 400 mg, comprimé",bouchara-recordati,G02CX,AUTRES PRODUITS GYNECOLOGIQUES,,alanine,,,,,,False
62963238,"acalypha indica boiron, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",boiron,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,acalypha indica pour préparations homéopathiques,,,,,,False
69724187,"acamprosate biogaran 333 mg, comprimé pelliculé gastro-résistant",biogaran,N07BB03,Acamprosate,80000.0,acamprosate calcique,0.13313532144647,76.4178296790301,23.4462677526573,28.0043845489233,71.9928482042105,False
60929194,"acamprosate viatris 333 mg, comprimé enrobé gastro-résistant",viatris sante,N07BB03,Acamprosate,20000.0,acamprosate calcique,0.146203310147998,75.6278206514364,24.2259760384155,28.695682625006,71.2968758891481,False
61621192,"acarbose arrow 100 mg, comprimé sécable",arrow generiques,A10BF01,Acarbose,400.0,acarbose,,13.7473620741634,86.2526379258366,46.879710581851,53.1202894181489,False
69664434,"acarbose arrow 50 mg, comprimé",arrow generiques,A10BF01,Acarbose,400.0,acarbose,,20.1516477107028,79.8483522892971,52.7850685331,47.2149314668999,False
68371745,"acarbose arrow lab 100 mg, comprimé",genevida (allemagne),A10BF01,Acarbose,4000.0,acarbose,,20.1840308696942,79.7002077767883,46.340160284951,53.5440783615316,False
63958735,"acarbose arrow lab 50 mg, comprimé",genevida (allemagne),A10BF01,Acarbose,2000.0,acarbose,,23.5681114551083,76.4318885448916,50.6750945992432,49.2647058823529,False
64127672,"acarbose biogaran 100 mg, comprimé sécable",biogaran,A10BF01,Acarbose,20000.0,acarbose,,19.3763236374638,80.3747244673034,45.2176168042529,54.7162553485758,False
69116854,"acarbose biogaran 50 mg, comprimé",biogaran,A10BF01,Acarbose,20000.0,acarbose,0.0790274160520089,22.4244020755879,77.3191315930734,49.6088391419312,50.3011988309906,False
65803331,"acarbose eg 100 mg, comprimé",eg labo - laboratoires eurogenerics,A10BF01,Acarbose,5000.0,acarbose,,18.9187369554972,80.9084584483493,47.5145312955856,52.3126641082609,False
61937888,"acarbose eg 50 mg, comprimé",eg labo - laboratoires eurogenerics,A10BF01,Acarbose,4000.0,acarbose,0.0384852216748768,20.938526272578,78.9152298850574,50.1872947454844,49.666461412151,False
67093136,"acarbose sandoz 100 mg, comprimé",sandoz,A10BF01,Acarbose,7000.0,acarbose,,18.4227204988095,81.4265403655424,44.9647989859367,54.946127888453,False
69771614,"acarbose sandoz 50 mg, comprimé",sandoz,A10BF01,Acarbose,6000.0,acarbose,,21.679976872764,78.1357279658873,49.0803310085643,50.7552487984678,False
60946941,"acarbose viatris 100 mg, comprimé sécable",viatris sante,A10BF01,Acarbose,10000.0,acarbose,,19.2231922126081,80.5344174907293,46.3766996291718,53.5276962299134,False
60989978,"acarbose viatris 50 mg, comprimé",viatris sante,A10BF01,Acarbose,10000.0,acarbose,0.0566727432441367,21.7406088541715,78.0156983498786,49.598095795827,50.2554996174589,False
67901945,"acarbose zentiva 100 mg, comprimé sécable",zentiva france,A10BF01,Acarbose,10000.0,acarbose,,23.3213293009107,76.4706396517665,50.5043441777529,49.3846476583395,False
64493666,"acarbose zentiva 50 mg, comprimé",zentiva france,A10BF01,Acarbose,9000.0,acarbose,0.0176665068268429,24.6965146505817,75.1003205209095,51.8411023900259,48.0440653155995,False
67813445,"acarizax 12 sq-hdm, lyophilisat sublingual",alk abello (danemark),V01AA03,Acariens des poussières de maison,40000.0,extrait allergénique de dermatophagoides pteronyssinus,24.944265679739,70.8998209912472,4.15591332901369,52.6576759612111,47.3423240387888,False
61823354,"accofil 12 mu/0,2 ml, solution injectable ou pour perfusion en seringue préremplie",accord healthcare (espagne),L03AA02,Filgrastim,,filgrastim,,,33.3333333333333,33.3333333333333,33.3333333333333,False
68056062,"accofil 30 mu/0,5 ml, solution injectable ou pour perfusion en seringue préremplie",accord healthcare (espagne),L03AA02,Filgrastim,1000.0,filgrastim,0.805380272334772,27.4576552640318,71.7369644636333,53.5204251079375,46.1059448688143,False
60812344,"accofil 48 mu/0,5 ml, solution injectable ou pour perfusion en seringue préremplie",accord healthcare (espagne),L03AA02,Filgrastim,400.0,filgrastim,,31.5869017632241,68.4130982367758,32.72040302267,67.0025188916876,False
63909873,"accofil 70 mu/0,73 ml, solution injectable ou pour perfusion en seringue préremplie",accord healthcare (espagne),L03AA02,Filgrastim,,filgrastim,,,,,100.0,False
67627711,"accusol 35 potassium 2 mmol/l, solution pour hémofiltration, hémodialyse et hémodiafiltration",nikkiso belgium (belgique),B05ZB,SOLUTIONS POUR HÉMOFILTRATION,,sodium (bicarbonate de),,,,,,False
61278936,"accusol 35 potassium 4 mmol/l, solution pour hémofiltration, hémodialyse et hémodiafiltration",nikkiso belgium (belgique),B05ZB,SOLUTIONS POUR HÉMOFILTRATION,,chlorure de potassium,,,,,,False
69430342,"accusol 35, solution pour hémofiltration, hémodialyse et hémodiafiltration",nikkiso belgium (belgique),B05ZB,SOLUTIONS POUR HÉMOFILTRATION,,chlorure de sodium,,,,,,False
63880820,"acebutolol almus 200 mg, comprimé pelliculé",biogaran,C07AB04,Acébutolol,4000.0,chlorhydrate d'acébutolol,,14.7220184832037,85.1782308933548,48.6166935602171,51.2835558163415,False
66904792,"acebutolol arrow 200 mg, comprimé pelliculé",arrow generiques,,,30000.0,chlorhydrate d'acébutolol,0.175353825051437,20.1606241037471,79.6082985223517,48.5352110480703,51.378670740071,False
62096139,"acebutolol arrow 400 mg, comprimé pelliculé sécable",arrow generiques,,,2000.0,chlorhydrate d'acébutolol,,21.1335656213704,78.7642276422764,57.2590011614401,42.5876887340302,False
63661520,"acebutolol arrow lab 200 mg, comprimé pelliculé sécable",arrow generiques,C07AB04,Acébutolol,6000.0,chlorhydrate d'acébutolol,0.139816072940666,15.2852444812036,84.5749394458557,48.823378822788,51.1076977609735,False
68167148,"acebutolol arrow lab 400 mg, comprimé pelliculé sécable",arrow generiques,C07AB04,Acébutolol,900.0,chlorhydrate d'acébutolol,,15.971853425385,84.0281465746149,57.4482209240573,42.5517790759426,False
65637614,"acebutolol biogaran 200 mg, comprimé pelliculé",biogaran,C07AB04,Acébutolol,100000.0,chlorhydrate d'acébutolol,0.171914325829255,17.4690930169289,82.2984295985202,48.5332939605096,51.43136619597,False
60281598,"acebutolol biogaran 400 mg, comprimé pelliculé",biogaran,C07AB04,Acébutolol,10000.0,chlorhydrate d'acébutolol,0.157092514753959,18.3341824820617,81.4323016176283,56.6414044919967,43.0815607353628,False
64021217,"acebutolol cristers 200 mg, comprimé pelliculé",cristers,C07AB04,Acébutolol,7000.0,chlorhydrate d'acébutolol,0.0986679822397632,18.194694208826,81.5984213122841,47.2635549119149,52.5470662189474,False
69461099,"acebutolol eg 200 mg, comprimé pelliculé",eg labo - laboratoires eurogenerics,C07AB04,Acébutolol,20000.0,chlorhydrate d'acébutolol,0.151878497202238,16.074298455972,83.7300685767175,47.5367074761243,52.382515040599,False
63874155,"acebutolol eg 400 mg, comprimé pelliculé",eg labo - laboratoires eurogenerics,C07AB04,Acébutolol,4000.0,chlorhydrate d'acébutolol,,19.8472349526428,80.1099908340971,56.2847540482737,43.6724717384662,False
64304820,"acebutolol sandoz 200 mg, comprimé enrobé",sandoz,C07AB04,Acébutolol,80000.0,chlorhydrate d'acébutolol,0.165816462856959,17.4716501181022,82.3086354343368,48.5625422748003,51.3953165246945,False
67050875,"acebutolol sandoz 400 mg, comprimé enrobé",sandoz,C07AB04,Acébutolol,10000.0,chlorhydrate d'acébutolol,,19.5795513446401,80.3216046480791,55.9963355392422,43.904820453477,False
64847741,"acebutolol teva 200 mg, comprimé pelliculé",teva sante,C07AB04,Acébutolol,50000.0,chlorhydrate d'acébutolol,0.141567820976403,18.11775713687,81.6829270669876,48.5341273476866,51.4125105993119,False
62604153,"acebutolol teva 400 mg, comprimé pelliculé sécable",teva sante,C07AB04,Acébutolol,4000.0,chlorhydrate d'acébutolol,,19.4785789731303,80.4157972022567,57.8071463534018,42.0872298219852,False
67771398,"acebutolol viatris 200 mg, comprimé pelliculé",viatris sante,C07AB04,Acébutolol,100000.0,chlorhydrate d'acébutolol,0.182771579933613,17.4371401602886,82.3032005489242,48.9516974507761,50.9957089168846,False
62500717,"acebutolol viatris 400 mg, comprimé pelliculé",viatris sante,C07AB04,Acébutolol,20000.0,chlorhydrate d'acébutolol,0.0942161993282824,19.332871202062,80.494805904866,56.4955479184566,43.3838748730766,False
69877717,"acebutolol zentiva 200 mg, comprimé pelliculé",zentiva france,C07AB04,Acébutolol,40000.0,chlorhydrate d'acébutolol,0.15460822575803,19.4733813669568,80.2974582207545,49.5241669168417,50.4065345742019,False
65842957,"acebutolol zentiva 400 mg, comprimé pelliculé",zentiva france,C07AB04,Acébutolol,3000.0,chlorhydrate d'acébutolol,,23.326118829854,76.5482091740557,59.1147106053201,40.7596173985896,False
60477038,"acebutolol zydus 200 mg, comprimé pelliculé",zydus france,C07AB04,Acébutolol,6000.0,chlorhydrate d'acébutolol,0.0200528666484367,20.3901194057059,79.5351380913316,48.0266156230061,51.8986418740315,False
63151492,"acebutolol zydus 400 mg, comprimé pelliculé",zydus france,C07AB04,Acébutolol,500.0,chlorhydrate d'acébutolol,,21.8990384615384,78.1009615384615,55.0721153846153,44.9278846153846,False
68600724,"aceclofenac accord 100 mg, comprimé pelliculé",accord healthcare france,M01AB16,Acéclofénac,3000.0,acéclofénac,2.55474452554744,63.0764764432647,34.3190112806901,59.5595554080955,40.3906768414067,False
64130871,"aceclofenac biogaran 100 mg, comprimé pelliculé",biogaran,M01AB16,Acéclofénac,100000.0,acéclofénac,2.26030401249425,60.9444497930104,36.7574853181862,58.4431393943283,41.5568606056716,False
64937530,"aceclofenac eg labo 100 mg, comprimé pelliculé",eg labo - laboratoires eurogenerics,M01AB16,Acéclofénac,30000.0,acéclofénac,2.07936705157134,60.0699802404017,37.8233980897719,58.450735273488,41.5492647265119,False
63092688,"aceclofenac viatris 100 mg, comprimé pelliculé",viatris sante,M01AB16,Acéclofénac,90000.0,acéclofénac,2.234962835181,60.3218325119732,37.4008793515283,58.5962419939088,41.3985507923643,False
67238724,"acetanilidum boiron, degré de dilution compris entre 3ch et 30ch ou entre 6dh et 60dh",boiron,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,acetanilidum pour préparations homéopathiques,,,,,,False
65900339,"acetate de cyproterone arrow 100 mg, comprimé sécable",arrow generiques,G03HA01,Cyprotérone,400.0,acétate de cyprotérone,0.361554685146128,35.7035251581801,63.9349201566737,11.509490810485,88.1289545043687,False
67552319,"acetate de cyproterone arrow 50 mg, comprimé sécable",arrow generiques,G03HA01,Cyprotérone,8000.0,acétate de cyprotérone,9.27516512175071,83.3347506874167,7.28945205091135,88.4216344927289,11.4933242622672,False
60899178,"acetate de cyproterone eg 100 mg, comprimé sécable",eg labo - laboratoires eurogenerics,,,200.0,acétate de cyprotérone,,24.3302351011481,75.6697648988518,6.99835975943138,93.0016402405686,False
67588728,"acetate de cyproterone eg 50 mg, comprimé sécable",eg labo - laboratoires eurogenerics,,,3000.0,acétate de cyprotérone,11.1896525793352,80.2037900436155,8.47871860430139,88.3553917882388,11.5167694390133,False
65230796,"acetate de cyproterone sandoz 100 mg, comprimé sécable",sandoz,,,500.0,acétate de cyprotérone,0.649837540614846,24.6438390402399,74.431392151962,9.89752561859535,89.502624343914,False
60406938,"acetate de cyproterone sandoz 50 mg, comprimé sécable",sandoz,,,9000.0,acétate de cyprotérone,10.1818275670723,83.5684143965105,6.09490134338181,92.3771792853363,7.50667819488714,False
67443608,"acetate de cyproterone teva 100 mg, comprimé sécable",teva sante,,,400.0,acétate de cyprotérone,1.10864745011086,28.270509977827,70.3159645232816,12.1119733924611,86.7793791574279,False
63455260,"acetate de cyproterone teva 50 mg, comprimé",teva sante,,,10000.0,acétate de cyprotérone,8.96518894639195,85.1845522898154,5.65862708719851,92.6825993555316,7.17215115711356,False
69243168,"acetate de terlipressine ever pharma 0,2 mg/ml, solution injectable",ever valinject (autriche),H01BA04,Terlipressine,,acétate de terlipressine,,,,,,False
69773711,"aceticum acidum boiron, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",boiron,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,aceticum acidum pour préparations homéopathiques,,,,,,False
68976484,"aceticum acidum lehning, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",lehning,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,aceticum acidum pour préparations homéopathiques,,,,,,False
66767379,"acetonum boiron, degré de dilution compris entre 2ch et 30ch ou entre 4dh et 60dh",boiron,V03AX,AUTRES PRODUITS THÉRAPEUTIQUES,,acetonum pour préparations homéopathiques,,,,,,False
61406745,"acetylcysteine alpex 600 mg adultes, granulés pour solution buvable",alpex pharma (irl) (irlande),R05CB01,Acétylcystéine,,acétylcystéine,,,,,,False
69148542,"acetylcysteine arrow 200 mg, comprimé effervescent",arrow generiques,R05CB01,Acétylcystéine,,acétylcystéine,,,,,,False
69205527,"acetylcysteine bgr conseil 200 mg sans sucre, poudre pour solution buvable en sachet-dose",biogaran,R05CB01,Acétylcystéine,,acétylcystéine,,,,,,False
62784356,"acetylcysteine biogaran conseil 200 mg, poudre pour solution buvable en sachet",biogaran,R05CB01,Acétylcystéine,,acétylcystéine,,,,,,False
68043798,"acetylcysteine eg 200 mg, poudre pour solution buvable en sachet-dose",eg labo - laboratoires eurogenerics,R05CB01,Acétylcystéine,,acétylcystéine,,,,,,False
69896678,"acetylcysteine eg labo conseil 200 mg sans sucre, poudre pour solution buvable en sachet-dose",eg labo - laboratoires eurogenerics,R05CB01,Acétylcystéine,,acétylcystéine,,,,,,False
67494823,"acetylcysteine sandoz conseil 200 mg, granulés pour solution buvable en sachet-dose",sandoz,R05CB01,Acétylcystéine,,acétylcystéine,22.9166666666666,25.0,,52.0833333333333,,False
67657188,"acetylcysteine teva conseil 200 mg sans sucre, poudre pour solution buvable en sachet-dose",teva sante,R05CB01,Acétylcystéine,,acétylcystéine,,,,,,False
65483582,"acetylcysteine viatris conseil 200 mg, poudre pour solution buvable en sachet-dose",viatris sante,R05CB01,Acétylcystéine,11.0,acétylcystéine,25.2747252747252,37.3626373626373,12.087912087912,12.087912087912,12.087912087912,False
66069082,"acetylcysteine zentiva conseil 200 mg sans sucre, poudre pour solution buvable en sachet",zentiva france,R05CB01,Acétylcystéine,,acétylcystéine,,,,,,False
62887979,"acetylleucine biogaran 500 mg, comprimé",biogaran,N07CA04,Acétylleucine,200000.0,acétylleucine,1.34534310158708,42.651807221065,55.924396669874,70.2022358672728,29.7778685195361,False
65897327,"acetylleucine teva 500 mg, comprimé",teva sante,N07CA04,Acétylleucine,100000.0,acétylleucine,1.25538375947518,42.2986161014395,56.3558728760518,70.3079811771251,29.6601219314309,False
