date,graminees,bouleau,aulne,ambroisie,armoise,olivier,gram_lag3,gram_lag7,gram_lag14,gram_roll7,gram_roll14,gram_roll30,flag_pic_pollen,mois,annee,jour_annee,saison_allergies,temp_moy,temp_max,precip,wind
2021-01-23,0.2321739130434782,0.0338095238095238,0.2186363636363636,0.0,0.0,0.0,0.3095833333333333,0.0,0.142,0.22499994274186816,0.2500053826263453,0.16916269667110875,0,1,2021,23,0,2.843493536923077,5.795576923076923,7.053845684615384,25.173961153846157
2021-01-24,0.295,0.0,0.1263636363636363,0.0318181818181818,0.0,0.0,0.2476,0.1584615384615384,0.235,0.2445054372473627,0.2542910969120596,0.17440591764314586,0,1,2021,24,0,3.1317949730769232,5.710961538461539,2.900000115384615,22.162401692307693
2021-01-25,0.26875,0.0,0.5546153846153847,0.0652173913043478,0.0,0.0,0.1804347826086956,0.1872222222222222,0.08,0.25615226264418806,0.2677732397692025,0.17817968093742004,0,1,2021,25,0,1.4125641813076923,4.787884615384615,0.7538461615384615,16.92077046153846
2021-01-26,0.3716,0.0,0.1368,0.0583333333333333,0.0,0.0,0.2321739130434782,0.2595238095238095,0.3909090909090909,0.2721631469979296,0.2663940189899817,0.18561892397828852,0,1,2021,26,0,5.630673192307692,8.610961523076922,4.407692138461538,18.67038746153846
2021-01-27,0.4746153846153845,0.0,0.43,0.0279999999999999,0.08,0.0,0.295,0.3095833333333333,0.7999999999999999,0.2957391543239369,0.24315226074822344,0.19632249659447723,0,1,2021,27,0,10.085320453846153,12.807115384615384,6.884615261538461,25.750819769230766
2021-01-28,0.0796,0.0275,1.448125,0.0,0.0,0.0,0.26875,0.2476,0.2091666666666666,0.2717391543239369,0.23389749884346153,0.19215383600181735,0,1,2021,28,0,10.0925322,11.887884615384614,6.399999869230769,30.41064784615385
2021-01-29,0.376551724137931,0.055,3.467837837837838,0.0,0.0,0.0,0.3716,0.1804347826086956,0.21,0.2997558602566848,0.24579405056759948,0.1985123838685799,0,1,2021,29,0,8.449263115384614,10.73403846153846,10.0846154,24.412833615384617
2021-01-30,0.2825925925925925,0.0270833333333333,1.92,0.0279999999999999,0.0,0.0,0.4746153846153845,0.2321739130434782,0.0,0.3069585287637011,0.26597923575278465,0.20131505749271364,0,1,2021,30,0,7.5024678307692305,9.5955769,7.676923061538461,22.958889307692306
2021-01-31,0.0279999999999999,0.0,0.8669444444444445,0.0,0.0,0.0,0.0796,0.295,0.1584615384615384,0.26881567162084397,0.2566605544341033,0.20224839082604698,0,1,2021,31,0,8.758077107692307,10.641730769230769,7.930769476923077,23.96399646153846
2021-02-01,0.1155172413793103,0.0,1.92575,0.0,0.0,0.0,0.376551724137931,0.26875,0.1872222222222222,0.246925277532174,0.25153877008818104,0.20609896553869064,0,2,2021,32,0,10.514166461538462,13.445576923076922,4.446153584615384,24.278310615384616
2021-02-02,0.2029999999999999,0.0,8.83609756097561,0.0,0.0,0.0,0.2825925925925925,0.3716,0.2595238095238095,0.22283956324645973,0.24750135512219465,0.2128656322053573,0,2,2021,33,0,10.457756430769232,12.73403846153846,6.530769315384616,30.41465569230769
2021-02-03,0.386,0.0553846153846153,12.1631914893617,0.0276923076923076,0.0,0.0,0.0279999999999999,0.4746153846153845,0.3095833333333333,0.21018022258711908,0.25295968845552796,0.221332298872024,0,2,2021,34,0,8.747660176923077,12.203269230769232,1.353846156923077,16.794068846153845
2021-02-04,0.4624999999999999,0.0584,12.057555555555556,0.0576,0.0,0.0,0.1155172413793103,0.0796,0.2476,0.2648802225871191,0.268309688455528,0.23674896553869065,0,2,2021,35,0,9.4527884,12.487884615384615,1.9461538038461537,15.374642692307694
2021-02-05,0.3968965517241379,0.2024,21.50765957446809,0.0864,0.026,0.0,0.2029999999999999,0.376551724137931,0.1804347826086956,0.2677866265280057,0.2837712433923453,0.24997885059616193,0,2,2021,36,0,8.8704166,10.96480769230769,6.076922980769231,19.661331846153846
2021-02-06,0.599,0.3676,28.576666666666668,0.0576,0.0288,0.0,0.386,0.2825925925925925,0.2321739130434782,0.31298768472906396,0.30997310674638257,0.2660566283739397,0,2,2021,37,0,5.390929364615385,8.445576923076924,4.230769161538461,21.163846076923075
2021-02-07,0.4282142857142857,0.0576,27.29586956521739,0.0,0.0,0.0,0.4624999999999999,0.0279999999999999,0.295,0.37016115411681916,0.3194884128688315,0.2803304378977492,0,2,2021,38,0,2.7297115884615386,4.868653846153846,3.7923076876923076,17.637631153846154
2021-02-08,0.0473333333333333,0.0,9.803653846153846,0.0,0.0,0.0,0.3968965517241379,0.1155172413793103,0.26875,0.3604205958245367,0.3036729366783554,0.2771748823421937,0,2,2021,39,0,2.0223397753846153,4.318653846153846,5.330769542307692,21.194443153846155
2021-02-09,0.3228125,0.0255172413793103,13.238979591836737,0.0233333333333333,0.0,0.0,0.599,0.2029999999999999,0.3716,0.37753666725310814,0.3001881152497839,0.280101965675527,0,2,2021,40,0,1.260961726923077,3.8801923076923077,5.523076753846154,21.427210153846154
2021-02-10,0.1251851851851851,0.0,17.4956,0.0,0.0,0.0,0.4282142857142857,0.386,0.4746153846153845,0.34027740799384887,0.275228815290484,0.2816081385150332,0,2,2021,41,0,-0.0541024769230769,3.6224999769230766,0.26153846923076923,19.82619530769231
2021-02-11,0.2749999999999999,0.0,28.888979591836733,0.0,0.0232142857142857,0.0,0.0473333333333333,0.4624999999999999,0.0796,0.31349169370813457,0.2891859581476268,0.2777445021513968,0,2,2021,42,0,0.7995832323076922,4.1225000000000005,2.569230707692308,21.639423230769232
2021-02-12,0.263448275862069,0.1325925925925926,37.35625,0.0,0.0,0.0,0.3228125,0.3968965517241379,0.376551724137931,0.2944276542992676,0.28110714041363666,0.25985944468013245,0,2,2021,43,0,-0.9355128692307692,2.7609615384615385,0.7846153769230769,19.321287769230768
2021-02-13,0.5051724137931035,0.0274074074074074,28.24086956521739,0.0,0.0,0.0,0.1251851851851851,0.599,0.2825925925925925,0.28102371341256804,0.297005699070816,0.26972630291768035,0,2,2021,44,0,0.38628206807692295,5.818653846153846,0.023076923076923075,22.377302923076925
2021-02-14,0.3516666666666667,0.1059259259259259,23.70355555555556,0.0,0.0,0.0,0.2749999999999999,0.4282142857142857,0.0279999999999999,0.2700883392629082,0.3201247466898637,0.2744485251399026,0,2,2021,45,0,4.998301317692308,9.007115376923078,1.3307692076923077,23.597402692307693
2021-02-15,0.8377419354838709,0.1767857142857143,26.5514,0.0241379310344827,0.0,0.0,0.263448275862069,0.0473333333333333,0.1155172413793103,0.3830038538558421,0.37171222484018934,0.30237325632269824,0,2,2021,46,0,7.588204833846154,11.77634613846154,1.1615384692307693,23.60284703846154
2021-02-16,0.6421212121212122,0.2074074074074074,38.83859649122808,0.0249999999999999,0.024074074074074,0.0,0.5051724137931035,0.3228125,0.2029999999999999,0.4286193841588725,0.40307802570599033,0.3184952454446873,0,2,2021,47,0,8.575384892307692,13.01096153846154,0.3153846184615385,22.352798076923076
2021-02-17,0.9805882352941178,0.1506896551724137,72.00745762711864,0.0241379310344827,0.024074074074074,0.0,0.3516666666666667,0.1251851851851851,0.386,0.55081981988872,0.4455486139412844,0.34494077921375055,0,2,2021,48,0,8.799262792307692,12.80326923076923,2.75384615,25.979971307692306
2021-02-18,0.906,0.23,102.0459649122807,0.09,0.0,0.0,0.8377419354838709,0.2749999999999999,0.4624999999999999,0.6409626770315772,0.47722718536985587,0.3664899855629569,0,2,2021,49,0,9.368814292307691,14.064807692307692,0.3076923076923077,22.166589538461537
2021-02-19,0.89,0.1485185185185185,85.29719298245614,0.0,0.024074074074074,0.0,0.6421212121212122,0.263448275862069,0.3968965517241379,0.7304700661941388,0.5124488602467031,0.3858372077851791,0,2,2021,50,0,11.71576933076923,16.241730769230767,0.0,25.93537075384615
2021-02-20,1.3458536585365857,0.1037037037037037,148.7256896551724,0.0249999999999999,0.0,0.0,0.9805882352941178,0.5051724137931035,0.599,0.850567386871779,0.5657955501421735,0.42244566306973197,0,2,2021,51,0,11.155191953846154,15.684038461538462,0.0,23.46406923076923
2021-02-21,1.304857142857143,0.3192307692307692,130.14214285714286,0.0,0.0,0.0,0.906,0.3516666666666667,0.4282142857142857,0.98673745489899,0.628412897080949,0.4599264084113469,0,2,2021,52,0,10.665127923076922,14.568653846153847,2.638461576923077,20.801582307692307
2021-02-22,0.5086486486486487,1.0517857142857143,86.14518518518518,0.0232142857142857,0.0,0.0,0.89,0.8377419354838709,0.0473333333333333,0.9397241282082439,0.661363991032043,0.46914223293151924,0,2,2021,53,0,11.243493307692308,16.6225,0.12307692615384616,22.36936753846154
2021-02-23,0.705,1.0675862068965518,178.5261403508772,0.0224137931034482,0.0479310344827586,0.0,1.3458536585365857,0.6421212121212122,0.3228125,0.9487068121909278,0.6886630981749001,0.4828088995981859,0,2,2021,54,0,12.025224723076924,17.314807692307692,0.0,17.74269173076923
2021-02-24,1.4997222222222222,0.0966666666666666,101.94473684210529,0.0,0.0,0.0,1.304857142857143,0.9805882352941178,0.1251851851851851,1.0228688103235142,0.7868443151061172,0.5238413070055933,0,2,2021,55,0,10.52169823076923,15.49173076923077,0.2692307692307692,14.201386192307693
2021-02-25,1.4138461538461538,0.5276666666666666,88.01263157894738,0.0,0.0506896551724137,0.0866666666666666,0.5086486486486487,0.906,0.2749999999999999,1.0954182608729648,0.8681904689522709,0.5585828454671318,0,2,2021,56,0,8.507436053846153,12.687884615384615,0.8230769384615384,16.199926384615384
2021-02-26,1.5130555555555556,0.158,95.055,0.0248275862068965,0.0224137931034482,0.0,0.705,0.89,0.263448275862069,1.1844261973809012,0.95744813178752,0.5931975178318041,0,2,2021,57,0,6.674743669230769,11.037884615384616,0.5538461538461539,20.169926999999998
2021-02-27,1.0446341463414637,0.1023333333333333,130.31017857142857,0.0,0.0,0.0,1.4997222222222222,1.3458536585365857,0.5051724137931035,1.1413948384958839,0.9959811126838314,0.6253653227098529,0,2,2021,58,0,6.465128046153846,11.818653846153845,0.34615384615384615,20.007134384615387
2021-02-28,0.936842105263158,0.0728571428571428,63.28272727272728,0.0,0.0,0.0241379310344827,1.4138461538461538,1.304857142857143,0.3516666666666667,1.0888212616967432,1.0377793582978665,0.6440416687473606,0,2,2021,59,0,7.408557292307692,14.184038461538462,0.0,14.362559261538461
2021-03-01,0.7966666666666666,0.2271428571428571,45.29245614035088,0.0232142857142857,0.0,0.0,1.5130555555555556,0.5086486486486487,0.8377419354838709,1.1299666928421743,1.034845410525209,0.6611774712164963,0,3,2021,60,0,8.644134684615384,15.707115384615385,0.0,14.870557307692307
2021-03-02,1.5758823529411763,0.2913793103448275,23.06543859649123,0.0178571428571428,0.0249999999999999,0.0,1.0446341463414637,0.705,0.6421212121212122,1.2543784575480568,1.101542634869492,0.7127735496478689,0,3,2021,61,0,9.266089646153846,15.3225,0.4384615307692308,11.847063238461537
2021-03-03,0.91,0.1248275862068965,15.051607142857142,0.0,0.0232142857142857,0.0,0.936842105263158,1.4997222222222222,0.9805882352941178,1.170132425802025,1.0965006180627694,0.7392563082685585,0,3,2021,62,0,8.351826515384616,12.480192307692308,1.0846153884615384,13.523507769230768
2021-03-04,0.6818918918918919,0.046551724137931,19.469259259259257,0.0235714285714285,0.0,0.0,0.7966666666666666,1.4138461538461538,0.906,1.0655675312371302,1.0804928960550477,0.7552193713316216,0,3,2021,63,0,6.355512761538462,8.937884615384615,0.023076923076923075,19.053906076923077
2021-03-05,0.9282051282051282,0.1458620689655172,24.85775862068965,0.0,0.0232142857142857,0.0,1.5758823529411763,1.5130555555555556,0.89,0.9820174701870691,1.0832218337839852,0.7732928756051259,0,3,2021,64,0,4.760000215384616,9.380192307692308,0.1,16.6257011
2021-03-06,0.9966666666666668,0.2514285714285714,25.76719298245614,0.0,0.0,0.0,0.91,1.0446341463414637,1.3458536585365857,0.9751649730906697,1.0582799057932768,0.7910984311606815,0,3,2021,65,0,4.931634584615384,9.81096153846154,0.8692306846153847,11.786262476923078
2021-03-07,1.168,0.0257142857142857,11.53942307692308,0.0,0.0,0.0,0.6818918918918919,0.936842105263158,1.304857142857143,1.0081875294816471,1.048504395589195,0.8168018794365435,0,3,2021,66,0,4.934358976923077,9.337884615384615,0.8923076961538462,13.309851192307692
2021-03-08,0.8356410256410257,0.1349999999999999,13.681896551724138,0.0,0.0,0.0,0.9282051282051282,0.7966666666666666,0.5086486486486487,1.0137552950494126,1.0718609939457935,0.8246899136245777,0,3,2021,67,0,4.852307746153846,9.868653846153846,1.5230770769230768,14.33592896153846
2021-03-09,0.7994594594594595,0.2055172413793103,12.094545454545454,0.0,0.0,0.0,0.9966666666666668,1.5758823529411763,0.705,0.902837738837739,1.0786080981928978,0.8370647527494167,0,3,2021,68,0,5.575224423076923,10.526346153846154,1.2307692538461539,20.892072615384617
2021-03-10,1.0385,0.3706451612903226,10.253392857142858,0.0,0.0,0.0,1.168,0.91,1.4997222222222222,0.9211948816948817,1.0456636537484534,0.8701036416383057,0,3,2021,69,0,9.89653816923077,12.95326923076923,2.553846049230769,30.416516230769233
2021-03-11,0.9676190476190476,0.3167741935483871,13.937321428571428,0.0,0.0,0.0,0.8356410256410257,0.6818918918918919,1.4138461538461538,0.9620130467987611,1.0137902890179458,0.8915971932256073,0,3,2021,70,0,7.921218392307693,10.918653846153846,1.9999999923076923,27.47319076923077
2021-03-12,0.6846341463414635,0.0255172413793103,4.306034482758621,0.0,0.0,0.0,0.7994594594594595,0.9282051282051282,1.5130555555555556,0.9272171922468091,0.9546173312169391,0.9102454919308165,0,3,2021,71,0,7.964326815384615,10.6955769,4.846153738461538,35.23905846153846
2021-03-13,0.8253488372093024,0.3854545454545454,4.571428571428571,0.0172413793103448,0.0,0.0,1.0385,0.9966666666666668,1.0446341463414637,0.9027432166100426,0.9389540948503562,0.9285904531711267,0,3,2021,72,0,6.517852792307693,9.672500000000001,2.707692476923077,26.83176653846154
2021-03-14,0.6097142857142858,0.1364285714285714,2.9334615384615383,0.0,0.0,0.0,0.9676190476190476,1.168,0.936842105263158,0.8229881145692264,0.9155878220254368,0.9401326534995339,0,3,2021,73,0,7.571378330769231,10.48403846153846,2.6923076076923076,26.008285153846153
2021-03-15,0.582972972972973,0.648235294117647,4.320377358490567,0.0,0.0,0.0,0.6846341463414635,0.8356410256410257,0.7966666666666666,0.7868926784737902,0.9003239867616015,0.9427260054721961,0,3,2021,74,0,7.432596261538462,10.522499999999999,1.7230769307692309,22.984778538461537
2021-03-16,0.839047619047619,0.5878947368421052,4.835593220338983,0.0,0.0,0.0303125,0.8253488372093024,0.7994594594594595,1.5758823529411763,0.7925481298435272,0.8476929343406331,0.9589720372182279,0,3,2021,75,0,7.266890869230769,9.85326923076923,1.9153844138461538,25.211233692307694
2021-03-17,1.3830434782608696,0.4951428571428571,4.928275862068965,0.0,0.0,0.0,0.6097142857142858,1.0385,0.91,0.8417686267379373,0.8814817542164094,0.9771487553107946,0,3,2021,76,0,4.997339743846154,7.926346146153846,1.3384615692307693,18.690529461538464
2021-03-18,1.1035,0.351764705882353,2.770188679245283,0.0,0.0,0.0,0.582972972972973,0.9676190476190476,0.6818918918918919,0.8611801913637877,0.9115966190812743,0.9925280482400874,0,3,2021,77,0,4.974262761538461,7.957115376923077,2.7384614461538463,24.986068384615386
2021-03-19,0.632,0.7358823529411764,3.9394117647058815,0.0,0.0,0.0,0.839047619047619,0.6846341463414635,0.9282051282051282,0.8536610276007214,0.8904391099237652,0.9809084403969502,0,3,2021,78,0,3.9309935076923073,8.260961538461538,0.5153846153846154,19.095854615384614
2021-03-20,0.9326829268292685,0.5879411764705882,3.9025925925925926,0.040625,0.0,0.0,1.3830434782608696,0.8253488372093024,0.9966666666666668,0.8689944689750021,0.8858688427925224,0.9817978712912592,0,3,2021,79,0,5.128269446153846,9.510961530769231,0.16153846153846155,21.411792538461537
2021-03-21,0.9482222222222224,0.2561764705882353,2.4644827586206897,0.0,0.0,0.0,1.1035,0.6097142857142858,1.168,0.9173527456189932,0.8701704300941098,0.9837386120319999,0,3,2021,80,0,5.563685874615384,9.487884615384615,0.0,16.743340153846155
2021-03-22,1.090625,1.961025641025641,1.9845283018867923,0.0,0.0,0.0285294117647058,0.632,0.582972972972973,0.8356410256410257,0.9898744637657113,0.8883835711197507,0.9752309900807803,0,3,2021,81,0,6.628910161538461,12.422499976923076,0.0,12.204718000000002
2021-03-23,1.530625,1.9217777777777776,1.5825454545454547,0.0,0.0,0.0,0.9326829268292685,0.839047619047619,0.7994594594594595,1.0886712324731944,0.9406096811583609,0.9827565853188757,0,3,2021,82,0,7.858557461538462,14.860961538461538,0.0,13.09364569230769
2021-03-24,1.286470588235294,3.974,2.275087719298246,0.0194444444444444,0.0,0.0277142857142857,0.9482222222222224,1.3830434782608696,1.0385,1.0748751053266836,0.9583218660323104,1.0086839833050971,0,3,2021,83,0,8.83644233076923,13.657115384615384,0.8230769384615384,14.76726546153846
2021-03-25,1.3328846153846154,2.888076923076923,2.3124137931034485,0.0,0.0,0.1322222222222222,1.090625,1.1035,0.9676190476190476,1.1076443360959143,0.9844122637298509,1.0296134704845843,0,3,2021,84,0,9.191410123076922,14.407115384615384,2.1999999923076925,24.14376753846154
2021-03-26,1.5212,5.688076923076922,1.8349056603773584,0.02,0.0,0.0574285714285714,1.530625,0.632,0.6846341463414635,1.2346729075244858,1.0441669675626035,1.0303293964105102,0,3,2021,85,0,8.52907036923077,12.157115384615384,0.861538476923077,21.12694607692308
2021-03-27,0.9694230769230768,3.059423076923077,1.5265306122448978,0.0191176470588235,0.0,0.0,1.286470588235294,0.9326829268292685,0.8253488372093024,1.2399215003950297,1.054457984685016,1.0155152938464078,0,3,2021,86,0,9.043333230769232,15.507115384615386,0.0,14.864225961538462
2021-03-28,1.5357692307692308,7.199791666666666,1.761132075471698,0.0,0.0,0.0,1.3328846153846154,0.9482222222222224,0.6097142857142858,1.3238567873303169,1.120604766474655,1.0162724163535302,0,3,2021,87,0,11.282596653846154,19.107115384615387,0.0,13.314627307692309
2021-03-29,1.8492857142857144,24.878412698412696,1.139074074074074,0.0131578947368421,0.0,0.0,1.5212,1.090625,0.582972972972973,1.432236889371133,1.2110556765684222,1.0430941352850052,0,3,2021,88,0,13.331153846153846,21.295576923076926,0.0,12.238560846153847
2021-03-30,2.442037037037037,50.75606557377049,0.892093023255814,0.0232258064516129,0.0,0.0,0.9694230769230768,1.530625,0.839047619047619,1.5624386089478526,1.3255549207105233,1.093267299677468,0,3,2021,89,0,14.566249769230769,22.10326923076923,0.0,13.22301643846154
2021-03-31,2.9812280701754386,86.25625,1.4743478260869565,0.0,0.0,0.0,1.5357692307692308,1.286470588235294,1.3830434782608696,1.8045468206535875,1.4397109629901355,1.1660860131277602,0,3,2021,90,0,14.680192615384614,22.1725,0.0,16.162224923076923
2021-04-01,2.790909090909091,200.68983606557376,1.76,0.0,0.0,0.1290322580645161,1.8492857142857144,1.3328846153846154,1.1035,2.0128360314427987,1.560240183769356,1.2065869043933575,0,4,2021,91,1,12.035961361538462,16.94557692307692,0.0,20.872926846153845
2021-04-02,3.3334545454545457,225.51819672131148,2.0044444444444447,0.0,0.0,0.0,2.442037037037037,1.5212,0.632,2.271729537936305,1.7532012227303952,1.2873687225751758,0,4,2021,92,1,8.926506561538462,12.676346153846152,0.16153846153846155,23.53826292307692
2021-04-03,3.2325454545454546,99.15583333333332,1.1922222222222223,0.0,0.0,0.0236666666666666,2.9812280701754386,0.9694230769230768,0.9326829268292685,2.595032734739502,1.9174771175672658,1.372390507996961,0,4,2021,93,1,8.267531830769231,13.772499999999999,0.14615384615384613,16.02150303846154
2021-04-04,1.95843137254902,31.1615,1.2461363636363636,0.0,0.0,0.0849999999999999,2.790909090909091,1.5357692307692308,0.9482222222222224,2.6554130407080434,1.9896349140191796,1.406731382808424,0,4,2021,94,1,7.595736976923077,13.030192307692307,0.3769230846153846,23.976252692307693
2021-04-05,2.1482978723404256,33.48925925925926,1.63725,0.0218181818181818,0.0,0.0,3.3334545454545457,1.8492857142857144,1.090625,2.698129063287287,2.0651829763292104,1.445119089664216,0,4,2021,95,1,4.656634484615385,8.091730769230768,0.4846153953846154,26.03205584615385
2021-04-06,1.5529090909090908,27.42360655737705,1.3041304347826088,0.05175,0.0,0.0546153846153846,3.2325454545454546,2.442037037037037,1.530625,2.57111078526901,2.066774697108431,1.457949392694519,0,4,2021,96,1,3.9108011446153843,8.349423076923078,0.53076925,18.672306307692306
2021-04-07,1.209423076923077,13.731129032258066,0.4527083333333333,0.0,0.0,0.106,1.95843137254902,2.9812280701754386,1.286470588235294,2.317995786232958,2.061271303443273,1.4704087944039206,0,4,2021,97,1,6.304390955384615,12.445576923076922,0.02307692307692308,13.048309307692307
2021-04-08,1.842641509433962,15.460491803278687,0.5062222222222222,0.01875,0.0,0.0,2.1482978723404256,2.790909090909091,1.3328846153846154,2.182528988879368,2.097682510161083,1.5051815294030708,0,4,2021,98,1,9.33035263076923,15.722499999999998,1.4153846615384618,20.501439423076924
2021-04-09,3.190892857142857,33.30711864406779,1.0332608695652177,0.0165,0.0165,0.071,1.5529090909090908,3.3334545454545457,1.5212,2.1621630334062694,2.216946285671287,1.5769279579744995,0,4,2021,99,1,10.356314023076923,13.949423076923077,8.746154084615386,21.805511423076926
2021-04-10,1.4003846153846156,18.81762711864407,0.7913953488372093,0.0,0.0,0.0,1.209423076923077,3.2325454545454546,0.9694230769230768,1.9004257706690069,2.247729252704254,1.5913534769000182,0,4,2021,100,1,8.496699053846154,11.657115384615386,6.5153845,22.767158307692306
2021-04-11,1.2234615384615384,17.038070175438595,0.4737777777777778,0.0,0.0,0.0339999999999999,1.842641509433962,1.95843137254902,1.5357692307692308,1.795430080085081,2.225421560396562,1.6093143899706877,0,4,2021,101,1,5.842532046153847,10.391730746153845,2.0923076923076924,20.86039046153846
2021-04-12,1.222,24.299508196721312,0.4424489795918367,0.0,0.0,0.0,3.190892857142857,2.1482978723404256,1.8492857142857144,1.6631018126078774,2.1806154379475826,1.6225360953970442,0,4,2021,102,1,6.034519215384615,11.514807692307691,0.36923075384615384,17.302742692307692
2021-04-13,1.3705172413793103,21.023709677419355,0.4161224489795918,0.0,0.0,0.0308695652173913,1.4003846153846156,1.5529090909090908,2.442037037037037,1.637045834103623,2.104078309686316,1.6478961939192118,0,4,2021,103,1,6.456313992307693,11.876346153846153,0.24615385384615385,19.73834776923077
2021-04-14,2.204385964912281,36.105,0.5676086956521739,0.0154761904761904,0.0154761904761904,0.0842857142857142,1.2234615384615384,1.209423076923077,2.9812280701754386,1.7791833895306521,2.048589587881805,1.7019432936505219,0,4,2021,104,1,6.163205061538462,10.972499976923077,0.3076923153846154,19.212118153846152
2021-04-15,1.7357627118644068,29.94761904761905,0.6925531914893617,0.0,0.0,0.1077777777777777,1.222,1.842641509433962,2.790909090909091,1.7639149898778583,1.9732219893786134,1.7318337967444148,0,4,2021,105,1,6.202788492307693,10.6994231,0.1384615453846154,19.24598153076923
2021-04-16,2.173666666666666,33.50333333333334,0.511,0.0,0.0,0.0611363636363636,1.3705172413793103,3.190892857142857,3.3334545454545457,1.6185969626669738,1.8903799980366218,1.758187903024608,0,4,2021,106,1,7.380352361538462,11.71096153846154,1.8615386923076922,19.295450076923075
2021-04-17,2.692,47.29523809523809,1.0417021276595746,0.0,0.0,0.0591111111111111,2.204385964912281,1.4003846153846156,3.2325454545454546,1.8031134461834575,1.8517696084262323,1.811137903024608,0,4,2021,107,1,7.97955113076923,12.872499976923077,0.2076923,15.424140153846155
2021-04-18,2.313870967741936,57.04476190476191,0.9495744680851064,0.0,0.0,0.0,1.7357627118644068,1.2234615384615384,1.95843137254902,1.958886221794943,1.877158150940012,1.8672002686160059,0,4,2021,108,1,9.025224238461538,14.760961515384615,0.4846153769230769,11.384593846153846
