annee_mois_str,gram_moy,gram_max,gram_roll7,nb_jours_pic,temp_moy,precip,mois,annee,saison_allergies,nb_ruptures,nb_risques,target_rupture,boites_total,annee_mois_dt,cumul_thermique,gram_lag_mois,gram_lag_2mois,gram_roll3m,ratio_pic_saison,ruptures_lag1
2022-07,15.38558535826138,33.5527536231884,16.531342503716697,12,22.574898622828783,0.3337469013399504,7,2022,1,0,0,0,48731294.0,2022-07-01,677.2469586848636,44.25822238523127,83.75198508186313,47.79859760845192,0.4,1.0
2022-08,2.9455629322289654,6.064864864864865,3.203169784744777,0,22.44212365756824,1.3260546053846154,8,2022,0,1,0,1,48731294.0,2022-08-01,673.2637097270472,15.38558535826138,44.25822238523127,20.86312355857387,0.0,0.0
2022-09,2.268641126778923,6.066,2.3612802197411678,0,16.652996767948718,2.629230779333333,9,2022,0,0,5,1,48731294.0,2022-09-01,499.58990303846156,2.9455629322289654,15.38558535826138,6.8665964724230895,0.0,1.0
2022-10,0.6085024124620899,1.897692307692308,0.7033229967536336,0,15.930957337468984,2.0838709947146405,10,2022,0,1,1,1,48731294.0,2022-10-01,477.9287201240695,2.268641126778923,2.9455629322289654,1.9409021571566594,0.0,0.0
2022-11,0.2205555555555555,1.06,0.2074523809523809,0,9.594919878205127,3.0676923417179487,11,2022,0,1,1,1,48731294.0,2022-11-01,287.8475963461538,0.6085024124620899,2.268641126778923,1.0325663649321895,0.0,1.0
2022-12,0.0706451612903225,0.48,0.0893625192012288,0,5.993379834242849,3.1062034705459056,12,2022,0,0,0,0,48731294.0,2022-12-01,179.80139502728548,0.2205555555555555,0.6085024124620899,0.299901043102656,0.0,1.0
2023-05,34.38146557291664,42.37210296268496,13.830835161768892,5,18.45637809230769,0.8400000253846154,5,2023,1,1,0,1,49348199.0,2023-05-01,553.6913427692307,0.0706451612903225,0.2205555555555555,11.55755542992084,0.16666666666666666,0.0
2023-06,31.0107187968394,54.04527078473111,32.38131820423986,23,20.523867546153845,2.364871827435897,6,2023,1,0,1,1,49348199.0,2023-06-01,615.7160263846154,34.38146557291664,0.0706451612903225,21.820943177015454,0.7666666666666667,1.0
2023-07,8.713170862538263,17.81649526348465,10.44201872941972,0,20.869243215880893,2.416377188610422,7,2023,1,0,1,1,49348199.0,2023-07-01,626.0772964764268,31.0107187968394,34.38146557291664,24.701785077431435,0.0,0.0
2023-08,1.7241601744116597,3.4555166812961904,1.953829696747,0,20.551382239454096,2.293052132878412,8,2023,0,0,0,0,49348199.0,2023-08-01,616.5414671836229,8.713170862538263,31.0107187968394,13.816016611263107,0.0,0.0
2023-11,0.003053131548212,0.0060436601031948,0.1355589002047593,0,5.697291695384616,2.6107692303076924,11,2023,0,0,0,0,49348199.0,2023-11-01,170.91875086153848,1.7241601744116597,8.713170862538263,3.480128056166045,0.0,0.0
2023-12,0.0006787912462269,0.0032372965051935,0.0008967068592689,0,7.022639559205955,2.663771708138958,12,2023,0,0,1,1,49348199.0,2023-12-01,210.67918677617865,0.003053131548212,1.7241601744116597,0.5759640324020329,0.0,0.0
2024-01,5.4567754118131976e-05,0.0003497813379052,5.770515578153858e-05,0,4.85793734241191,2.170471491240695,1,2024,0,0,0,0,52723844.0,2024-01-01,145.7381202723573,0.0006787912462269,0.003053131548212,0.0012621635161856773,0.0,0.0
2024-02,0.0038900213107514,0.0178432393946043,0.0028767531602965,0,8.288000625862068,3.5702918077984083,2,2024,0,1,0,1,52723844.0,2024-02-01,248.64001877586205,5.4567754118131976e-05,0.0006787912462269,0.0015411267703654772,0.0,0.0
2024-03,0.1073827496318948,0.2787822006134864,0.0879402098864179,0,9.160723598503724,3.773697301439206,3,2024,0,0,0,0,52723844.0,2024-03-01,274.8217079551117,0.0038900213107514,5.4567754118131976e-05,0.037109112898921444,0.0,1.0
2024-04,1.2308576111509912,3.4791204661567803,1.0855228085853814,0,11.232345122179488,2.4882051254615387,4,2024,1,0,0,0,52723844.0,2024-04-01,336.97035366538466,0.1073827496318948,0.0038900213107514,0.4473767940312125,0.0,0.0
2024-05,7.236382738426176,24.697290941152705,6.096648460419601,2,14.213292927047146,3.9861043029528536,5,2024,1,0,0,0,52723844.0,2024-05-01,426.39878781141437,1.2308576111509912,0.1073827496318948,2.8582076997363544,0.06666666666666667,0.0
2024-06,21.76759140104005,42.9421308007461,21.403017137950005,16,17.489257473076922,2.814102571230769,6,2024,1,0,0,0,52723844.0,2024-06-01,524.6777241923077,7.236382738426176,1.2308576111509912,10.078277250205739,0.5333333333333333,0.0
2024-07,8.97539997398316,17.65852971511219,9.957444879720288,0,20.43138653846154,2.307196059181141,7,2024,1,0,1,1,52723844.0,2024-07-01,612.9415961538461,21.76759140104005,7.236382738426176,12.659791371149796,0.0,0.0
2024-08,2.460614199139433,4.805662585096685,3.0156939274175216,0,21.0158570471464,1.7052109594789082,8,2024,0,0,0,0,52723844.0,2024-08-01,630.475711414392,8.97539997398316,21.76759140104005,11.06786852472088,0.0,0.0
2024-09,0.2072594794389743,0.8651533606065044,0.319043274028694,0,15.55412401076923,3.778717997205128,9,2024,0,0,0,0,52723844.0,2024-09-01,466.6237203230769,2.460614199139433,8.97539997398316,3.8810912175205226,0.0,0.0
2024-10,0.0146825879390589,0.0511926096638633,0.0226571378977782,0,13.841968496277914,3.6764268467245658,10,2024,0,0,1,1,52723844.0,2024-10-01,415.25905488833746,0.2072594794389743,2.460614199139433,0.8941854221724888,0.0,0.0
2024-11,0.0035396753325944,0.013309222054765,0.0037717152199425,0,8.728114335641026,2.329487192102564,11,2024,0,0,0,0,52723844.0,2024-11-01,261.84343006923075,0.0146825879390589,0.2072594794389743,0.07516058090354254,0.0,0.0
2024-12,0.0002247646382416,0.0005885126042068,0.0003210755814185,0,5.437822541960298,1.8307692203722088,12,2024,0,1,0,1,52723844.0,2024-12-01,163.13467625880892,0.0035396753325944,0.0146825879390589,0.0061490093032983,0.0,0.0
2025-01,3.373552483924617e-05,0.0002341639661823,3.107331779179611e-05,0,4.604525405689082,4.15682393382134,1,2025,0,0,0,0,52629999.0,2025-01-01,138.13576217067245,0.0002247646382416,0.0035396753325944,0.0012660584985584153,0.0,1.0
2025-02,0.0070508385811063,0.0483474190702268,0.0040927662817179,0,5.734404775254395,1.8607142995054944,2,2025,0,0,0,0,52629999.0,2025-02-01,172.03214325763187,3.373552483924617e-05,0.0002247646382416,0.002436446248062382,0.0,0.0
2025-03,0.1163337327272283,0.2991538769449662,0.09605140377064,0,8.438174087990076,2.0071960244416878,3,2025,0,0,0,0,52629999.0,2025-03-01,253.14522263970227,0.0070508385811063,3.373552483924617e-05,0.04113943561105795,0.0,0.0
2025-04,1.1988321543723637,5.137255608106074,0.9083500840000824,0,12.71746790128205,2.2248718073076925,4,2025,1,0,0,0,52629999.0,2025-04-01,381.52403703846153,0.1163337327272283,0.0070508385811063,0.44073890856023273,0.0,0.0
2025-05,13.412115189241014,48.96531422704944,10.726847626940136,8,15.44307484987593,1.858312656451613,5,2025,1,0,0,0,52629999.0,2025-05-01,463.2922454962779,1.1988321543723637,0.1163337327272283,4.909093692113536,0.26666666666666666,0.0
2025-06,37.58655954852208,65.25714563163852,37.54528888898666,26,21.751693306410253,1.5007692354615385,6,2025,1,0,0,0,52629999.0,2025-06-01,652.5507991923076,13.412115189241014,1.1988321543723637,17.399168964045153,0.8666666666666667,0.0
2025-07,14.689181890761803,38.55779062261023,17.27830360914854,9,20.66109073325062,2.462531046823821,7,2025,1,0,0,0,52629999.0,2025-07-01,619.8327219975187,37.58655954852208,13.412115189241014,21.895952209508298,0.3,0.0
2025-08,3.5852556849750896,7.163937302030155,3.963818485115362,0,21.26073409057072,2.077419411042184,8,2025,0,0,0,0,52629999.0,2025-08-01,637.8220227171215,14.689181890761803,37.58655954852208,18.62033237475299,0.0,0.0
2025-09,0.290143991022157,1.048275142680185,0.3415815668152024,0,16.008007462820512,2.122307706769231,9,2025,0,0,0,0,52629999.0,2025-09-01,480.2402238846154,3.5852556849750896,14.689181890761803,6.188193855586349,0.0,0.0
2025-10,0.0561463648640325,0.1874828565799725,0.0663594753511035,0,12.77605661885856,2.549875917692308,10,2025,0,0,0,0,52629999.0,2025-10-01,383.2816985657568,0.290143991022157,3.5852556849750896,1.3105153469537598,0.0,0.0
2025-11,0.0059303803987816,0.0264414959850458,0.007347113374246,0,8.352633566017948,2.7087179809230766,11,2025,0,0,0,0,52629999.0,2025-11-01,250.57900698053845,0.0561463648640325,0.290143991022157,0.11740691209499036,0.0,0.0
2025-12,0.0002870479140172,0.0009607773575054,0.0005059207121218,0,6.395742331682878,1.99950373426799,12,2025,0,0,0,0,52629999.0,2025-12-01,191.87226995048633,0.0059303803987816,0.0561463648640325,0.020787931058943766,0.0,0.0
2026-01,3.5889999905535406e-05,0.0002394620953855,4.254821222021547e-05,0,4.89285259632258,3.6186104556823824,1,2026,0,0,0,0,,2026-01-01,146.7855778896774,0.0002870479140172,0.0059303803987816,0.002084439437568112,0.0,0.0
2026-02,0.004841513419732,0.0194579402736907,0.0032479824350134,0,8.38733513434066,4.693681339670329,2,2026,0,0,0,0,,2026-02-01,251.6200540302198,3.5889999905535406e-05,0.0002870479140172,0.0017214837778849119,0.0,0.0
2026-03,0.1317896494597163,0.3795166013245969,0.105294346048316,0,8.924748795037221,1.7377171403473943,3,2026,0,0,0,0,,2026-03-01,267.7424638511166,0.004841513419732,3.5889999905535406e-05,0.04555568429311794,0.0,0.0
2026-04,1.7006761062940765,4.6146838434623705,1.3259648935418624,0,13.653370732820514,0.8464102602051281,4,2026,1,0,0,0,,2026-04-01,409.6011219846154,0.1317896494597163,0.004841513419732,0.612435756391175,0.0,0.0
2026-05,14.518827802303871,48.01394206262817,10.877269019816486,9,16.613215751794872,3.0379487308205126,5,2026,1,0,0,0,,2026-05-01,498.39647255384614,1.7006761062940765,0.1317896494597163,5.4504311860192205,0.3,0.0
2026-06,22.24053775556753,22.24053775556753,39.120739038555335,1,,,6,2026,1,0,0,0,,2026-06-01,,14.518827802303871,1.7006761062940765,12.820013888055158,0.03333333333333333,0.0
