time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,aasqa,region
2023-03-18,15.1,8.4,11.3,6.0,25.1,11,Île-de-France
2023-03-19,11.2,3.6,8.9,2.8,18.4,11,Île-de-France
2023-03-20,13.3,1.6,7.7,0.0,11.9,11,Île-de-France
2023-03-21,14.7,8.1,11.0,3.4,22.1,11,Île-de-France
2023-03-22,13.8,7.9,10.7,10.8,32.2,11,Île-de-France
2023-03-23,15.9,11.1,13.1,1.7,31.8,11,Île-de-France
2023-03-24,14.8,9.6,12.4,3.5,36.7,11,Île-de-France
2023-03-25,13.8,8.2,10.5,0.5,36.4,11,Île-de-France
2023-03-26,11.1,7.8,9.4,4.5,35.2,11,Île-de-France
2023-03-27,9.6,3.2,6.7,0.0,20.0,11,Île-de-France
2023-03-28,11.0,3.0,6.9,0.9,19.8,11,Île-de-France
2023-03-29,19.6,9.1,13.8,0.7,22.1,11,Île-de-France
2023-03-30,15.9,11.4,13.9,5.4,29.5,11,Île-de-France
2023-03-31,14.8,10.0,11.9,7.6,37.8,11,Île-de-France
2023-04-01,13.1,9.1,10.4,2.9,32.8,11,Île-de-France
2023-04-02,9.4,6.9,8.4,0.5,24.6,11,Île-de-France
2023-04-03,11.9,3.1,7.5,0.0,20.3,11,Île-de-France
2023-04-04,10.8,0.5,5.4,0.0,15.3,11,Île-de-France
2023-04-05,13.8,-1.0,6.6,0.0,8.9,11,Île-de-France
2023-04-06,14.6,7.4,9.8,1.4,25.6,11,Île-de-France
2023-04-07,14.0,4.8,8.9,0.5,14.8,11,Île-de-France
2023-04-08,14.1,2.0,8.1,0.0,14.0,11,Île-de-France
2023-04-09,17.2,3.0,9.9,0.0,11.2,11,Île-de-France
2023-04-10,16.5,7.6,11.4,5.2,28.0,11,Île-de-France
2023-04-11,13.0,7.4,10.2,5.9,22.5,11,Île-de-France
2023-04-12,12.8,8.1,10.3,9.7,29.9,11,Île-de-France
2023-04-13,11.8,5.3,7.9,4.2,30.3,11,Île-de-France
2023-04-14,9.1,3.3,6.6,6.7,25.5,11,Île-de-France
2023-04-15,12.8,6.5,9.0,9.2,23.5,11,Île-de-France
2023-04-16,14.8,2.2,8.6,0.0,22.4,11,Île-de-France
2023-04-17,12.4,3.1,8.1,0.1,21.4,11,Île-de-France
2023-04-18,15.3,5.9,10.6,1.2,22.6,11,Île-de-France
2023-04-19,18.0,6.8,12.3,0.0,21.5,11,Île-de-France
2023-04-20,12.1,5.0,9.2,0.0,24.1,11,Île-de-France
2023-04-21,12.8,1.4,7.4,0.0,7.9,11,Île-de-France
2023-04-22,17.1,4.7,10.6,8.0,20.8,11,Île-de-France
2023-04-23,14.1,8.5,11.1,6.1,37.5,11,Île-de-France
2023-04-24,14.4,6.6,10.1,3.5,21.6,11,Île-de-France
2023-04-25,11.4,5.1,8.4,0.8,17.2,11,Île-de-France
2023-04-26,12.0,4.6,8.2,0.4,9.3,11,Île-de-France
2023-04-27,18.4,6.8,12.7,1.7,13.0,11,Île-de-France
2023-04-28,20.8,12.8,16.2,7.7,18.7,11,Île-de-France
2023-04-29,15.7,7.4,12.1,0.4,14.2,11,Île-de-France
2023-04-30,17.1,7.2,12.6,0.0,14.1,11,Île-de-France
2023-05-01,15.7,9.1,12.2,2.1,18.6,11,Île-de-France
2023-05-02,17.2,6.2,12.3,0.4,14.9,11,Île-de-France
2023-05-03,19.5,6.2,13.0,0.0,18.9,11,Île-de-France
2023-05-04,22.4,10.4,16.3,0.3,21.1,11,Île-de-France
2023-05-05,18.5,12.0,14.9,5.8,18.7,11,Île-de-France
2023-05-06,19.5,11.2,15.2,6.9,12.3,11,Île-de-France
2023-05-07,18.2,12.8,15.1,14.3,15.4,11,Île-de-France
2023-05-08,18.6,10.1,14.2,0.1,10.6,11,Île-de-France
2023-05-09,17.0,12.4,14.0,16.9,22.4,11,Île-de-France
2023-05-10,17.2,9.1,12.3,3.4,21.9,11,Île-de-France
2023-05-11,16.5,8.6,12.0,5.0,13.9,11,Île-de-France
2023-05-12,14.7,8.6,11.6,1.5,18.3,11,Île-de-France
2023-05-13,20.4,9.8,14.6,4.5,21.7,11,Île-de-France
2023-05-14,18.9,8.1,13.5,0.1,14.8,11,Île-de-France
2023-05-15,15.9,7.6,11.3,4.2,20.6,11,Île-de-France
2023-05-16,15.1,5.7,10.6,0.0,24.4,11,Île-de-France
2023-05-17,16.1,5.9,11.4,0.1,22.4,11,Île-de-France
2023-05-18,17.1,6.6,11.8,0.0,19.2,11,Île-de-France
2023-05-19,19.2,6.9,13.4,0.0,20.0,11,Île-de-France
2023-05-20,20.0,11.8,15.7,0.0,20.4,11,Île-de-France
2023-05-21,21.0,12.2,16.7,0.0,19.9,11,Île-de-France
2023-05-22,21.4,11.4,16.1,0.0,18.8,11,Île-de-France
2023-05-23,19.1,11.2,14.8,0.0,22.9,11,Île-de-France
2023-05-24,18.9,7.4,13.1,0.0,22.5,11,Île-de-France
2023-05-25,20.1,9.9,15.2,0.0,23.3,11,Île-de-France
2023-05-26,21.4,9.6,15.7,0.0,20.4,11,Île-de-France
2023-05-27,23.6,11.1,17.4,0.0,16.6,11,Île-de-France
2023-05-28,25.4,12.0,19.0,0.0,21.7,11,Île-de-France
2023-05-29,23.2,13.1,18.1,0.0,26.8,11,Île-de-France
2023-05-30,21.7,11.4,16.6,0.0,24.5,11,Île-de-France
2023-05-31,25.7,11.8,18.9,0.0,22.5,11,Île-de-France
2023-06-01,26.0,13.9,20.0,0.0,21.6,11,Île-de-France
2023-06-02,20.0,9.6,15.2,0.0,21.3,11,Île-de-France
2023-06-03,24.1,10.6,17.6,0.0,19.1,11,Île-de-France
2023-06-04,25.2,13.1,19.6,0.0,20.5,11,Île-de-France
2023-06-05,25.5,13.1,19.8,0.0,19.8,11,Île-de-France
2023-06-06,25.5,12.1,19.2,0.1,17.5,11,Île-de-France
2023-06-07,27.4,13.9,21.1,0.1,19.7,11,Île-de-France
2023-06-08,27.1,14.4,21.2,0.0,17.2,11,Île-de-France
2023-06-09,29.9,15.6,23.3,0.0,18.4,11,Île-de-France
2023-06-10,28.0,17.5,22.9,1.0,13.5,11,Île-de-France
2023-06-11,25.0,18.5,21.3,24.2,17.7,11,Île-de-France
2023-06-12,26.0,16.5,21.0,0.9,16.0,11,Île-de-France
2023-06-13,27.9,15.2,22.3,0.0,19.0,11,Île-de-France
2023-06-14,28.4,13.4,21.9,0.0,13.4,11,Île-de-France
2023-06-15,27.8,14.9,21.8,0.0,11.5,11,Île-de-France
2023-06-16,29.2,13.5,22.2,0.0,12.6,11,Île-de-France
2023-06-17,30.5,17.0,23.6,0.1,15.1,11,Île-de-France
2023-06-18,29.8,17.7,23.3,5.6,26.1,11,Île-de-France
2023-06-19,24.4,14.9,20.2,1.0,11.2,11,Île-de-France
2023-06-20,27.0,17.8,21.5,1.4,21.7,11,Île-de-France
2023-06-21,27.0,16.0,21.5,2.6,10.5,11,Île-de-France
2023-06-22,23.6,17.6,19.8,17.5,22.5,11,Île-de-France
2023-06-23,26.5,13.1,20.3,0.1,13.7,11,Île-de-France
2023-06-24,27.8,14.6,21.8,0.0,9.2,11,Île-de-France
2023-06-25,31.5,16.6,24.3,0.0,20.9,11,Île-de-France
2023-06-26,23.1,15.4,19.7,0.0,20.2,11,Île-de-France
2023-06-27,24.6,13.4,19.2,0.0,16.1,11,Île-de-France
2023-06-28,25.1,15.4,20.5,0.9,10.1,11,Île-de-France
2023-06-29,25.0,19.0,21.4,1.6,20.9,11,Île-de-France
2023-06-30,24.4,15.1,19.7,0.3,25.5,11,Île-de-France
2023-07-01,22.6,16.7,19.6,2.8,26.5,11,Île-de-France
2023-07-02,23.2,13.8,18.9,0.0,21.6,11,Île-de-France
2023-07-03,24.6,14.4,19.3,0.3,21.4,11,Île-de-France
2023-07-04,22.3,12.4,17.8,6.3,23.8,11,Île-de-France
2023-07-05,21.2,11.6,17.0,0.7,27.2,11,Île-de-France
2023-07-06,25.5,12.2,18.9,0.1,11.9,11,Île-de-France
2023-07-07,30.0,13.8,22.6,0.0,21.2,11,Île-de-France
2023-07-08,32.5,19.7,26.1,0.5,16.6,11,Île-de-France
2023-07-09,27.4,19.9,23.3,4.4,14.8,11,Île-de-France
2023-07-10,28.9,15.9,23.0,0.0,13.5,11,Île-de-France
2023-07-11,31.5,16.4,24.5,0.2,20.4,11,Île-de-France
2023-07-12,24.8,17.3,21.0,4.4,18.4,11,Île-de-France
2023-07-13,24.0,15.9,20.1,0.3,19.8,11,Île-de-France
2023-07-14,30.5,14.8,22.8,0.0,26.3,11,Île-de-France
2023-07-15,25.2,20.0,22.9,6.4,29.7,11,Île-de-France
2023-07-16,25.0,15.5,20.3,0.0,26.6,11,Île-de-France
2023-07-17,24.5,13.7,19.6,0.0,20.5,11,Île-de-France
2023-07-18,28.2,13.6,21.5,0.0,13.4,11,Île-de-France
2023-07-19,24.0,16.3,20.6,0.0,21.6,11,Île-de-France
2023-07-20,25.6,13.4,19.9,0.1,13.8,11,Île-de-France
2023-07-21,24.1,14.9,19.3,2.4,18.8,11,Île-de-France
2023-07-22,25.5,12.6,19.6,0.0,23.9,11,Île-de-France
2023-07-23,23.9,16.9,19.8,6.9,32.4,11,Île-de-France
2023-07-24,23.2,16.9,19.3,15.7,26.4,11,Île-de-France
2023-07-25,19.9,14.6,17.0,17.8,16.8,11,Île-de-France
2023-07-26,23.0,11.7,17.5,0.1,16.9,11,Île-de-France
2023-07-27,22.7,17.4,19.3,10.0,27.9,11,Île-de-France
2023-07-28,24.0,17.7,20.0,9.1,16.8,11,Île-de-France
2023-07-29,23.5,16.6,19.7,4.2,19.6,11,Île-de-France
2023-07-30,22.5,14.1,18.7,0.4,22.6,11,Île-de-France
2023-07-31,22.3,16.5,19.2,11.6,29.3,11,Île-de-France
2023-08-01,21.6,15.6,18.6,1.8,29.1,11,Île-de-France
2023-08-02,23.1,16.8,19.5,24.6,44.6,11,Île-de-France
2023-08-03,19.2,15.8,17.1,9.1,31.5,11,Île-de-France
2023-08-04,20.9,14.0,17.2,2.7,15.8,11,Île-de-France
2023-08-05,19.2,12.1,15.8,4.8,30.2,11,Île-de-France
2023-08-06,19.0,13.1,16.0,1.8,30.3,11,Île-de-France
2023-08-07,21.0,11.9,16.5,0.5,16.9,11,Île-de-France
2023-08-08,22.7,13.4,18.3,0.5,17.2,11,Île-de-France
2023-08-09,23.0,16.1,19.4,0.2,16.3,11,Île-de-France
2023-08-10,25.7,13.6,19.9,0.0,12.8,11,Île-de-France
2023-08-11,26.9,16.6,21.3,3.6,15.1,11,Île-de-France
2023-08-12,25.2,18.8,21.3,9.0,19.6,11,Île-de-France
2023-08-13,23.2,15.5,19.4,0.0,16.5,11,Île-de-France
2023-08-14,27.0,14.9,20.4,0.0,19.4,11,Île-de-France
2023-08-15,24.0,16.0,20.2,0.8,12.0,11,Île-de-France
2023-08-16,25.9,15.8,20.7,0.1,11.7,11,Île-de-France
2023-08-17,27.5,16.7,22.0,0.7,13.4,11,Île-de-France
2023-08-18,30.8,17.5,23.7,0.5,13.2,11,Île-de-France
2023-08-19,27.0,20.1,23.7,6.9,15.0,11,Île-de-France
2023-08-20,29.2,16.9,22.9,0.3,14.8,11,Île-de-France
2023-08-21,27.2,16.1,21.7,0.0,11.3,11,Île-de-France
2023-08-22,29.5,15.9,22.8,0.0,11.8,11,Île-de-France
2023-08-23,30.5,17.4,24.1,0.0,11.8,11,Île-de-France
2023-08-24,26.2,19.4,22.6,14.0,16.9,11,Île-de-France
2023-08-25,22.5,17.2,20.2,26.7,17.2,11,Île-de-France
2023-08-26,21.4,13.9,17.5,0.5,22.1,11,Île-de-France
2023-08-27,20.9,12.0,16.2,0.6,19.0,11,Île-de-France
2023-08-28,20.9,13.1,16.4,2.3,13.1,11,Île-de-France
2023-08-29,20.7,10.6,15.8,1.0,12.4,11,Île-de-France
2023-08-30,20.0,12.9,16.3,1.3,20.5,11,Île-de-France
2023-08-31,18.6,12.4,15.5,7.3,21.1,11,Île-de-France
2023-09-01,23.0,16.4,19.0,3.2,20.9,11,Île-de-France
2023-09-02,27.0,15.2,21.0,0.8,15.9,11,Île-de-France
2023-09-03,29.6,17.2,23.0,0.0,15.2,11,Île-de-France
2023-09-04,29.0,16.8,22.6,0.0,19.5,11,Île-de-France
2023-09-05,31.9,17.3,24.5,0.0,11.2,11,Île-de-France
2023-09-06,32.0,16.8,24.1,0.0,11.2,11,Île-de-France
2023-09-07,30.6,14.7,22.8,0.0,10.1,11,Île-de-France
2023-09-08,33.8,17.7,25.5,0.0,11.6,11,Île-de-France
2023-09-09,34.0,18.5,25.9,0.0,12.9,11,Île-de-France
2023-09-10,33.7,19.4,26.2,0.0,12.8,11,Île-de-France
2023-09-11,26.5,18.6,22.5,0.9,14.9,11,Île-de-France
2023-09-12,20.4,16.3,18.7,27.4,8.8,11,Île-de-France
2023-09-13,21.6,16.2,18.7,0.8,9.2,11,Île-de-France
2023-09-14,23.4,13.3,18.6,0.1,7.5,11,Île-de-France
2023-09-15,26.0,12.7,19.2,0.0,9.9,11,Île-de-France
2023-09-16,24.5,13.4,19.2,0.0,10.4,11,Île-de-France
2023-09-17,24.3,17.1,20.2,3.2,14.8,11,Île-de-France
2023-09-18,23.4,16.2,18.9,9.2,22.3,11,Île-de-France
2023-09-19,21.1,12.6,17.0,0.8,26.4,11,Île-de-France
2023-09-20,23.8,16.2,19.9,0.1,30.4,11,Île-de-France
2023-09-21,20.6,14.1,17.2,19.0,23.7,11,Île-de-France
2023-09-22,16.5,11.0,13.2,8.1,27.3,11,Île-de-France
2023-09-23,17.2,10.1,13.4,0.3,13.7,11,Île-de-France
2023-09-24,19.9,7.4,13.4,0.0,15.5,11,Île-de-France
2023-09-25,22.8,8.9,15.8,0.0,8.7,11,Île-de-France
2023-09-26,23.6,12.6,17.5,0.0,9.9,11,Île-de-France
2023-09-27,25.0,12.1,18.6,0.0,15.9,11,Île-de-France
2023-09-28,21.6,14.4,18.7,0.0,15.9,11,Île-de-France
2023-09-29,21.5,12.8,18.7,0.1,26.4,11,Île-de-France
2023-09-30,21.9,9.2,14.9,0.0,9.7,11,Île-de-France
2023-10-01,25.6,12.0,17.7,0.0,11.9,11,Île-de-France
2023-10-02,27.0,12.8,19.2,0.0,15.5,11,Île-de-France
2023-10-03,21.7,12.2,18.0,7.2,25.4,11,Île-de-France
2023-10-04,18.8,8.6,13.5,0.0,9.4,11,Île-de-France
2023-10-05,18.9,8.9,13.5,0.0,9.0,11,Île-de-France
2023-10-06,21.4,7.9,14.1,0.0,10.1,11,Île-de-France
2023-10-07,24.0,9.6,15.7,0.0,9.7,11,Île-de-France
2023-10-08,25.6,10.1,17.5,0.0,11.2,11,Île-de-France
2023-10-09,24.4,9.9,16.7,0.0,10.2,11,Île-de-France
2023-10-10,27.4,10.5,18.0,0.0,12.2,11,Île-de-France
2023-10-11,24.8,10.9,17.8,0.0,17.5,11,Île-de-France
2023-10-12,22.1,15.9,18.8,2.4,20.6,11,Île-de-France
2023-10-13,25.1,17.0,20.6,0.0,30.0,11,Île-de-France
2023-10-14,18.7,10.2,13.8,1.6,31.4,11,Île-de-France
2023-10-15,13.5,7.1,10.1,0.0,11.9,11,Île-de-France
2023-10-16,13.1,4.0,8.2,0.0,21.7,11,Île-de-France
2023-10-17,15.9,4.6,10.5,0.0,14.0,11,Île-de-France
2023-10-18,19.0,11.4,15.2,7.8,26.6,11,Île-de-France
2023-10-19,20.9,14.4,16.9,3.6,27.1,11,Île-de-France
2023-10-20,17.5,13.1,14.9,6.5,15.9,11,Île-de-France
2023-10-21,15.1,10.8,12.9,6.9,39.5,11,Île-de-France
2023-10-22,16.5,8.6,12.8,3.0,24.5,11,Île-de-France
2023-10-23,11.9,7.3,10.0,4.5,16.9,11,Île-de-France
2023-10-24,15.9,10.4,12.5,1.9,17.7,11,Île-de-France
2023-10-25,15.1,11.0,12.8,14.7,27.5,11,Île-de-France
2023-10-26,15.9,10.1,13.0,14.8,19.1,11,Île-de-France
2023-10-27,15.2,9.7,12.1,5.4,25.2,11,Île-de-France
2023-10-28,14.9,9.9,12.3,5.0,32.7,11,Île-de-France
2023-10-29,16.1,11.4,13.5,3.8,35.4,11,Île-de-France
2023-10-30,12.8,9.5,11.7,9.1,16.4,11,Île-de-France
2023-10-31,14.9,7.8,11.2,0.5,21.4,11,Île-de-France
2023-11-01,13.8,11.0,12.3,2.2,26.4,11,Île-de-France
2023-11-02,13.9,9.4,11.9,3.3,47.0,11,Île-de-France
2023-11-03,10.8,5.7,8.2,0.1,22.7,11,Île-de-France
2023-11-04,14.2,7.3,10.3,10.3,33.5,11,Île-de-France
2023-11-05,13.6,9.7,11.3,3.5,33.6,11,Île-de-France
2023-11-06,13.1,7.7,9.9,1.0,28.5,11,Île-de-France
2023-11-07,12.2,6.4,9.1,0.6,23.5,11,Île-de-France
2023-11-08,12.1,6.3,9.1,10.9,31.0,11,Île-de-France
2023-11-09,12.1,8.2,10.2,5.3,28.2,11,Île-de-France
2023-11-10,11.5,6.3,8.5,0.6,34.5,11,Île-de-France
2023-11-11,11.6,4.6,7.3,0.2,17.7,11,Île-de-France
2023-11-12,13.4,5.6,9.1,10.4,22.3,11,Île-de-France
2023-11-13,17.1,11.6,14.2,9.5,32.1,11,Île-de-France
2023-11-14,13.2,10.2,11.6,2.5,29.2,11,Île-de-France
2023-11-15,12.7,7.9,10.3,0.2,25.5,11,Île-de-France
2023-11-16,10.0,6.8,8.5,12.7,26.4,11,Île-de-France
2023-11-17,11.4,5.8,7.9,0.3,19.9,11,Île-de-France
2023-11-18,14.2,7.9,10.5,14.6,23.9,11,Île-de-France
2023-11-19,15.2,11.6,13.4,1.7,26.8,11,Île-de-France
2023-11-20,12.4,9.6,10.8,4.1,32.0,11,Île-de-France
2023-11-21,12.1,8.2,9.7,0.5,18.8,11,Île-de-France
2023-11-22,9.2,4.1,7.1,0.0,16.0,11,Île-de-France
2023-11-23,13.0,6.3,10.2,0.0,19.4,11,Île-de-France
2023-11-24,11.4,3.2,9.2,0.5,25.1,11,Île-de-France
2023-11-25,7.9,1.7,4.1,0.0,21.4,11,Île-de-France
2023-11-26,6.8,-0.9,2.9,0.0,13.9,11,Île-de-France
2023-11-27,9.1,4.4,6.4,5.9,21.6,11,Île-de-France
2023-11-28,7.3,0.9,5.0,0.2,21.9,11,Île-de-France
2023-11-29,8.4,-0.3,3.5,0.0,12.7,11,Île-de-France
2023-11-30,6.7,-0.8,2.7,1.7,10.0,11,Île-de-France
2023-12-01,3.7,-0.4,2.1,0.0,15.1,11,Île-de-France
2023-12-02,3.0,-3.8,-0.9,0.0,15.6,11,Île-de-France
2023-12-03,4.1,-2.5,0.5,0.1,21.3,11,Île-de-France
2023-12-04,9.5,2.0,5.6,8.1,28.8,11,Île-de-France
2023-12-05,8.1,5.7,6.9,10.0,28.5,11,Île-de-France
2023-12-06,7.7,2.7,4.8,0.1,13.1,11,Île-de-France
2023-12-07,6.1,1.9,4.1,4.6,18.9,11,Île-de-France
2023-12-08,10.2,4.3,6.7,6.3,11.4,11,Île-de-France
2023-12-09,14.1,6.2,9.3,22.1,36.6,11,Île-de-France
2023-12-10,13.4,6.8,10.1,1.5,32.5,11,Île-de-France
2023-12-11,12.9,7.8,10.4,0.1,24.5,11,Île-de-France
2023-12-12,12.7,8.2,10.4,2.6,23.6,11,Île-de-France
2023-12-13,9.9,6.2,8.0,1.4,18.6,11,Île-de-France
2023-12-14,8.4,6.7,7.5,1.3,22.4,11,Île-de-France
2023-12-15,9.6,4.0,7.2,1.0,10.6,11,Île-de-France
2023-12-16,9.6,2.2,5.0,0.0,8.8,11,Île-de-France
2023-12-17,6.9,0.8,2.7,0.0,11.4,11,Île-de-France
2023-12-18,3.8,-0.2,1.7,0.0,12.8,11,Île-de-France
2023-12-19,9.9,3.2,6.7,3.6,24.0,11,Île-de-France
2023-12-20,9.5,4.3,7.6,0.2,22.1,11,Île-de-France
2023-12-21,11.9,9.4,10.6,0.9,30.6,11,Île-de-France
2023-12-22,10.9,9.3,10.1,1.1,30.8,11,Île-de-France
2023-12-23,11.6,7.7,9.7,0.5,24.5,11,Île-de-France
2023-12-24,11.6,8.2,10.2,0.1,25.6,11,Île-de-France
2023-12-25,12.6,10.4,11.2,0.0,25.3,11,Île-de-France
2023-12-26,11.6,10.1,10.7,0.0,22.3,11,Île-de-France
2023-12-27,10.2,7.3,9.2,1.7,27.2,11,Île-de-France
2023-12-28,12.1,8.4,10.2,0.0,28.1,11,Île-de-France
2023-12-29,11.7,8.1,9.9,1.7,29.3,11,Île-de-France
2023-12-30,11.8,7.2,9.3,0.2,24.7,11,Île-de-France
2023-12-31,10.6,7.4,9.1,1.9,36.5,11,Île-de-France
2024-01-01,9.8,5.8,7.7,2.1,29.9,11,Île-de-France
2024-01-02,11.9,9.4,11.0,13.6,39.0,11,Île-de-France
2024-01-03,12.0,8.8,9.9,2.7,32.6,11,Île-de-France
2024-01-04,10.6,6.4,8.9,1.7,28.2,11,Île-de-France
2024-01-05,10.1,3.5,6.9,0.0,23.9,11,Île-de-France
2024-01-06,7.6,2.7,4.7,1.6,22.4,11,Île-de-France
2024-01-07,4.8,1.3,3.0,0.0,20.9,11,Île-de-France
2024-01-08,0.7,-4.0,-1.8,0.3,21.9,11,Île-de-France
2024-01-09,-1.4,-2.5,-1.9,1.0,16.8,11,Île-de-France
2024-01-10,0.5,-4.0,-2.2,0.0,11.5,11,Île-de-France
2024-01-11,1.8,-3.1,-1.4,0.0,15.5,11,Île-de-France
2024-01-12,3.3,-2.5,1.5,0.0,15.0,11,Île-de-France
2024-01-13,0.5,-1.8,-0.8,0.0,10.5,11,Île-de-France
2024-01-14,0.2,-2.8,-1.5,0.0,11.2,11,Île-de-France
2024-01-15,4.6,-3.4,1.1,0.3,17.7,11,Île-de-France
2024-01-16,3.1,-4.1,-1.6,0.0,10.8,11,Île-de-France
2024-01-17,7.2,-2.0,0.8,27.4,16.5,11,Île-de-France
2024-01-18,2.8,-3.9,-0.4,6.2,21.2,11,Île-de-France
2024-01-19,3.4,-4.9,-2.1,0.0,12.2,11,Île-de-France
