TransactionID,StoreID,ProductEAN,Quantity,TotalAmount,TransactionDate,PaymentMethod,CustomerID,DiscountApplied
TXN101677,ST001,3600523497157,2,7.78,2024-10-02,Carte Bancaire,CF000196,0.0
TXN101678,ST001,3017620422003,3,10.47,2024-10-02,Chèque,,0.0
TXN101679,ST001,3033490004606,3,8.97,2024-10-02,Carte Fidélité,,0.9
TXN101680,ST001,3560070541225,2,5.38,2024-10-02,Espèces,,0.0
TXN101681,ST001,3600523497157,1,3.89,2024-10-02,Sans Contact,,0.0
TXN101682,ST001,3017620422003,1,3.49,2024-10-02,Carte Bancaire,,0.0
TXN101683,ST001,3033710074532,1,2.19,2024-10-02,Espèces,CF000355,0.0
TXN101684,ST001,5410076959839,2,5.38,2024-10-02,Carte Bancaire,CF000059,0.0
TXN101685,ST001,8000500310427,1,3.29,2024-10-02,Carte Bancaire,CF000379,0.0
TXN101686,ST001,3033490004606,1,2.99,2024-10-02,Sans Contact,CF000439,0.15
TXN101687,ST001,3045386371655,3,89.97,2024-10-02,Sans Contact,,0.0
TXN101688,ST001,3175681851849,1,1.89,2024-10-02,Carte Bancaire,CF000118,0.0
TXN101689,ST001,3014260115692,3,7.17,2024-10-02,Espèces,CF000316,0.0
TXN101690,ST001,3059940003074,1,1.49,2024-10-02,Carte Fidélité,,0.0
TXN101691,ST001,3560070396405,1,1.29,2024-10-02,Espèces,CF000079,0.0
TXN101692,ST001,3256220122245,1,1.09,2024-10-02,Carte Bancaire,,0.0
TXN101693,ST001,5449000000996,1,1.59,2024-10-02,Espèces,CF000100,0.0
TXN101694,ST001,3560070824267,1,1.89,2024-10-02,Carte Bancaire,CF000271,0.0
TXN101695,ST001,3560070396405,1,1.29,2024-10-02,Espèces,,0.0
TXN101696,ST001,8000500310427,2,6.58,2024-10-02,Carte Bancaire,,0.0
TXN101697,ST001,3017620422003,1,3.49,2024-10-02,Carte Fidélité,,0.0
TXN101698,ST001,3560070140084,2,3.18,2024-10-02,Carte Bancaire,CF000280,0.0
TXN101699,ST001,7613035799790,2,14.98,2024-10-02,Sans Contact,,0.0
TXN101700,ST001,3560070140084,2,3.18,2024-10-02,Espèces,,0.0
TXN101701,ST001,7613035799790,3,22.47,2024-10-02,Carte Fidélité,,0.0
TXN101702,ST001,5410036301159,1,9.99,2024-10-02,Chèque,,0.0
TXN101703,ST001,3017620422003,1,3.49,2024-10-02,Espèces,CF000022,0.0
TXN101704,ST001,3560070140084,5,7.95,2024-10-02,Espèces,CF000321,0.0
TXN101705,ST001,3073781069556,1,2.69,2024-10-02,Chèque,,0.0
TXN101706,ST001,5410076959839,1,2.69,2024-10-02,Carte Bancaire,,0.0
TXN101707,ST001,3038350011503,4,3.96,2024-10-02,Carte Fidélité,,0.0
TXN101708,ST001,4015400507581,2,29.98,2024-10-02,Sans Contact,,0.0
TXN101709,ST001,3560070976508,1,2.79,2024-10-02,Chèque,,0.0
TXN101710,ST001,3073781069556,1,2.69,2024-10-02,Carte Fidélité,CF000283,0.0
TXN101711,ST001,3073781069556,1,2.69,2024-10-02,Sans Contact,,0.0
TXN101712,ST001,3560070468850,5,27.45,2024-10-02,Carte Fidélité,,0.0
TXN101713,ST001,3560070404360,1,2.29,2024-10-02,Espèces,,0.0
TXN101714,ST001,7613035799790,1,7.49,2024-10-02,Carte Fidélité,,0.0
TXN101715,ST001,3175681851849,2,3.78,2024-10-02,Carte Bancaire,,0.19
TXN101716,ST001,7622300489434,1,2.15,2024-10-02,Carte Bancaire,,0.0
TXN101717,ST001,3576280147583,1,2.89,2024-10-02,Espèces,,0.0
TXN101718,ST001,3560070396405,2,2.58,2024-10-02,Carte Fidélité,CF000052,0.0
TXN101719,ST001,8000500310427,1,3.29,2024-10-02,Sans Contact,,0.0
TXN101720,ST001,3033710074532,2,4.38,2024-10-02,Chèque,CF000435,0.0
TXN101721,ST001,3228857000166,3,13.47,2024-10-02,Carte Bancaire,CF000021,0.0
TXN101722,ST001,8000500310427,2,6.58,2024-10-02,Chèque,,0.0
TXN101723,ST001,3179730009762,1,2.49,2024-10-02,Chèque,,0.0
TXN101724,ST001,3045386371655,1,29.99,2024-10-02,Carte Bancaire,CF000190,4.5
TXN101725,ST001,7613035799790,1,7.49,2024-10-02,Carte Fidélité,,0.0
TXN101726,ST001,3560070396405,1,1.29,2024-10-02,Carte Fidélité,,0.0
TXN101727,ST001,3033710074532,1,2.19,2024-10-02,Espèces,,0.0
TXN101728,ST001,3038350011503,1,0.99,2024-10-02,Chèque,,0.15
TXN101729,ST001,3175681851849,2,3.78,2024-10-02,Carte Bancaire,,0.0
TXN101730,ST001,3560070468850,2,10.98,2024-10-02,Espèces,,0.55
TXN101731,ST001,7613035799790,2,14.98,2024-10-02,Carte Bancaire,,0.0
TXN101732,ST001,3033490004606,1,2.99,2024-10-02,Carte Bancaire,,0.0
TXN101733,ST001,5449000000996,3,4.77,2024-10-02,Espèces,,0.0
TXN101734,ST001,5410036301159,1,9.99,2024-10-02,Carte Bancaire,CF000145,0.0
TXN101735,ST001,7622300489434,3,6.45,2024-10-02,Carte Fidélité,,0.0
TXN101736,ST001,0000000000000,1,12.19,2024-10-02,Carte Bancaire,CF000192,0.0
TXN101737,ST001,7622300489434,3,6.45,2024-10-02,Sans Contact,CF000007,0.0
TXN101738,ST001,7622300489434,1,2.15,2024-10-02,Carte Fidélité,,0.0
TXN101739,ST001,3560070404360,2,4.58,2024-10-02,Carte Bancaire,,0.23
TXN101740,ST001,3014260115692,4,9.56,2024-10-02,Sans Contact,CF000406,0.0
TXN101741,ST001,3033490004606,1,2.99,2024-10-02,Espèces,,0.0
TXN101742,ST001,3560070541225,2,5.38,2024-10-02,Sans Contact,,0.0
TXN101743,ST001,3560070824267,1,1.89,2024-10-02,Chèque,CF000091,0.0
TXN101744,ST001,3179730009762,5,12.45,2024-10-02,Sans Contact,,1.25
TXN101745,ST001,3059940003074,5,7.45,2024-10-02,Carte Fidélité,CF000326,0.0
TXN101746,ST001,3600523497157,1,3.89,2024-10-02,Carte Fidélité,,0.0
TXN101747,ST001,3600523497157,3,11.67,2024-10-02,Carte Bancaire,,0.0
TXN101748,ST001,3033710074532,1,2.19,2024-10-02,Sans Contact,,0.0
TXN101749,ST001,3059940003074,3,4.47,2024-10-02,Chèque,,0.0
TXN101750,ST001,3059940003074,3,4.47,2024-10-02,Sans Contact,,0.0
TXN101751,ST001,3560070468850,2,10.98,2024-10-02,Espèces,,0.0
TXN101752,ST001,8076809513753,2,3.38,2024-10-02,Chèque,,0.0
TXN101753,ST001,3175681851849,2,3.78,2024-10-02,Carte Fidélité,,0.0
TXN101754,ST001,3033490004606,1,2.99,2024-10-02,Espèces,,0.6
TXN101755,ST001,3017620422003,3,10.47,2024-10-02,Espèces,,0.0
TXN101756,ST001,3256220122245,1,1.09,2024-10-02,Sans Contact,,0.0
TXN101757,ST001,8000500310427,1,3.29,2024-10-02,Carte Bancaire,CF000242,0.0
TXN101758,ST001,9999999999999,3,8.4,2024-10-02,Carte Bancaire,,0.0
TXN101759,ST001,3033710074532,1,2.19,2024-10-02,Carte Bancaire,,0.0
TXN101760,ST001,3560070976508,1,2.79,2024-10-02,Espèces,,0.0
TXN101761,ST001,3033710074532,3,6.57,2024-10-02,Carte Bancaire,,0.0
TXN101762,ST001,3600523497157,1,3.89,2024-10-02,Sans Contact,,0.0
TXN101763,ST001,3560070396405,2,2.58,2024-10-02,Carte Fidélité,,0.0
TXN101764,ST001,7622300489434,1,2.15,2024-10-02,Carte Bancaire,,0.0
TXN101765,ST001,7613035799790,3,22.47,2024-10-02,Chèque,,0.0
TXN101766,ST001,3124480186805,1,0.69,2024-10-02,Sans Contact,,0.0
TXN101767,ST001,3560070404360,2,4.58,2024-10-02,Carte Bancaire,,0.0
TXN101768,ST001,3576280147583,1,2.89,2024-10-02,Carte Fidélité,,0.0
TXN101769,ST001,3033490004606,2,5.98,2024-10-02,Carte Bancaire,,0.0
TXN101770,ST001,3045386371655,4,119.96,2024-10-02,Carte Bancaire,,0.0
TXN101771,ST001,3059940003074,1,1.49,2024-10-02,Carte Fidélité,CF000435,0.0
TXN101772,ST001,3017620422003,1,3.49,2024-10-02,Espèces,,0.52
TXN101773,ST001,3033710074532,5,10.95,2024-10-02,Espèces,,0.0
TXN101774,ST001,7613035799790,2,14.98,2024-10-02,Carte Bancaire,CF000376,0.0
TXN101775,ST001,5449000000996,1,1.59,2024-10-02,Espèces,,0.0
TXN101776,ST001,9999999999999,1,3.46,2024-10-02,Carte Fidélité,CF000330,0.69
TXN101777,ST001,3228857000166,1,4.49,2024-10-02,Carte Bancaire,,0.0
TXN101778,ST001,7613035799790,1,7.49,2024-10-02,Sans Contact,CF000362,0.0
TXN101779,ST001,3560070396405,4,5.16,2024-10-02,Espèces,CF000445,0.0
TXN101780,ST001,3576280147583,2,5.78,2024-10-02,Sans Contact,,0.0
TXN101781,ST001,3560070396405,2,2.58,2024-10-02,Sans Contact,,0.0
TXN101782,ST001,3175681851849,3,5.67,2024-10-02,Sans Contact,CF000368,0.0
TXN101783,ST001,3228857000166,1,4.49,2024-10-02,Chèque,,0.0
TXN101784,ST001,3256220122245,1,1.09,2024-10-02,Carte Fidélité,,0.0
TXN101785,ST001,5449000000996,1,1.59,2024-10-02,Sans Contact,,0.0
TXN101786,ST001,3038350011503,1,0.99,2024-10-02,Carte Fidélité,CF000467,0.0
TXN101787,ST001,5410076959839,2,5.38,2024-10-02,Sans Contact,CF000432,0.0
TXN101788,ST001,3059940003074,1,1.49,2024-10-02,Carte Bancaire,CF000446,0.0
TXN101789,ST001,3600523497157,2,7.78,2024-10-02,Carte Bancaire,CF000392,1.56
TXN101790,ST001,3175681851849,1,1.89,2024-10-02,Sans Contact,CF000118,0.09
TXN101791,ST001,3256220122245,1,1.09,2024-10-02,Espèces,,0.0
TXN101792,ST001,1234567890123,1,11.29,2024-10-02,Espèces,,0.0
TXN101793,ST001,3560070541225,1,2.69,2024-10-02,Carte Bancaire,CF000460,0.4
TXN101794,ST001,3560070824267,2,3.78,2024-10-02,Espèces,,0.0
TXN101795,ST001,3175681851849,1,1.89,2024-10-02,Carte Fidélité,CF000478,0.0
TXN101796,ST001,5410036301159,1,9.99,2024-10-02,Carte Bancaire,,0.0
TXN101797,ST001,3560070824267,1,1.89,2024-10-02,Sans Contact,,0.0
TXN101798,ST001,5449000000996,1,1.59,2024-10-02,Carte Bancaire,CF000425,0.0
TXN101799,ST001,5410036301159,1,9.99,2024-10-02,Chèque,,0.0
TXN101800,ST001,3033710074532,1,2.19,2024-10-02,Carte Fidélité,,0.0
TXN101801,ST001,7622300489434,2,4.3,2024-10-02,Carte Fidélité,,0.0
TXN101802,ST001,3560070468850,4,21.96,2024-10-02,Espèces,,0.0
TXN101803,ST001,3175681851849,1,1.89,2024-10-02,Chèque,,0.0
TXN101804,ST001,3560070468850,1,5.49,2024-10-02,Carte Bancaire,CF000395,0.55
TXN101805,ST001,7613035799790,4,29.96,2024-10-02,Chèque,,1.5
TXN101806,ST001,7613035799790,1,7.49,2024-10-02,Sans Contact,CF000045,0.0
TXN101807,ST001,3014260115692,2,4.78,2024-10-02,Sans Contact,CF000360,0.48
TXN101808,ST001,3033490004606,2,5.98,2024-10-02,Espèces,CF000255,0.0
TXN101809,ST001,3017620422003,2,6.98,2024-10-02,Chèque,CF000033,0.0
TXN101810,ST001,5410036301159,1,9.99,2024-10-02,Carte Bancaire,,0.0
TXN101811,ST001,3560070140084,2,3.18,2024-10-02,Chèque,,0.64
TXN101812,ST001,3014260115692,1,2.39,2024-10-02,Sans Contact,CF000435,0.0
TXN101813,ST001,3256220122245,1,1.09,2024-10-02,Carte Bancaire,,0.0
TXN101814,ST001,3124480186805,1,0.69,2024-10-02,Sans Contact,,0.0
TXN101815,ST001,3256220122245,1,1.09,2024-10-02,Carte Bancaire,,0.0
TXN101816,ST001,3033710074532,2,4.38,2024-10-02,Chèque,,0.66
TXN101817,ST001,3560070396405,4,5.16,2024-10-02,Espèces,,0.0
TXN101818,ST001,3045386371655,1,29.99,2024-10-02,Carte Fidélité,,0.0
TXN101819,ST001,3124480186805,2,1.38,2024-10-02,Carte Fidélité,,0.0
TXN101820,ST001,3560070404360,1,2.29,2024-10-02,Carte Bancaire,,0.0
TXN101821,ST001,5449000000996,1,1.59,2024-10-02,Sans Contact,,0.0
TXN101822,ST001,8000500310427,2,6.58,2024-10-02,Carte Fidélité,,0.0
TXN101823,ST001,3576280147583,2,5.78,2024-10-02,Espèces,,0.0
TXN101824,ST001,3179730009762,1,2.49,2024-10-02,Carte Fidélité,,0.5
TXN101825,ST001,3014260115692,3,7.17,2024-10-02,Carte Fidélité,CF000001,0.0
TXN101826,ST001,3033710074532,1,2.19,2024-10-02,Espèces,CF000487,0.0
TXN101827,ST001,3038350011503,1,0.99,2024-10-02,Carte Bancaire,CF000418,0.15
TXN101828,ST001,8000500310427,3,9.87,2024-10-02,Carte Bancaire,,0.0
TXN101829,ST001,3256220122245,2,2.18,2024-10-02,Espèces,CF000306,0.0
TXN101830,ST001,3073781069556,2,5.38,2024-10-02,Sans Contact,,0.0
TXN101831,ST001,3175681851849,1,1.89,2024-10-02,Carte Bancaire,,0.0
TXN101832,ST001,3059940003074,1,1.49,2024-10-02,Sans Contact,CF000353,0.0
TXN101833,ST001,5410076959839,1,2.69,2024-10-02,Chèque,CF000020,0.0
TXN101834,ST001,3560070468850,1,5.49,2024-10-02,Carte Fidélité,CF000371,0.0
TXN101835,ST001,3033490004606,2,5.98,2024-10-02,Carte Bancaire,CF000241,0.0
TXN101836,ST001,4015400507581,1,14.99,2024-10-02,Carte Bancaire,,0.0
TXN101837,ST001,5410076959839,2,5.38,2024-10-02,Espèces,,0.0
TXN101838,ST001,3014260115692,2,4.78,2024-10-02,Espèces,,0.0
TXN101839,ST001,3560070976508,2,5.58,2024-10-02,Chèque,,0.0
TXN101840,ST001,8076809513753,2,3.38,2024-10-02,Sans Contact,,0.0
TXN101841,ST001,3033710074532,1,2.19,2024-10-02,Sans Contact,CF000398,0.0
TXN101842,ST001,3033490004606,1,2.99,2024-10-02,Carte Fidélité,CF000175,0.0
TXN101843,ST001,3014260115692,1,2.39,2024-10-02,Chèque,,0.24
TXN101844,ST001,3560070541225,2,5.38,2024-10-02,Espèces,,0.0
TXN101845,ST001,1234567890123,1,13.52,2024-10-02,Espèces,,2.7
TXN101846,ST001,3073781069556,1,2.69,2024-10-02,Chèque,CF000450,0.0
TXN101847,ST001,7613035799790,1,7.49,2024-10-02,Carte Bancaire,,0.37
TXN101848,ST001,5410076959839,1,2.69,2024-10-02,Espèces,,0.0
TXN101849,ST001,3560070404360,2,4.58,2024-10-02,Carte Bancaire,,0.46
TXN101850,ST001,3228857000166,2,8.98,2024-10-02,Espèces,,0.0
TXN101851,ST001,1234567890123,2,20.32,2024-10-02,Carte Fidélité,CF000451,0.0
TXN101852,ST001,3033710074532,3,6.57,2024-10-02,Espèces,CF000244,0.0
TXN101853,ST001,3124480186805,2,1.38,2024-10-02,Carte Fidélité,,0.14
TXN101854,ST002,3059940003074,1,1.49,2024-10-02,Chèque,,0.0
TXN101855,ST002,3059940003074,1,1.49,2024-10-02,Chèque,,0.0
TXN101856,ST002,3059940003074,1,1.49,2024-10-02,Carte Fidélité,,0.22
TXN101857,ST002,3560070541225,3,8.07,2024-10-02,Carte Bancaire,CF000465,0.0
TXN101858,ST002,3045386371655,1,29.99,2024-10-02,Sans Contact,,0.0
TXN101859,ST002,3033710074532,2,4.38,2024-10-02,Carte Bancaire,,0.22
TXN101860,ST002,3059940003074,1,1.49,2024-10-02,Espèces,,0.0
TXN101861,ST002,3560070404360,5,11.45,2024-10-02,Carte Fidélité,,0.0
TXN101862,ST002,4015400507581,4,59.96,2024-10-02,Espèces,,0.0
TXN101863,ST002,3014260115692,2,4.78,2024-10-02,Sans Contact,,0.0
TXN101864,ST002,3560070396405,1,1.29,2024-10-02,Espèces,,0.0
TXN101865,ST002,3560070468850,2,10.98,2024-10-02,Carte Fidélité,,0.0
TXN101866,ST002,7613035799790,3,22.47,2024-10-02,Sans Contact,,0.0
TXN101867,ST002,3576280147583,1,2.89,2024-10-02,Carte Bancaire,,0.0
TXN101868,ST002,3038350011503,2,1.98,2024-10-02,Carte Bancaire,,0.0
TXN101869,ST002,5410076959839,2,5.38,2024-10-02,Sans Contact,,0.0
TXN101870,ST002,5449000000996,1,1.59,2024-10-02,Carte Fidélité,,0.0
TXN101871,ST002,3560070404360,2,4.58,2024-10-02,Carte Fidélité,,0.0
TXN101872,ST002,3033490004606,1,2.99,2024-10-02,Espèces,CF000291,0.0
TXN101873,ST002,7622300489434,1,2.15,2024-10-02,Carte Fidélité,,0.0
TXN101874,ST002,0000000000000,1,12.27,2024-10-02,Chèque,,0.0
TXN101875,ST002,5449000000996,2,3.18,2024-10-02,Chèque,CF000027,0.0
TXN101876,ST002,3560070976508,1,2.79,2024-10-02,Carte Bancaire,,0.0
TXN101877,ST002,3560070404360,5,11.45,2024-10-02,Carte Bancaire,CF000036,0.0
TXN101878,ST002,3560070404360,1,2.29,2024-10-02,Espèces,,0.11
TXN101879,ST002,9999999999999,2,29.32,2024-10-02,Carte Bancaire,CF000124,0.0
TXN101880,ST002,3560070468850,4,21.96,2024-10-02,Carte Bancaire,,3.29
TXN101881,ST002,8000500310427,3,9.87,2024-10-02,Carte Bancaire,,0.0
TXN101882,ST002,7622300489434,2,4.3,2024-10-02,Chèque,,0.0
TXN101883,ST002,3560070140084,3,4.77,2024-10-02,Sans Contact,CF000236,0.0
TXN101884,ST002,3560070468850,1,5.49,2024-10-02,Espèces,CF000158,0.0
TXN101885,ST002,3560070824267,1,1.89,2024-10-02,Espèces,CF000042,0.0
TXN101886,ST002,3045386371655,1,29.99,2024-10-02,Espèces,,0.0
TXN101887,ST002,3045386371655,2,59.98,2024-10-02,Carte Fidélité,,0.0
TXN101888,ST002,1234567890123,3,28.29,2024-10-02,Espèces,,0.0
TXN101889,ST002,3014260115692,2,4.78,2024-10-02,Carte Bancaire,CF000207,0.0
TXN101890,ST002,3560070140084,2,3.18,2024-10-02,Espèces,,0.0
TXN101891,ST002,5410076959839,4,10.76,2024-10-02,Carte Bancaire,CF000358,0.0
TXN101892,ST002,1234567890123,1,5.51,2024-10-02,Sans Contact,,0.0
TXN101893,ST002,3560070468850,1,5.49,2024-10-02,Chèque,CF000467,0.0
TXN101894,ST002,4015400507581,2,29.98,2024-10-02,Espèces,,0.0
